variant,model,nll,k_effective,aic,bic,success,message,mean_food_relative_rmse,lr_stat,chi2_p_value_status
robust_real_derived_cpi_nonfood,AIDADS_sat,-6232.5676609500715,19,-12427.135321900143,-12358.142298045537,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3947929201984892,,
robust_real_derived_cpi_nonfood,MAIDADS_sat,-6236.054001477703,29,-12414.108002955407,-12308.802861282587,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.39467960727512647,,
robust_real_derived_cpi_nonfood,LR_MAIDADS_vs_AIDADS,,10,,,True,Naive chi-square p-value not reported; nuisance parameters unidentified under AIDADS.,,6.97268105526382,invalid_not_reported_unidentified_nuisance_under_H0
