variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.0763605853035679,0.053290472806640565,0.4162108514051832,0.18346610869410157
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.03155203648667672,0.02514609582801475,0.1280012295893504,0.24649791715205385
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010857812371087468,0.008057325721481485,0.05127216060514116,0.21176818458473026
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.046957515387102314,0.03752874026557901,0.10369770792339729,0.452830793731626
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.009492804499558647,0.007283212150310669,0.012086946516067662,0.7853765619744806
baseline_real_national_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.01353791056378462,0.010621314250562331,0.028343059898296212,0.47764463725380707
baseline_real_national_nonfood,AIDADS_sat,milk,奶类,milk,0.0040769060979338675,0.0032364290601124405,0.01000442393094712,0.40751033003735443
baseline_real_national_nonfood,AIDADS_sat,egg,蛋类,egg,0.008216395742082331,0.006354033915625403,0.019618095147095598,0.4188172032236649
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.8122924295058604,3.170083860438018,188.9050588369303,0.020180997020290335
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.06452922438616579,0.049217714407935896,0.4162108514051832,0.15503974528368625
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.031631713884044545,0.025757557004233628,0.1280012295893504,0.24712039083940393
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.01017133018259194,0.007580802267747764,0.05127216060514116,0.19837919959963696
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.044163971620697295,0.035866370852059244,0.10369770792339729,0.42589149273503457
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.009115633055509848,0.0072643096158965656,0.012086946516067662,0.7541717044409911
baseline_real_national_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013129838792804598,0.01065812305447368,0.028343059898296212,0.46324704671685335
baseline_real_national_nonfood,MAIDADS_sat,milk,奶类,milk,0.0038770148379493378,0.003115798596148781,0.01000442393094712,0.3875300431798376
baseline_real_national_nonfood,MAIDADS_sat,egg,蛋类,egg,0.007709969444013205,0.006011597533657147,0.019618095147095598,0.39300295906428223
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.8329445747758535,3.1136475469169413,188.9050588369303,0.020290322548135623
