scenario,pgdp_multiplier_vs_2023,pgdp_real_2023_yuan_per_person,group,group_label_cn,item,item_label_cn,item_kcal_share_within_group_2023,kcal_per_cap_day,kg_per_cap_year,protein_g_per_cap_day,fat_g_per_cap_day,carb_g_per_cap_day
0.5x_2023_pgdp,0.5,38638.55263989589,grain,主粮,grain,主粮,1.0,953.5472458356444,155.03623089135584,28.92167817596831,6.390656717685894,195.0861556681495
0.5x_2023_pgdp,0.5,38638.55263989589,oil,食用油,oil,食用油,1.0,276.17893731636207,11.211802037645663,0.0,30.686548590706895,0.0
0.5x_2023_pgdp,0.5,38638.55263989589,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,52.26523736279028,88.06172569551056,3.2114784403642225,0.39881104814980534,11.250669568857667
0.5x_2023_pgdp,0.5,38638.55263989589,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,39.18677906024531,47.142960965687344,0.6036882179551304,0.15886532051450802,10.061470299252175
0.5x_2023_pgdp,0.5,38638.55263989589,pork,猪肉,pork,猪肉,1.0,222.79833463519682,22.114910759173185,7.4378806706742475,20.848604910223273,1.3523419401225905
0.5x_2023_pgdp,0.5,38638.55263989589,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,8.853755938364063,2.603080983280076,1.4050218753863224,0.29653728023228915,0.14120822868204247
0.5x_2023_pgdp,0.5,38638.55263989589,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,7.794364430669802,1.4163035068250158,0.729881341462426,0.5416487849800109,0.0
0.5x_2023_pgdp,0.5,38638.55263989589,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,37.01847241901106,10.241599661137753,4.278182740640201,2.083674495441341,0.28816774936954714
0.5x_2023_pgdp,0.5,38638.55263989589,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,26.307608941645828,12.659561323270568,4.2605493505494705,0.8469766781212803,0.41065535908910555
0.5x_2023_pgdp,0.5,38638.55263989589,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,36.988391432280004,10.001750483599688,3.4258050560537887,2.266698082201003,0.7212221170639556
0.5x_2023_pgdp,0.5,38638.55263989589,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,13.142364233503788,8.81794659049427,0.7247627334652824,0.7730802490296346,0.8213977645939867
0.75x_2023_pgdp,0.75,57957.828959843835,grain,主粮,grain,主粮,1.0,846.9354414630914,137.70233119143882,25.68807616066373,5.676146296966264,173.274455036935
0.75x_2023_pgdp,0.75,57957.828959843835,oil,食用油,oil,食用油,1.0,258.00969477433705,10.474200711003562,0.0,28.66774386381523,0.0
0.75x_2023_pgdp,0.75,57957.828959843835,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,60.51249663651186,101.957537147795,3.7182377451350668,0.46174194220631537,13.025983211715003
0.75x_2023_pgdp,0.75,57957.828959843835,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,45.37030645472671,54.58194415285185,0.6989479643025466,0.18393367481645964,11.649132738375778
0.75x_2023_pgdp,0.75,57957.828959843835,pork,猪肉,pork,猪肉,1.0,252.78074032973413,25.090957359187904,8.438810754558649,23.654242266565912,1.5343292281015726
0.75x_2023_pgdp,0.75,57957.828959843835,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,9.324707984827786,2.741544966782773,1.479758284673628,0.3123107937502129,0.1487194255953395
0.75x_2023_pgdp,0.75,57957.828959843835,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,8.208964957842934,1.491640012551673,0.7687054420848484,0.5704603543892822,0.0
0.75x_2023_pgdp,0.75,57957.828959843835,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,38.9875718005686,10.78637437065682,4.505749315874096,2.1945100294930833,0.3034960679086179
0.75x_2023_pgdp,0.75,57957.828959843835,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,27.706972370555153,13.33295308536932,4.487177964402102,0.8920293543690927,0.43249908090622674
0.75x_2023_pgdp,0.75,57957.828959843835,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,46.68249460136981,12.623059421486978,4.323657229792608,2.8607656858778157,0.9102436273247596
0.75x_2023_pgdp,0.75,57957.828959843835,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,16.586780977027157,11.128998265836236,0.9147121862331153,0.9756929986486563,1.0366738110641973
1x_2023_pgdp,1.0,77277.10527979178,grain,主粮,grain,主粮,1.0,780.8163583152882,126.9520998987626,23.682643443572694,5.233017375215311,159.7471570410149
1x_2023_pgdp,1.0,77277.10527979178,oil,食用油,oil,食用油,1.0,246.84812048048872,10.02108374767861,0.0,27.427568942276526,0.0
1x_2023_pgdp,1.0,77277.10527979178,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,65.32754923055695,110.07042177516173,4.014102422600488,0.49848330738175983,14.06247646087491
1x_2023_pgdp,1.0,77277.10527979178,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,48.98047664981396,58.92509550818094,0.7545640997403772,0.19856949993167822,12.576068329006288
1x_2023_pgdp,1.0,77277.10527979178,pork,猪肉,pork,猪肉,1.0,269.0790656908782,26.708725335218055,8.982912663428406,25.179376405064474,1.6332568478960738
1x_2023_pgdp,1.0,77277.10527979178,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,9.61155318931811,2.8258799430518184,1.5252783769332567,0.3219180494029989,0.1532943092395233
1x_2023_pgdp,1.0,77277.10527979178,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,8.461487850336479,1.5375256086606899,0.7923522383262349,0.5880087663368375,0.0
1x_2023_pgdp,1.0,77277.10527979178,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,40.18690136927057,11.118183127252149,4.644354469622288,2.262017202821218,0.31283216634761524
1x_2023_pgdp,1.0,77277.10527979178,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,28.559289908902866,13.743099296967099,4.625211829149147,0.9194698214573606,0.4458035497975081
1x_2023_pgdp,1.0,77277.10527979178,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,52.18751719927532,14.111630843459588,4.833523528902241,3.198120831153362,1.0175839008215244
1x_2023_pgdp,1.0,77277.10527979178,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,18.542773365282354,12.441382864573637,1.0225794135266004,1.0907513744283737,1.158923335330147
1.25x_2023_pgdp,1.25,96596.38159973972,grain,主粮,grain,主粮,1.0,733.5818415718583,119.27229014014027,22.24999131436049,4.916452482336289,150.0834509933474
1.25x_2023_pgdp,1.25,96596.38159973972,oil,食用油,oil,食用油,1.0,238.9502185326518,9.700459322035137,0.0,26.550024281405754,0.0
1.25x_2023_pgdp,1.25,96596.38159973972,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,68.55453681916558,115.50757484649142,4.2123872021415,0.5231069074554803,14.757121178744075
1.25x_2023_pgdp,1.25,96596.38159973972,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,51.39996723372143,61.835820831602916,0.7918373330600329,0.20837824554211393,13.197288884333883
1.25x_2023_pgdp,1.25,96596.38159973972,pork,猪肉,pork,猪肉,1.0,279.09215767766744,27.702622511666043,9.317188875430475,26.116362756888453,1.694034340987359
1.25x_2023_pgdp,1.25,96596.38159973972,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,9.81275671338309,2.8850355230010045,1.5572078037984327,0.32865692341474456,0.1565032968641641
1.25x_2023_pgdp,1.25,96596.38159973972,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,8.638616472608764,1.5697114130472782,0.8089389501210769,0.6003178524582728,0.0
1.25x_2023_pgdp,1.25,96596.38159973972,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,41.028154184240705,11.35092570093827,4.741577100334405,2.3093691576758246,0.31938084095516717
1.25x_2023_pgdp,1.25,96596.38159973972,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,29.157136028180528,14.030790573877246,4.722033737246797,0.9387175501755681,0.45513578190330567
1.25x_2023_pgdp,1.25,96596.38159973972,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,55.760214518837216,15.077696837681197,5.1644209825942555,3.4170604997616127,1.0872465226514223
1.25x_2023_pgdp,1.25,96596.38159973972,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,19.81219027290079,13.293105605898507,1.0925840224026169,1.165422957229458,1.2382618920562993
1.5x_2023_pgdp,1.5,115915.65791968767,grain,主粮,grain,主粮,1.0,697.3165268647414,113.37595125516663,21.15004187243192,4.6734029868192355,142.66393312341015
1.5x_2023_pgdp,1.5,115915.65791968767,oil,食用油,oil,食用油,1.0,232.93471547313078,9.456253047235316,0.0,25.881635052570086,0.0
1.5x_2023_pgdp,1.5,115915.65791968767,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,70.89651045905339,119.45356745397447,4.3562916065201485,0.5409773890449857,15.261256869900649
1.5x_2023_pgdp,1.5,115915.65791968767,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,53.15590307601304,63.94826836764918,0.8188882365764171,0.21549690436221502,13.648137276273621
1.5x_2023_pgdp,1.5,115915.65791968767,pork,猪肉,pork,猪肉,1.0,285.7410957485398,28.36259455464101,9.539156458980083,26.738544619868417,1.734392083450924
1.5x_2023_pgdp,1.5,115915.65791968767,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,9.964867980669124,2.9297575539640666,1.5813466731683856,0.33375155916116683,0.15892931388626994
1.5x_2023_pgdp,1.5,115915.65791968767,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,8.772526946253178,1.5940441056112677,0.8214786199054231,0.6096236074034983,0.0
1.5x_2023_pgdp,1.5,115915.65791968767,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,41.664147178835194,11.526880709675469,4.815078087134846,2.3451675657547955,0.3243316846256632
1.5x_2023_pgdp,1.5,115915.65791968767,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,29.609111863434755,14.24828718543663,4.795231774956263,0.9532689673105823,0.46219101445361566
1.5x_2023_pgdp,1.5,115915.65791968767,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,58.27381556867029,15.75738063960518,5.397226650858738,3.571097332899015,1.1362582422860503
1.5x_2023_pgdp,1.5,115915.65791968767,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,20.705299144507304,13.892342256884495,1.1418363498809174,1.217958773206312,1.2940811965317065
2x_2023_pgdp,2.0,154554.21055958356,grain,主粮,grain,主粮,1.0,644.0439905880538,104.71442633290363,19.5342528734697,4.316371394193295,131.76490913660885
2x_2023_pgdp,2.0,154554.21055958356,oil,食用油,oil,食用油,1.0,224.17746499234536,9.100742378178852,0.0,24.908607221371707,0.0
2x_2023_pgdp,2.0,154554.21055958356,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,74.11398302881685,124.87468866508863,4.553991728276698,0.5655283845572369,15.953853374877841
2x_2023_pgdp,2.0,154554.21055958356,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,55.568259607535914,66.85041119561836,0.8560515669269047,0.22527672813865915,14.267526115448414
2x_2023_pgdp,2.0,154554.21055958356,pork,猪肉,pork,猪肉,1.0,293.80142684033297,29.162661139861502,9.808241867203831,27.49279917322286,1.783316703127969
2x_2023_pgdp,2.0,154554.21055958356,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,10.184425406123053,2.9943093399988028,1.616188720748395,0.3411051571428773,0.16243102721089397
2x_2023_pgdp,2.0,154554.21055958356,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,8.965813343502088,1.629165917617905,0.8395783811066518,0.6230555354528311,0.0
2x_2023_pgdp,2.0,154554.21055958356,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,42.58213956027609,11.780854195028251,4.9211694222355,2.3968389932131453,0.33147773310394557
2x_2023_pgdp,2.0,154554.21055958356,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,30.26149385016295,14.562221826380322,4.900885833294682,0.9742724849320753,0.47237453814888497
2x_2023_pgdp,2.0,154554.21055958356,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,61.589297117467346,16.653894867447686,5.704301195420026,3.77427447516513,1.2009055148252687
2x_2023_pgdp,2.0,154554.21055958356,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,21.883324585368342,14.682745355991626,1.2068009881636952,1.2872543873746083,1.3677077865855214
2.5x_2023_pgdp,2.5,193192.76319947944,grain,主粮,grain,主粮,1.0,605.8741294078877,98.50842926578062,18.376537358171127,4.060557662016452,123.95574025426379
2.5x_2023_pgdp,2.5,193192.76319947944,oil,食用油,oil,食用油,1.0,217.9610057253827,8.848378054695216,0.0,24.217889525042523,0.0
2.5x_2023_pgdp,2.5,193192.76319947944,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,76.25603989907044,128.48384140313306,4.685612090183848,0.5818733968202162,16.41495477345452
2.5x_2023_pgdp,2.5,193192.76319947944,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,57.174304342900854,68.78253488846016,0.8807933371744185,0.23178772030905753,14.679888952906978
2.5x_2023_pgdp,2.5,193192.76319947944,pork,猪肉,pork,猪肉,1.0,298.3260202949142,29.61177123143126,9.959290510604115,27.91619309790547,1.8107800928371116
2.5x_2023_pgdp,2.5,193192.76319947944,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,10.338888960858968,3.0397229638599095,1.6407008797535363,0.3462785776364247,0.16489456077924988
2.5x_2023_pgdp,2.5,193192.76319947944,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,9.101794642879412,1.6538748971484112,0.8523119675441538,0.6325051969669774,0.0
2.5x_2023_pgdp,2.5,193192.76319947944,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,43.22796771281837,11.95953021691708,4.995807047050267,2.4331909970089383,0.3365051378842149
2.5x_2023_pgdp,2.5,193192.76319947944,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,30.72045915505928,14.783081861037095,4.97521582413643,0.9890489288945915,0.47953887461555944
2.5x_2023_pgdp,2.5,193192.76319947944,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,63.68865321712651,17.221565833173692,5.8987401656530825,3.902925823890761,1.241840034874333
2.5x_2023_pgdp,2.5,193192.76319947944,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,22.629247872355894,15.183226973179965,1.2479364635490382,1.3311322277856408,1.4143279920222434
3x_2023_pgdp,3.0,231831.31583937534,grain,主粮,grain,主粮,1.0,576.6366837019388,93.75474411495351,17.489747533033764,3.8646088198120396,117.97405354787382
3x_2023_pgdp,3.0,231831.31583937534,oil,食用油,oil,食用油,1.0,213.23137830282673,8.656373382330303,0.0,23.692375366980748,0.0
3x_2023_pgdp,3.0,231831.31583937534,vegfruit,蔬菜水果,vegetable,蔬菜,0.5715044829741485,77.80673242941693,131.09660405639653,4.780895607108752,0.5937059904252696,16.748758466733925
3x_2023_pgdp,3.0,231831.31583937534,vegfruit,蔬菜水果,fruit,水果,0.42849551702585165,58.33696328492878,70.18125115029336,0.8987045695245784,0.23650120250646806,14.978409492076311
3x_2023_pgdp,3.0,231831.31583937534,pork,猪肉,pork,猪肉,1.0,301.10171479319524,29.887286020286044,10.051954059863876,28.175931834466926,1.827628010884341
3x_2023_pgdp,3.0,231831.31583937534,meatother,非猪肉肉类及水产品,beef,牛肉,0.11070765005306793,10.455632968556483,3.0740467139683245,1.6592272414216427,0.35018866401863813,0.16675650667554198
3x_2023_pgdp,3.0,231831.31583937534,meatother,非猪肉肉类及水产品,mutton,羊肉,0.09746098444363856,9.204569707770062,1.6725500163468459,0.8619360495201143,0.6396472788544006,0.0
3x_2023_pgdp,3.0,231831.31583937534,meatother,非猪肉肉类及水产品,poultry,禽肉,0.46288017408578647,43.71608652466737,12.094574078301818,5.052218382790899,2.4606659480950497,0.3403048651620813
3x_2023_pgdp,3.0,231831.31583937534,meatother,非猪肉肉类及水产品,aquatic,水产品,0.3289511914175071,31.067346478605064,14.950008522993866,5.03139464921799,1.00021700857948,0.4849537011294448
3x_2023_pgdp,3.0,231831.31583937534,dairyegg,奶类蛋类,egg,蛋类,0.7378382978879777,65.14432985158179,17.615184315050193,6.0335625837467814,3.9921316343587727,1.2702237018414277
3x_2023_pgdp,3.0,231831.31583937534,dairyegg,奶类蛋类,milk,奶类,0.2621617021120224,23.14646508011791,15.530256901182053,1.2764594713300317,1.3615567694187005,1.4466540675073694
