scenario,pgdp_multiplier_vs_2023,pgdp_real_2023_yuan_per_person,energy_kcal_per_cap_day,carbohydrate_g_per_cap_day,fat_g_per_cap_day,protein_g_per_cap_day,food_kg_per_cap_year,carb_energy_share_pct,fat_energy_share_pct,protein_energy_share_pct
0.5x_2023_pgdp,0.5,38638.55263989589,1674.0814916057134,220.13328869518057,65.29210215728594,54.9989286025194,369.30787289797996,52.597986370194526,35.10157195824098,13.141278696001013
0.75x_2023_pgdp,0.75,57957.828959843835,1611.1061723505925,202.3155322279265,66.44957726089832,55.02383304772039,381.9115406849609,50.2302171514245,37.12022246650199,13.661131461607154
1x_2023_pgdp,1.0,77277.10527979178,1568.6010932494116,191.1073959403285,66.9173015754699,54.877522485801734,388.4551279489669,48.733204831431784,38.39444692287161,13.994003375866848
1.25x_2023_pgdp,1.25,96596.38159973972,1535.7877900252156,182.98842373184308,67.07386961434356,54.658167321490076,392.2260333063793,47.659819910103245,39.30652596991806,14.235864531933192
1.5x_2023_pgdp,1.5,115915.65791968767,1509.0345203038482,176.68351080481864,67.08092475840031,54.41657633041314,394.5453271298437,46.83352393270445,40.00758860731963,14.424209810510158
2x_2023_pgdp,2.0,154554.21055958356,1467.1716189199847,167.3045019299376,66.90538393476443,53.941462576846085,397.0061212141156,45.612796696024944,41.041446525262934,14.706244826778617
2.5x_2023_pgdp,2.5,193192.76319947944,1435.2985112312545,160.498470673638,66.64338315427705,53.51294564382002,398.0759575888165,44.728945071072694,41.788550862076065,14.913398216490743
3x_2023_pgdp,3.0,231831.31583937534,1409.8479031236052,155.23774235988427,66.3675305175165,53.13610014755843,398.51287927210285,44.04382685988906,42.3668236363849,15.075697181187309
