scenario,pgdp_multiplier_vs_2023,pgdp_real_2023_yuan_per_person,pgdp_index_2023_100,model_m_real_2023_yuan_per_person,m_support_flag,u,group,group_label_cn,xhat_2000kcal_units_per_day,kcal_per_cap_day,kg_per_cap_year,protein_g_per_cap_day,fat_g_per_cap_day,carb_g_per_cap_day
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,grain,主粮,0.4767736229178222,953.5472458356444,155.03623089135584,28.92167817596831,6.390656717685894,195.0861556681495
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,oil,食用油,0.13808946865818103,276.17893731636207,11.211802037645663,0.0,30.686548590706895,0.0
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,vegfruit,蔬菜水果,0.04572600821151779,91.45201642303557,135.2046866611979,3.815166658319353,0.5576763686643134,21.312139868109842
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,pork,猪肉,0.11139916731759841,222.79833463519682,22.114910759173185,7.4378806706742475,20.848604910223273,1.3523419401225905
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,meatother,非猪肉肉类及水产品,0.039987100864845374,79.97420172969075,26.92054547451341,10.67363530803842,3.768837238774921,0.8400313371406951
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,dairyegg,奶类蛋类,0.025065377832891894,50.13075566578379,18.81969707409396,4.150567789519071,3.0397783312306377,1.5426198816579424
0.5x_2023_pgdp,0.5,38638.55263989589,50.0,14425.046721331379,in_support,-0.894444176420591,all_food,覆盖食品合计,0.8370407458028567,1674.0814916057132,369.30787289797996,54.998928602519406,65.29210215728594,220.13328869518057
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,grain,主粮,0.4234677207315457,846.9354414630914,137.70233119143882,25.68807616066373,5.676146296966264,173.274455036935
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,oil,食用油,0.12900484738716853,258.00969477433705,10.474200711003562,0.0,28.66774386381523,0.0
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,vegfruit,蔬菜水果,0.05294140154561928,105.88280309123856,156.53948130064686,4.4171857094376135,0.645675617022775,24.67511595009078
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,pork,猪肉,0.12639037016486707,252.78074032973413,25.090957359187904,8.438810754558649,23.654242266565912,1.5343292281015726
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,meatother,非猪肉肉类及水产品,0.042114108556897234,84.22821711379447,28.352512435360588,11.241391007034675,3.9693105320016713,0.8847145744101841
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,dairyegg,奶类蛋类,0.03163463778919848,63.26927557839696,23.752057687323216,5.238369416025723,3.836458684526472,1.946917438388957
0.75x_2023_pgdp,0.75,57957.828959843835,75.0,19147.10827484516,in_support,-0.31354188344058853,all_food,覆盖食品合计,0.8055530861752964,1611.1061723505925,381.9115406849609,55.02383304772039,66.44957726089832,202.3155322279265
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,grain,主粮,0.3904081791576441,780.8163583152882,126.9520998987626,23.682643443572694,5.233017375215311,159.7471570410149
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,oil,食用油,0.12342406024024435,246.84812048048872,10.02108374767861,0.0,27.427568942276526,0.0
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,vegfruit,蔬菜水果,0.05715401294018545,114.30802588037089,168.99551728334268,4.768666522340865,0.6970528073134381,26.6385447898812
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,pork,猪肉,0.13453953284543912,269.0790656908782,26.708725335218055,8.982912663428406,25.179376405064474,1.6332568478960738
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,meatother,非猪肉肉类及水产品,0.04340961615891401,86.81923231782802,29.224687975931758,11.587196914030926,4.091413840018415,0.9119300253846466
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,dairyegg,奶类蛋类,0.03536514528227883,70.73029056455766,26.553013708033227,5.856102942428841,4.288872205581736,2.1765072361516715
1x_2023_pgdp,1.0,77277.10527979178,100.0,23407.93613216194,in_support,0.02652700040004552,all_food,覆盖食品合计,0.7843005466247059,1568.6010932494116,388.45512794896695,54.877522485801734,66.9173015754699,191.10739594032847
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,grain,主粮,0.3667909207859291,733.5818415718583,119.27229014014027,22.24999131436049,4.916452482336289,150.0834509933474
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,oil,食用油,0.1194751092663259,238.9502185326518,9.700459322035137,0.0,26.550024281405754,0.0
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,vegfruit,蔬菜水果,0.0599772520264435,119.954504052887,177.34339567809434,5.004224535201533,0.7314851529975942,27.954410063077958
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,pork,猪肉,0.13954607883883371,279.09215767766744,27.702622511666043,9.317188875430475,26.116362756888453,1.694034340987359
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,meatother,非猪肉肉类及水产品,0.044318331699206535,88.63666339841308,29.836463210863798,11.829757591500712,4.17706148372441,0.931019919722637
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,dairyegg,奶类蛋类,0.037786202395868995,75.572404791738,28.370802443579706,6.257005004996873,4.582483456991071,2.3255084147077216
1.25x_2023_pgdp,1.25,96596.38159973972,125.0,27355.659185520864,in_support,0.26608608226056374,all_food,覆盖食品合计,0.7678938950126077,1535.7877900252156,392.22603330637935,54.65816732149008,67.07386961434358,182.98842373184308
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,grain,主粮,0.34865826343237066,697.3165268647414,113.37595125516663,21.15004187243192,4.6734029868192355,142.66393312341015
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,oil,食用油,0.11646735773656539,232.93471547313078,9.456253047235316,0.0,25.881635052570086,0.0
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,vegfruit,蔬菜水果,0.062026206767533204,124.0524135350664,183.40183582162365,5.175179843096566,0.7564742934072007,28.90939414617427
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,pork,猪肉,0.1428705478742699,285.7410957485398,28.36259455464101,9.539156458980083,26.738544619868417,1.734392083450924
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,meatother,非猪肉肉类及水产品,0.045005326984596125,90.01065396919225,30.29896955468743,12.013135155164917,4.241811699630043,0.9454520129655488
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,dairyegg,奶类蛋类,0.03948955735658879,78.97911471317758,29.649722896489678,6.539063000739656,4.789056106105327,2.430339438817757
1.5x_2023_pgdp,1.5,115915.65791968767,150.0,31070.560551487637,in_support,0.4503123693620865,all_food,覆盖食品合计,0.7545172601519241,1509.0345203038478,394.54532712984366,54.416576330413136,67.08092475840031,176.68351080481864
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,grain,主粮,0.3220219952940269,644.0439905880538,104.71442633290363,19.5342528734697,4.316371394193295,131.76490913660885
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,oil,食用油,0.11208873249617268,224.17746499234536,9.100742378178852,0.0,24.908607221371707,0.0
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,vegfruit,蔬菜水果,0.06484112131817638,129.68224263635275,191.725099860707,5.410043295203603,0.790805112695896,30.221379490326257
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,pork,猪肉,0.14690071342016647,293.80142684033297,29.162661139861502,9.808241867203831,27.49279917322286,1.783316703127969
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,meatother,非猪肉肉类及水产品,0.04599693608003209,91.99387216006417,30.966551279025282,12.27782235738523,4.335272170740929,0.9662832984637245
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,dairyegg,奶类蛋类,0.04173631085141784,83.47262170283568,31.33664022343931,6.911102183583721,5.061528862539738,2.56861330141079
2x_2023_pgdp,2.0,154554.21055958356,200.0,37984.72785236153,in_support,0.7247995216070291,all_food,覆盖食品合计,0.7335858094599924,1467.1716189199847,397.0061212141155,53.94146257684609,66.90538393476442,167.3045019299376
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,grain,主粮,0.3029370647039439,605.8741294078877,98.50842926578062,18.376537358171127,4.060557662016452,123.95574025426379
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,oil,食用油,0.10898050286269136,217.9610057253827,8.848378054695216,0.0,24.217889525042523,0.0
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,vegfruit,蔬菜水果,0.06671517212098564,133.43034424197128,197.26637629159322,5.566405427358267,0.8136611171292738,31.0948437263615
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,pork,猪肉,0.1491630101474571,298.3260202949142,29.61177123143126,9.959290510604115,27.91619309790547,1.8107800928371116
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,meatother,非猪肉肉类及水产品,0.04669455523580801,93.38911047161602,31.4362099389625,12.464035718484386,4.401023700506932,0.9809385732790242
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,dairyegg,奶类蛋类,0.0431589505447412,86.31790108948239,32.404792806353655,7.146676629202121,5.234058051676402,2.6561680268965766
2.5x_2023_pgdp,2.5,193192.76319947944,250.0,44390.81102738783,in_support,0.9269129495365624,all_food,覆盖食品合计,0.7176492556156271,1435.2985112312542,398.0759575888165,53.51294564382002,66.64338315427706,160.498470673638
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,grain,主粮,0.2883183418509694,576.6366837019388,93.75474411495351,17.489747533033764,3.8646088198120396,117.97405354787382
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,oil,食用油,0.10661568915141337,213.23137830282673,8.656373382330303,0.0,23.692375366980748,0.0
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,vegfruit,蔬菜水果,0.06807184785717284,136.14369571434568,201.27785520668988,5.67960017663333,0.8302071929317376,31.727167958810234
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,pork,猪肉,0.15055085739659763,301.10171479319524,29.887286020286044,10.051954059863876,28.175931834466926,1.827628010884341
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,meatother,非猪肉肉类及水产品,0.047221817839799486,94.44363567959897,31.791179331610856,12.604776322950647,4.450718899547568,0.992015072967068
3x_2023_pgdp,3.0,231831.31583937534,300.0,50419.08778736808,extrapolation,1.0864316684292334,dairyegg,奶类蛋类,0.04414539746584985,88.2907949316997,33.14544121623224,7.310022055076813,5.353688403777474,2.7168777693487973
