"term","estimate","std_error_cluster","t_stat","p_value","analysis","outcome","model"
"household_size_reconstructed",-0.00675809825944433,0.00308707782848675,-2.18915707180505,0.0285854255777341,"A1b_component","production_participation","pooled_participation"
"child_share",0.0423125324217939,0.0221146117371377,1.91332920173937,0.055705921611734,"A1b_component","production_participation","pooled_participation"
"elderly_share",0.0418509711625102,0.0130490609592169,3.20720175139882,0.00134032960839417,"A1b_component","production_participation","pooled_participation"
"female_share",0.00922629580552783,0.0162731686880758,0.566963692343975,0.570738849522185,"A1b_component","production_participation","pooled_participation"
"household_size_reconstructed",0.0347394630716339,0.00818150723461955,4.24609574683696,2.17527704199655e-05,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"child_share",-0.0661111914225739,0.0501146841471129,-1.31919800648654,0.187102924589654,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"elderly_share",0.0359893097255692,0.0306673528560622,1.17353818878616,0.240580051909248,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
"female_share",-0.0146649246880845,0.0385218840217283,-0.380690743988866,0.70343273785763,"A1b_component","ihs_selfprod_amount","villageFE_ihs"
