province,crop,year,gp_year_mean,gp_grow_mean,gp_pre_mean,gp_cv,gp_yoy,gp_pre_yoy
四川,rice_late_indica,2023,136.59305555555557,136.57592592592593,135.85,0.005578624315538622,0.017988918366978135,0.018627558388941257
四川,rice_late_indica,2024,136.54259259259257,136.91296296296295,137.90972222222223,0.0129364624246832,-0.00036944017950069075,0.015161738845949513
四川,rice_late_indica,2025,131.55416666666665,131.2611111111111,131.80555555555554,0.004541413132173818,-0.03653384508971558,-0.044262047434412755
四川,rice_late_indica,2026,131.76666666666665,131.20555555555555,131.76666666666665,0.005226509818643297,0.0016153042156272779,-0.0002950474183350815
四川,wheat,2020,121.05304761904763,119.57661111111112,,0.0161777488641909,,
四川,wheat,2021,129.89480555555556,129.92879629629633,126.86005555555556,0.021603350774411063,0.07304035801174402,
四川,wheat,2022,142.55833333333337,144.03055555555554,134.96875,0.04738507559360996,0.09749064039640642,0.06391842104225964
四川,wheat,2023,143.74930555555557,141.42638888888888,148.32083333333333,0.028302003095630787,0.00835427992439719,0.09892722080728555
四川,wheat,2024,130.90625,129.22083333333333,137.31041666666664,0.03865162465312143,-0.08934342677983953,-0.07423378374582146
四川,wheat,2025,125.76458333333333,125.73750000000001,124.26666666666667,0.011421763170135067,-0.039277472746080955,-0.09499461378567398
四川,wheat,2026,129.52916666666667,129.08333333333334,129.52916666666667,0.0028625113526636902,0.029933572978614098,0.042348444206008695
宁夏回族自治,rice_japonica,2023,156.975,152.975,,0.02791387456627698,,
宁夏回族自治,rice_japonica,2024,160.97499999999997,160.975,160.975,1.8441066833602794e-16,0.025481764612199198,
宁夏回族自治,rice_japonica,2025,160.2798611111111,160.72222222222223,160.975,0.006524257357319776,-0.004318303394246659,0.0
宁夏回族自治,rice_japonica,2026,157.075,153.825,157.075,0.0146305716304713,-0.019995407338726068,-0.024227364497592885
宁夏回族自治,wheat,2023,153.16666666666666,149.2777777777778,,0.02905352259549605,,
宁夏回族自治,wheat,2024,150.70138888888889,150.66666666666666,157.22916666666666,0.039691082037968485,-0.016095393543706926,
宁夏回族自治,wheat,2025,143.9027777777778,144.61111111111111,142.66666666666666,0.008799167673566664,-0.04511312842726123,-0.09261958394063863
宁夏回族自治,wheat,2026,144.0,144.0,144.0,0.0,0.0006756104623104608,0.009345794392523477
宁夏自治,rice_japonica,2020,152.29642857142858,150.38541666666669,,0.0156744076318677,,
宁夏自治,rice_japonica,2021,154.15138888888887,154.60833333333332,154.9,0.0071103991846816796,0.012179933139996768,
宁夏自治,rice_japonica,2022,152.22152777777777,152.1,152.1,0.0019087955070787878,-0.012519258665273147,-0.018076178179470714
宁夏自治,rice_japonica,2023,152.975,152.975,152.975,0.0,0.004949840099635505,0.005752794214332724
宁夏自治,wheat,2020,132.6284761904762,132.438,,0.0018395372188906565,,
宁夏自治,wheat,2021,132.93800000000002,132.938,132.938,2.2330339959524053e-16,0.0023337658579392073,
宁夏自治,wheat,2022,141.06622222222222,137.469,133.35466666666667,0.07207090971432717,0.061142955529812415,0.0031342931792766038
宁夏自治,wheat,2023,154.25,148.0,157.375,0.044385944692476996,0.09345807642746196,0.1801236802111661
安徽,rice_early_indica,2020,115.83928571428571,115.625,,0.004212301840998756,,
安徽,rice_early_indica,2021,118.1472222222222,117.89444444444443,116.125,0.01922319256970747,0.019923607899559714,
安徽,rice_early_indica,2022,122.82777777777777,121.80833333333334,120.675,0.023627981816095604,0.039616297933369626,0.03918191603875143
安徽,rice_early_indica,2023,129.8375,129.48611111111111,128.325,0.013620850078384462,0.05706951920032588,0.06339341205717841
安徽,rice_early_indica,2024,131.11527777777778,130.90833333333333,132.28333333333333,0.009256377603747062,0.009841361530973591,0.03084615884148323
安徽,rice_early_indica,2025,129.61805555555557,129.88333333333333,130.72500000000002,0.01092747852772333,-0.011419128629386655,-0.011780269623283157
安徽,rice_early_indica,2026,127.45,127.575,127.45,0.001961553550411926,-0.016726493436914125,-0.025052591317651696
安徽,rice_japonica,2020,129.70044444444446,127.523,,0.026648728491238796,,
安徽,rice_japonica,2021,137.01527777777778,138.06944444444443,138.61527777777778,0.01910300764607544,0.0563979049159431,
安徽,rice_japonica,2022,131.95277777777778,131.67685185185186,132.62083333333334,0.005160165580576589,-0.036948434379783235,-0.043245193030269635
安徽,rice_japonica,2023,131.1810185185185,130.33703703703702,131.75555555555556,0.007823371167215655,-0.005848753412065366,-0.0065244483542262754
安徽,rice_japonica,2024,132.80416666666665,132.74907407407406,132.93333333333334,0.0033488071455794527,0.012373346132535268,0.008939112835216756
安徽,rice_japonica,2025,135.5536111111111,136.48333333333335,135.32194444444445,0.010854179272651325,0.020702998358067104,0.017968488799732674
安徽,rice_japonica,2026,134.90138888888887,134.67222222222222,134.90138888888887,0.0019777175418565604,-0.004811544427891445,-0.003107814902321593
安徽,rice_late_indica,2020,128.90340476190477,126.30908333333333,,0.03015717958955225,,
安徽,rice_late_indica,2021,133.59479166666668,134.92083333333332,138.36562500000002,0.040510681874399025,0.03639459262869971,
安徽,rice_late_indica,2022,128.45798611111113,128.31875,128.07916666666668,0.008998840946249264,-0.03845064236016349,-0.07434258569159313
安徽,rice_late_indica,2023,134.69618055555557,134.74375,130.55,0.027355515566688516,0.04856213796663944,0.019291453853411022
安徽,rice_late_indica,2024,132.85763888888889,135.02430555555554,136.15729166666665,0.036598679110324564,-0.013649545659599305,0.04295129579982104
安徽,rice_late_indica,2025,125.72916666666667,126.61527777777776,126.66979166666667,0.016605472329885337,-0.0536549669393408,-0.06968044005477725
安徽,rice_late_indica,2026,126.57447916666666,127.0,126.57447916666666,0.003160262579584907,0.006723280861640424,-0.0007524485415656423
安徽,wheat,2020,116.87396825396824,115.25766666666667,,0.021393069501845424,,
安徽,wheat,2021,127.01301851851854,125.08155555555555,123.51394444444443,0.03943409224156572,0.08675199803704814,
安徽,wheat,2022,151.41127777777777,152.25203703703707,146.78977777777777,0.0392925706221427,0.1920925866012857,0.18844700845743478
安徽,wheat,2023,146.07014814814818,140.8351851851852,152.241,0.04997101680933718,-0.035275639358044564,0.03713625229731421
安徽,wheat,2024,126.38757407407407,124.13755555555555,134.83061111111112,0.052540342623581024,-0.13474740953991182,-0.11436071024815186
安徽,wheat,2025,119.63416666666666,119.46725925925927,118.49038888888889,0.010231006454535594,-0.05343410898487,-0.1211907450953893
安徽,wheat,2026,123.02494444444446,124.4028888888889,123.02494444444446,0.008443167962651545,0.028342887924529325,0.03826939550183872
山东,corn,2020,115.5552380952381,112.24163333333334,,0.049168782298614856,,
山东,corn,2021,134.3152777777778,135.14666666666668,135.92749999999998,0.029914432621889715,0.16234694326083332,
山东,corn,2022,136.4672222222222,136.57444444444442,135.11166666666668,0.017940747921034932,0.016021590991344814,-0.006001974091580431
山东,corn,2023,136.97361111111107,138.89944444444444,137.95166666666668,0.03099721280913335,0.0037106997610332204,0.02101965041262166
山东,corn,2024,113.78916666666667,114.62944444444445,117.32583333333334,0.040663027960307116,-0.16926212469960733,-0.149514926725544
山东,corn,2025,112.49583333333332,115.75999999999999,109.1925,0.03557929524974663,-0.011366049785055843,-0.06932261295111197
山东,corn,2026,113.94624999999999,117.38333333333334,113.94624999999999,0.029041757880145205,0.012893070113707994,0.043535499233005925
山东,wheat,2020,121.03476190476191,118.9351111111111,,0.0253402308011293,,
山东,wheat,2021,128.12975925925926,126.22525925925925,127.13680555555555,0.02543335692533132,0.058619501065984236,
山东,wheat,2022,145.29907407407407,146.20740740740743,142.99583333333334,0.02930724694567416,0.1339994308431831,0.12473986355467925
山东,wheat,2023,140.85791666666665,136.6061111111111,144.73194444444445,0.04004560342365591,-0.030565627728249,0.012140990899113246
山东,wheat,2024,125.74907407407404,123.9550925925926,133.98680555555555,0.050727092688010136,-0.10726299912802872,-0.07424165363171387
山东,wheat,2025,120.09281481481482,119.74470370370369,119.54097222222221,0.008815524449818698,-0.04498052411843079,-0.1078153425140328
山东,wheat,2026,123.10838888888888,124.33888888888889,123.10838888888888,0.008370653613586455,0.025110362170494005,0.029842627179198278
山西,corn,2020,109.40361904761905,107.61041666666667,,0.03132593948557991,,
山西,corn,2021,134.57638888888889,136.2486111111111,132.28125,0.03954109498371977,0.23009083301269162,
山西,corn,2022,134.73680555555555,136.85972222222225,129.97916666666666,0.027895146398008788,0.001192011971721918,-0.017402945113788593
山西,corn,2023,135.7576388888889,135.69583333333333,133.77708333333334,0.01791688223034448,0.007576499451090513,0.029219426190094655
山西,corn,2024,131.11547222222222,131.77888888888887,133.52041666666668,0.023907628578246097,-0.034194515348532684,-0.0019186146107486035
山西,corn,2025,122.10374999999999,122.06416666666667,127.68208333333334,0.0392040054770954,-0.0687311883905557,-0.04372614675034092
山西,corn,2026,117.88958333333333,118.63333333333334,117.88958333333333,0.0054410716441325255,-0.03451299953250131,-0.07669439395373279
山西,wheat,2020,116.07142857142857,115.5,,0.015102136020517267,,
山西,wheat,2021,127.31666666666666,124.02777777777779,126.83333333333334,0.038730109068049065,0.09688205128205118,
山西,wheat,2022,150.33055555555555,152.11111111111111,146.11875,0.03126204405892414,0.18076100711262377,0.15205321944809458
山西,wheat,2023,139.82083333333333,136.4027777777778,148.98541666666668,0.05158396064244679,-0.06991075223119425,0.019618746168213796
山西,wheat,2024,123.03924999999998,121.42083333333333,132.39791666666667,0.06332944084442298,-0.1200220520308729,-0.11133640037475712
山西,wheat,2025,116.83300000000001,116.55694444444445,115.0,0.015208154261991841,-0.050441220992487934,-0.13140627212789735
山西,wheat,2026,121.999,123.59166666666667,121.999,0.013620072887380614,0.044216959249526955,0.0608608695652173
广东,rice_early_indica,2020,137.35,137.35,,0.0,,
广东,rice_early_indica,2021,137.34999999999997,137.35,137.35,2.1613037739637492e-16,-2.220446049250313e-16,
广东,rice_early_indica,2022,139.72847222222222,139.53333333333333,138.58749999999998,0.009722929982230285,0.01731687092990364,0.009009828904259054
广东,rice_early_indica,2023,142.43611111111113,142.66527777777776,142.5125,0.003587794559777697,0.01937786083127513,0.0283214575629116
广东,rice_early_indica,2024,143.2138888888889,143.40833333333333,142.67916666666667,0.004860977547272702,0.005460537862979509,0.0011694880566033294
广东,rice_early_indica,2025,143.31111111111113,143.35972222222222,143.7,0.0037157484712127594,0.0006788602905523078,0.0071547469555819365
广东,rice_early_indica,2026,142.825,142.825,142.825,0.0,-0.003391998759497805,-0.006089074460681965
广东,rice_late_indica,2020,155.78571428571428,154.0,,0.02011683720172426,,
广东,rice_late_indica,2021,162.5972222222222,162.94444444444443,161.79166666666666,0.004110774550445363,0.04372357226552537,
广东,rice_late_indica,2022,165.67361111111111,166.0,165.75,0.003162802681367074,0.018920304091569307,0.024465619366469182
广东,rice_late_indica,2023,162.35416666666666,162.31944444444446,163.60416666666669,0.008414523962918006,-0.020036048120048666,-0.012946204122674554
广东,rice_late_indica,2024,160.4097222222222,160.44444444444443,161.0,0.003909369317351108,-0.011976560160828154,-0.015917483764166684
广东,rice_late_indica,2025,159.75,159.75,159.75,0.0,-0.004112732152906862,-0.00776397515527949
广东,rice_late_indica,2026,159.75,159.75,159.75,0.0,0.0,0.0
广西壮族自治,rice_early_indica,2023,138.91481481481483,138.0074074074074,,0.008411663842237198,,
广西壮族自治,rice_early_indica,2024,139.78055555555554,139.3037037037037,140.6277777777778,0.007716353803942977,0.006232169994933923,
广西壮族自治,rice_early_indica,2025,142.18148148148148,141.9648148148148,140.54444444444445,0.012665941510036713,0.017176394215801416,-0.0005925808872911942
广西壮族自治,rice_early_indica,2026,142.1,140.9777777777778,142.1,0.005316302711047589,-0.0005730808304462709,0.011068068622025473
广西壮族自治,rice_late_indica,2023,156.2814814814815,155.2722222222222,,0.007905555581069366,,
广西壮族自治,rice_late_indica,2024,157.99444444444444,157.49444444444444,158.24444444444444,0.005106617493318284,0.010960754573893006,
广西壮族自治,rice_late_indica,2025,158.79074074074074,158.90185185185186,159.32777777777778,0.006489627887482643,0.00504002719270491,0.006845948602724361
广西壮族自治,rice_late_indica,2026,155.3361111111111,155.30555555555554,155.3361111111111,0.0014756296338192501,-0.02175586317888678,-0.025053174796889732
广西自治,rice_early_indica,2020,127.67593650793651,126.43983333333334,,0.012863514390811627,,
广西自治,rice_early_indica,2021,134.75609259259258,135.1232222222222,131.41188888888888,0.024903802213302847,0.055454115147343774,
广西自治,rice_early_indica,2022,137.43518518518516,136.86481481481482,137.14444444444445,0.007150564618952601,0.019881049836405262,0.04362280767764126
广西自治,rice_early_indica,2023,137.5277777777778,137.17592592592592,137.72222222222223,0.0030976028297605746,0.0006737182510276885,0.004212914202381901
广西自治,rice_late_indica,2020,148.07434920634918,146.378,,0.018079019206076918,,
广西自治,rice_late_indica,2021,156.2087037037037,156.39177777777778,155.77533333333335,0.004440748505669972,0.05493425796536089,
广西自治,rice_late_indica,2022,154.7805555555555,153.93425925925925,153.99444444444444,0.010114744256934557,-0.009142564494082794,-0.011432419053651444
广西自治,rice_late_indica,2023,156.93888888888887,156.7722222222222,157.07777777777775,0.0016603829373866017,0.013944473358339149,0.020022367329268542
新疆维吾尔自治,wheat,2023,124.45694444444446,124.06388888888891,,0.005860284888177748,,
新疆维吾尔自治,wheat,2024,121.33755555555557,122.27038888888889,125.10225,0.03605283184894982,-0.02506400026783029,
新疆维吾尔自治,wheat,2025,114.79963888888886,115.35033333333335,115.55349999999999,0.011199452165496771,-0.05388205355491327,-0.0763275640526051
新疆维吾尔自治,wheat,2026,114.057,114.057,114.057,7.193456600854432e-17,-0.0064690002170445515,-0.012950711142457716
新疆自治,wheat,2020,119.02142857142857,118.85,,0.0018920821905340627,,
新疆自治,wheat,2021,118.83333333333333,118.79166666666667,119.25,0.0031503631520096486,-0.0015803476764888469,
新疆自治,wheat,2022,119.22916666666667,119.08333333333333,118.5,0.007557925326879736,0.00333099579242635,-0.0062893081761006275
新疆自治,wheat,2023,120.52777777777777,120.80555555555556,120.25,0.0056452863396708585,0.010891723455064284,0.014767932489451407
江苏,rice_japonica,2020,138.13180952380952,138.72691666666665,,0.01107120477518078,,
江苏,rice_japonica,2021,143.11061111111113,144.6194722222222,146.559375,0.030947428433472573,0.03604384540002292,
江苏,rice_japonica,2022,137.5972222222222,137.3513888888889,138.33125,0.005985829951743514,-0.03852536751875324,-0.05614192200260115
江苏,rice_japonica,2023,137.10737500000002,137.73402777777778,136.75158333333334,0.01278483865648143,-0.0035600080750981533,-0.011419449088088673
江苏,rice_japonica,2024,135.7667361111111,136.9715277777778,135.82604166666664,0.014146902803664714,-0.009778021706629003,-0.006768050826955974
江苏,rice_japonica,2025,140.25416666666666,143.68125,137.12187500000002,0.03097449592657183,0.03305250375823321,0.009540389438083663
江苏,rice_japonica,2026,141.0,141.375,141.0,0.003488750210695407,0.005317726746085993,0.02828232183960422
江苏,rice_late_indica,2020,139.42919047619048,139.38125,,0.012109656890986916,,
江苏,rice_late_indica,2021,142.15069444444444,144.6472222222222,150.10833333333335,0.06477258578918384,0.019518896717102274,
江苏,rice_late_indica,2022,129.06805555555556,127.19027777777778,129.93125,0.02458862871586604,-0.0920335911127178,-0.13441681008160777
江苏,rice_late_indica,2023,140.30416666666662,143.0222222222222,136.41666666666669,0.02787267341591798,0.08705570919734384,0.04991421745474378
江苏,rice_late_indica,2024,137.72055555555553,140.0736111111111,139.72708333333333,0.027708543679938396,-0.018414357695086814,0.024266951740989473
江苏,rice_late_indica,2025,133.81961111111107,135.61027777777778,134.37633333333335,0.018324265512158662,-0.02832507049298716,-0.038294293936095514
江苏,rice_late_indica,2026,130.62708333333333,130.45833333333334,130.62708333333333,0.002714780724074277,-0.02385695004842725,-0.027901118500529787
江苏,wheat,2020,113.65892857142856,112.75520833333334,,0.011993623894923823,,
江苏,wheat,2021,120.61666666666666,119.16458333333334,117.52916666666665,0.03293919440303416,0.06121593950153703,
江苏,wheat,2022,144.59444444444446,146.50069444444446,137.64791666666667,0.04722162660604599,0.1987932384505553,0.1711809125394408
江苏,wheat,2023,140.63525,136.97952777777775,148.16875,0.04641050502914519,-0.027381373189380276,0.07643292821358827
江苏,wheat,2024,125.2111111111111,124.22083333333335,130.99270833333333,0.03668320821372113,-0.10967477135987536,-0.11592216082451035
江苏,wheat,2025,119.39081944444446,119.0128888888889,119.265625,0.006226343340074443,-0.046483827313869686,-0.08952470318799544
江苏,wheat,2026,122.13854166666667,123.4375,122.13854166666667,0.011709904954495084,0.023014518494872904,0.024088388139219985
江西,rice_early_indica,2020,119.78154761904761,117.93229166666667,,0.025320611815094308,,
江西,rice_early_indica,2021,123.42222222222223,123.41111111111111,122.121875,0.018912007644242255,0.030394285894129514,
江西,rice_early_indica,2022,127.01979166666668,127.09791666666666,124.06145833333333,0.02458683838431504,0.02914847407274035,0.015882357958664883
江西,rice_early_indica,2023,130.99131944444443,130.14583333333331,129.8625,0.0153606134611986,0.031266999620028324,0.04675941863491717
江西,rice_early_indica,2024,132.17673611111113,132.21666666666667,133.07916666666665,0.009117987997482075,0.009049581847822008,0.024769788558410832
江西,rice_early_indica,2025,128.9576388888889,128.9173611111111,130.32395833333334,0.010126263414620905,-0.02435449169751147,-0.020703528601396237
江西,rice_early_indica,2026,127.525,127.525,127.525,0.0,-0.011109375925557052,-0.021476928487503044
江西,rice_late_indica,2020,127.04761904761905,124.68958333333333,,0.02686828104523374,,
江西,rice_late_indica,2021,129.91666666666666,129.75555555555556,132.54583333333332,0.01705727525101071,0.02258245877061449,
江西,rice_late_indica,2022,129.4704861111111,128.20138888888889,128.14999999999998,0.018970150671041394,-0.0034343596322430336,-0.03316462858759561
江西,rice_late_indica,2023,136.56840277777778,135.03402777777777,135.24583333333334,0.020105780585663043,0.054822661749916346,0.0553713096631554
江西,rice_late_indica,2024,139.13576388888887,141.94305555555556,141.853125,0.037795824843425314,0.0187990857247462,0.04885393881512057
江西,rice_late_indica,2025,130.03402777777777,130.78888888888886,129.80208333333331,0.007282154673670429,-0.06541622266421432,-0.08495436153885716
江西,rice_late_indica,2026,128.325,128.325,128.325,0.0,-0.013142927332055132,-0.011379504052644207
河北,corn,2020,115.70409523809526,112.06744444444445,,0.056674275868782695,,
河北,corn,2021,135.55077777777777,136.2305925925926,137.12022222222222,0.025584504987831786,0.1715296463694056,
河北,corn,2022,136.94483333333332,137.59825925925927,133.27311111111112,0.025508618062663843,0.010284378875648814,-0.028056482470370625
河北,corn,2023,136.89896296296297,138.67318518518516,137.33694444444444,0.032436435490840326,-0.0003349551001949891,0.03049252245597578
河北,corn,2024,112.95614814814819,114.95285185185185,118.32455555555555,0.06238077847600877,-0.17489405541583491,-0.1384360848116858
河北,corn,2025,112.27499999999999,116.1962962962963,105.43194444444444,0.054416954004217366,-0.006030199854680229,-0.10895972565101075
河北,corn,2026,113.221,115.25311111111112,113.221,0.01730423513941891,0.008425740369628176,0.07387756715100591
河北,wheat,2020,119.66431746031745,118.00699999999999,,0.02277433728522955,,
河北,wheat,2021,126.85655555555554,124.69129629629633,123.92294444444445,0.03781414900004551,0.060103448111197944,
河北,wheat,2022,153.2517037037037,154.9051851851852,147.58055555555555,0.05000830445596345,0.2080708248190506,0.19090581826609987
河北,wheat,2023,145.9442777777778,140.8990740740741,152.98822222222225,0.05059392913533343,-0.04768251020591607,0.03664213518041026
河北,wheat,2024,126.78314814814816,125.02366666666667,136.82227777777777,0.06314495533956499,-0.13129072219470894,-0.10566790181379271
河北,wheat,2025,119.89399999999999,119.95140740740742,118.75422222222223,0.009436661568323339,-0.05433804294004507,-0.1320549244539042
河北,wheat,2026,123.69727777777778,125.7611111111111,123.69727777777778,0.014739030395795666,0.0317220025837639,0.04162425102078249
河南,corn,2020,112.62152380952382,110.4545,,0.04178789186203038,,
河南,corn,2021,134.19993333333332,136.26026666666667,135.7045,0.033988141306603395,0.19160111490149023,
河南,corn,2022,133.39058888888889,134.0948888888889,131.38933333333335,0.01629824660501472,-0.006030885592425261,-0.03179825773402234
河南,corn,2023,133.54873333333333,135.67284444444445,136.583,0.04364343839816054,0.0011855742280002524,0.03952883034645116
河南,corn,2024,105.81363333333333,106.00973333333332,110.2742,0.04771581823270255,-0.20767774660036709,-0.1926213364767212
河南,corn,2025,107.28392222222222,112.27253333333333,102.96593333333334,0.056558984106769294,0.013895079892561668,-0.0662735859037441
河南,corn,2026,107.96336666666667,111.45,107.96336666666667,0.028783886527472935,0.006333143218208326,0.048534822844319425
河南,wheat,2020,116.87827210884355,114.72895238095239,,0.02743680911969293,,
河南,wheat,2021,126.25379365079364,124.38807936507936,125.31328571428573,0.027673123613259566,0.08021612035142933,
河南,wheat,2022,147.21665873015874,149.22903174603175,142.02383333333333,0.03647180221024843,0.16603750646373805,0.13335016733299643
河南,wheat,2023,141.16092063492064,136.62263492063494,148.2248095238095,0.04648744357155469,-0.04113486984063386,0.04366151824618303
河南,wheat,2024,124.51088888888889,122.87120634920636,130.69011904761905,0.039108142062863234,-0.11795071660869316,-0.11829794575228547
河南,wheat,2025,120.46804761904764,120.14046031746032,119.0637380952381,0.014758256728661484,-0.032469780803259685,-0.08896143822582869
河南,wheat,2026,124.29766666666666,125.18095238095238,124.29766666666666,0.007214998494240108,0.031789500397062076,0.043959047944908125
浙江,rice_early_indica,2020,118.5031746031746,116.0875,,0.02785937357610473,,
浙江,rice_early_indica,2021,124.59537037037036,125.04814814814817,125.48472222222222,0.011540311027422565,0.05140955748735321,
浙江,rice_early_indica,2022,123.79259259259258,123.73055555555555,123.29305555555555,0.007472419690940344,-0.00644307870662808,-0.01746560559607735
浙江,rice_early_indica,2023,129.78955555555555,130.2432962962963,126.05277777777778,0.024863725154135187,0.04844363331737678,0.022383436032037407
浙江,rice_early_indica,2024,131.78644444444444,131.80403703703703,131.98366666666666,0.004077257109527652,0.015385590006386396,0.047050838493576386
浙江,rice_early_indica,2025,127.95909259259257,127.70462962962962,131.23144444444443,0.02411118006635927,-0.029042075366600528,-0.005699358422296408
浙江,rice_early_indica,2026,124.6625,125.13888888888889,124.6625,0.00389941731564114,-0.025762863160405103,-0.05005617725426581
浙江,rice_japonica,2020,126.48761904761906,124.01666666666668,,0.027933796329083094,,
浙江,rice_japonica,2021,137.03963888888887,136.49033333333335,141.02091666666666,0.025703378146592137,0.08342334151532471,
浙江,rice_japonica,2022,134.37986111111107,134.68194444444444,133.23333333333332,0.010305316140406157,-0.019408820683877726,-0.05522289542154213
浙江,rice_japonica,2023,136.54097222222222,137.21666666666667,135.21875,0.012247958146551394,0.016082105556905146,0.014901801351013377
