province,crop,year,gp_year_mean,gp_grow_mean,gp_pre_mean,gp_cv,gp_yoy,gp_pre_yoy
浙江,rice_japonica,2024,135.7826388888889,136.44861111111112,137.28958333333333,0.015407699544193677,-0.005553888484836067,0.01531469070179492
浙江,rice_japonica,2025,133.25000000000003,134.48472222222222,132.92916666666665,0.014393973008161118,-0.018652155456790998,-0.03176072474544389
浙江,rice_japonica,2026,133.67291666666665,132.95833333333334,133.67291666666665,0.005043703032717683,0.003173858661663198,0.005595085101714581
湖北,rice_early_indica,2020,106.80595238095236,105.21666666666667,,0.028712991717221473,,
湖北,rice_early_indica,2021,110.3,110.425,110.05,0.003925772455958471,0.032713978398742904,
湖北,rice_early_indica,2022,115.87744444444445,115.35988888888888,110.485,0.052855821214764016,0.05056613276921529,0.003952748750567947
湖北,rice_early_indica,2023,125.09027777777781,124.69305555555555,122.325,0.02535974456119878,0.07950497508382925,0.10716386839842507
湖北,rice_early_indica,2024,128.33472222222227,128.84166666666667,128.65,0.007149690307378003,0.025936823405318554,0.05170651951767824
湖北,rice_early_indica,2025,126.60972222222222,126.71944444444443,127.325,0.006558278766235158,-0.013441412971721522,-0.010299261562378592
湖北,rice_early_indica,2026,125.675,125.675,125.675,0.0,-0.007382704944108642,-0.012958963282937441
湖北,rice_late_indica,2020,126.43690476190476,122.94166666666666,,0.040943399795094475,,
湖北,rice_late_indica,2021,131.73784722222226,132.14930555555557,134.19583333333333,0.01846513490748968,0.041925594985892545,
湖北,rice_late_indica,2022,128.9129305555556,127.99919444444446,128.08520833333336,0.012629953030413804,-0.0214434706975396,-0.04553513211413651
湖北,rice_late_indica,2023,134.4298611111111,133.76944444444442,133.0125,0.013990207331337776,0.04279578884585189,0.03846885780787179
湖北,rice_late_indica,2024,136.04895833333333,137.0354166666667,137.58020833333333,0.016553125655073973,0.012044178345791634,0.034340444193841524
湖北,rice_late_indica,2025,132.16319444444446,133.2736111111111,133.21562500000002,0.015007408893393675,-0.028561511506529635,-0.03172391862322721
湖北,rice_late_indica,2026,129.6583333333333,129.95,129.6583333333333,0.001590638044959777,-0.01895278879752027,-0.02670326147301949
湖北,wheat,2020,105.02619047619048,104.59583333333333,,0.009027646912766002,,
湖北,wheat,2021,106.96388888888889,106.81944444444444,105.73333333333333,0.013865273970782774,0.01844966863896369,
湖北,wheat,2022,134.40277777777777,139.12916666666666,115.55833333333332,0.11454200658205585,0.25652478770093734,0.09292244640605296
湖北,wheat,2023,138.61249999999998,135.0013888888889,146.62916666666666,0.04813756762736605,0.031321690606592956,0.2688757481791304
湖北,wheat,2024,122.19166666666668,121.03333333333332,128.93333333333334,0.04295815138154241,-0.11846574683620381,-0.12068426586343095
湖北,wheat,2025,116.40416666666664,116.31111111111112,115.99583333333334,0.004121848207176066,-0.04736411375571192,-0.10034255429162353
湖北,wheat,2026,120.25520833333334,121.65,120.25520833333334,0.0102553953812531,0.033083366145255644,0.03672006896799451
湖南,rice_early_indica,2020,118.67609523809524,117.24066666666667,,0.023920740942028885,,
湖南,rice_early_indica,2021,122.71777777777777,122.94444444444444,121.78,0.007498766827927253,0.03405641659825309,
湖南,rice_early_indica,2022,124.98722222222221,124.835,122.64,0.01880723905236529,0.018493200296977763,0.007061914928559787
湖南,rice_early_indica,2023,128.20055555555555,127.97999999999998,127.61749999999999,0.00545051554877861,0.02570929472790562,0.040586268754077004
湖南,rice_early_indica,2024,129.39138888888888,129.39277777777778,129.34,0.0024415044212094806,0.009288831301649703,0.013497365173271714
湖南,rice_early_indica,2025,128.60694444444445,129.0822222222222,129.29333333333332,0.008221234607005287,-0.006062570710312465,-0.0003608061440133481
湖南,rice_early_indica,2026,126.64,126.64,126.64,0.0,-0.01529423199455715,-0.020521810869340906
湖南,rice_late_indica,2020,125.42666666666666,123.72666666666666,,0.022373781037234374,,
湖南,rice_late_indica,2021,131.4311111111111,131.7188888888889,131.71833333333333,0.005127793607083078,0.04787215194358807,
湖南,rice_late_indica,2022,130.38305555555556,130.08444444444444,129.96333333333334,0.005289986994124587,-0.007974181658325419,-0.013323885563892635
湖南,rice_late_indica,2023,132.88305555555556,132.48222222222222,131.86,0.009110134518722952,0.019174270685309747,0.014593859806612208
湖南,rice_late_indica,2024,135.16333333333333,135.5311111111111,135.62,0.006212336238298237,0.017160034198825613,0.02851509176399203
湖南,rice_late_indica,2025,131.82042222222222,132.43333333333334,132.56333333333333,0.009725525037977068,-0.024732381398636982,-0.022538465319766
湖南,rice_late_indica,2026,128.97416666666666,128.98,128.97416666666666,9.045739133797639e-05,-0.02159191654505066,-0.02707510875304886
甘肃,corn,2020,113.29166666666664,110.17708333333333,,0.05734495039619946,,
甘肃,corn,2021,133.73958333333334,138.3472222222222,130.80208333333334,0.0380723132552583,0.18048915042295,
甘肃,corn,2022,134.82291666666666,136.08333333333334,130.94791666666666,0.02637841064112214,0.008100319339512385,0.0011149159831167488
甘肃,corn,2023,136.73263888888889,136.6875,139.46875000000003,0.02029003840196732,0.014164670735790308,0.06507040012727727
甘肃,corn,2024,116.36458333333333,121.95833333333331,124.39583333333333,0.10400395516943974,-0.14896264506462842,-0.10807379191873945
甘肃,corn,2025,105.69444444444446,107.18749999999999,97.08333333333333,0.06908534549408647,-0.09169575985438472,-0.21956121252721483
甘肃,corn,2026,113.57291666666667,115.75,113.57291666666667,0.013649641509518935,0.07454007884362679,0.16984978540772544
甘肃,wheat,2020,117.63452380952381,115.37916666666666,,0.0265737805583602,,
甘肃,wheat,2021,130.20972222222224,129.14166666666668,129.05208333333334,0.0194264468890944,0.10690057650983853,
甘肃,wheat,2022,150.60625000000002,150.94722222222222,143.625,0.04568589558583567,0.15664366246760042,0.11292275405601737
甘肃,wheat,2023,146.32638888888889,141.59583333333333,157.37083333333334,0.060974575706851726,-0.028417553130173134,0.0957064113722077
甘肃,wheat,2024,127.30208333333333,125.97222222222223,136.43124999999998,0.06037002227454379,-0.13001281381994212,-0.13305885779342863
甘肃,wheat,2025,118.71527777777777,118.6875,118.64583333333333,0.0048709426901922225,-0.06745219976543115,-0.13036175118725846
甘肃,wheat,2026,119.92708333333334,121.23333333333333,119.92708333333334,0.007509142853110504,0.01020766305937415,0.010798946444249502
福建,rice_early_indica,2020,131.7203174603175,130.7527777777778,,0.012813598548128254,,
福建,rice_early_indica,2021,134.4635185185185,134.26907407407407,133.9275,0.007489351312278707,0.02082595237463991,
福建,rice_early_indica,2022,135.72444444444446,135.60759259259262,135.65416666666667,0.0027732005008696036,0.009377457468155548,0.012892547584825165
福建,rice_early_indica,2023,136.06546296296295,135.5025925925926,135.69916666666666,0.007497194989243663,0.0025125799550285155,0.0003317258961206271
福建,rice_early_indica,2024,136.0500925925926,136.36018518518517,137.5186111111111,0.01175359507628132,-0.00011296305495644976,0.01340792643858868
福建,rice_early_indica,2025,131.94046296296295,132.32851851851854,133.6775,0.014712264767252313,-0.03020673893942938,-0.027931572898213686
福建,rice_early_indica,2026,128.6352777777778,128.37666666666667,128.6352777777778,0.0018381890365295921,-0.02505058047365627,-0.037719303713955044
福建,rice_late_indica,2020,139.61079365079368,138.71472222222224,,0.00818057010420259,,
福建,rice_late_indica,2021,143.49462962962966,144.49314814814815,143.18722222222223,0.008803676062902633,0.02781902371066347,
福建,rice_late_indica,2022,141.25212962962965,141.11925925925928,141.8575,0.00371654181816219,-0.01562776255660625,-0.009286598354136366
福建,rice_late_indica,2023,142.78524074074076,141.18425925925928,141.82933333333335,0.018079758419882404,0.010853720330666894,-0.0001985560627153493
福建,rice_late_indica,2024,145.06222222222223,145.60055555555553,147.47166666666666,0.01859191793945899,0.015946896679719602,0.039782555559733535
福建,rice_late_indica,2025,139.81953703703704,140.11240740740743,140.84416666666667,0.008541107807065488,-0.036140940796797305,-0.044940836092808745
福建,rice_late_indica,2026,137.185,137.23555555555555,137.185,0.0004570940638803647,-0.01884240995833919,-0.025980250039937758
贵州,rice_late_indica,2020,147.55873015873019,147.45555555555558,,0.0054153288971215165,,
贵州,rice_late_indica,2021,147.92685185185184,148.56851851851852,150.55972222222223,0.021205319346215494,0.002494746957537819,
贵州,rice_late_indica,2022,146.00046296296293,145.8203703703704,145.44027777777777,0.004318313876681103,-0.013022577475103603,-0.034002749001411536
贵州,rice_late_indica,2023,148.93194444444444,148.8824074074074,147.89305555555555,0.006560160072436787,0.02007857661537127,0.01686450146585572
贵州,rice_late_indica,2024,149.775,149.6,151.90555555555557,0.011985704412117536,0.005660676483479676,0.027131091347914804
贵州,rice_late_indica,2025,147.55416666666667,149.07685185185187,149.03055555555557,0.018498533933354093,-0.014827797251432684,-0.01892623340525912
贵州,rice_late_indica,2026,143.7375,144.93333333333334,143.7375,0.007097106693478706,-0.025866207324993673,-0.03551657937410302
辽宁,corn,2020,108.03988095238094,102.23958333333333,,0.0774245450299636,,
辽宁,corn,2021,131.7732638888889,133.29513888888889,135.784375,0.0411665592974723,0.21967242769333062,
辽宁,corn,2022,134.60416666666669,136.28819444444443,129.38020833333331,0.03277066295143525,0.021483134698437878,-0.04716423864429686
辽宁,corn,2023,132.40173611111115,133.31180555555554,135.74375,0.03523381898517996,-0.01636227622143105,0.04918481542611031
辽宁,corn,2024,112.74062500000001,116.13263888888889,115.08645833333334,0.053035219979711154,-0.14849587088957494,-0.15217858403548357
辽宁,corn,2025,107.73020833333332,111.0986111111111,102.23541666666665,0.045949870402375415,-0.04444198057857751,-0.11166423793705837
辽宁,corn,2026,113.52135416666667,114.69166666666666,113.52135416666667,0.014813876179336096,0.05375600700051253,0.11039166140240075
辽宁,rice_japonica,2020,148.2681428571429,149.8034166666667,,0.02011498601208819,,
辽宁,rice_japonica,2021,137.4376111111111,135.10216666666668,144.421,0.04673341682328748,-0.0730469238861855,
辽宁,rice_japonica,2022,142.64594444444444,143.6237777777778,136.40566666666666,0.03349214654356951,0.037895982702454534,-0.05549977727154176
辽宁,rice_japonica,2023,151.8421388888889,152.27894444444445,149.61758333333333,0.014101506084752332,0.0644686708778186,0.09685753524413698
辽宁,rice_japonica,2024,145.74930555555557,147.00694444444443,149.07083333333333,0.027966065960425338,-0.04012610318794174,-0.0036543164768401137
辽宁,rice_japonica,2025,143.44027777777777,146.27916666666667,140.53749999999997,0.025358035687988084,-0.01584246160883196,-0.05724348044833294
辽宁,rice_japonica,2026,147.09166666666667,149.09166666666667,147.09166666666667,0.011793110572880752,0.025455813007736472,0.04663642562779824
重庆,rice_late_indica,2020,131.00396825396825,128.41250000000002,,0.030489049774918935,,
重庆,rice_late_indica,2021,142.9462962962963,144.36388888888888,143.4138888888889,0.01757535115246083,0.09116004806187483,
重庆,rice_late_indica,2022,135.75972222222222,135.48333333333332,137.74722222222223,0.01701494534064378,-0.05027464341697874,-0.039512676983865624
重庆,rice_late_indica,2023,136.8953703703704,136.65833333333333,135.79305555555555,0.008470972442437613,0.008365133115765033,-0.014186613966807204
重庆,rice_late_indica,2024,138.4199074074074,139.17499999999998,141.1472222222222,0.022555927407846073,0.011136512746284799,0.039428869501181296
重庆,rice_late_indica,2025,135.43681481481482,135.5111111111111,136.52083333333334,0.011263492224081913,-0.021551037336071444,-0.03277704524432712
重庆,rice_late_indica,2026,135.17708333333331,134.94444444444446,135.17708333333331,0.0015793371443007277,-0.0019177317617565803,-0.009842820082405224
陕西,corn,2020,108.92290476190476,104.9755,,0.061972538878036706,,
陕西,corn,2021,132.29961111111112,133.90266666666665,136.98558333333335,0.04899232166805185,0.21461699355434605,
陕西,corn,2022,130.7777777777778,130.76250000000002,127.26875,0.025122800925203217,-0.01150293126753954,-0.07093325514181248
陕西,corn,2023,134.25277777777777,134.93055555555554,135.68541666666667,0.023224980354877793,0.0265717926932878,0.06613301903779734
陕西,corn,2024,109.8263888888889,111.33055555555556,114.89166666666667,0.05574836498614247,-0.18194326622664525,-0.15324970443274122
陕西,corn,2025,109.69583333333333,113.75694444444446,105.55,0.045411835088408466,-0.0011887448624725572,-0.08130847900195837
陕西,corn,2026,111.31249999999999,114.825,111.31249999999999,0.027310153579089533,0.014737721730542663,0.05459497868308838
陕西,wheat,2020,115.82333333333334,113.26458333333333,,0.03380110966660514,,
陕西,wheat,2021,129.0673888888889,125.99455555555555,124.39691666666667,0.055243628124087354,0.11434704195086387,
陕西,wheat,2022,153.46875,153.56805555555556,149.18958333333333,0.030911090693326888,0.1890590746522165,0.19930290340797563
陕西,wheat,2023,148.3784722222222,142.51944444444445,154.88125,0.051788149663144184,-0.03316817122559346,0.03815056346092072
陕西,wheat,2024,125.99166666666666,123.19027777777778,137.42708333333331,0.07401971193443166,-0.15087637189057623,-0.11269386492339573
陕西,wheat,2025,119.23124999999999,119.05833333333334,117.45625000000001,0.014719209350654587,-0.05365764931543093,-0.14531948760706415
陕西,wheat,2026,124.65416666666667,125.71666666666667,124.65416666666667,0.007871950090958715,0.045482343485174326,0.0612816828961138
青海,wheat,2020,116.35000000000001,116.35,,1.3192503153125752e-16,,
青海,wheat,2021,118.05833333333335,118.39999999999999,117.375,0.006759043561224525,0.01468271021343659,
青海,wheat,2022,118.40000000000003,118.39999999999999,118.4,2.507221903327034e-16,0.0028940495517753018,0.008732694355697568
青海,wheat,2023,118.91944444444447,118.39999999999999,118.4,0.016034304147628676,0.004387199699699584,0.0
青海,wheat,2024,120.6375,121.9861111111111,129.82916666666665,0.07713083441038768,0.01444722150849076,0.09653012387387361
青海,wheat,2025,113.49583333333334,113.44722222222221,111.8875,0.026475864007654486,-0.05919939211826064,-0.13819442215732203
青海,wheat,2026,120.73333333333335,121.225,120.73333333333335,0.005481979473126631,0.06376886082455302,0.07906006777641239
黑龙江,corn,2020,97.57711904761904,93.89895833333333,,0.06197459754787705,,
黑龙江,corn,2021,122.55730555555556,126.74374999999999,122.102625,0.04969547701802087,0.25600455057241267,
黑龙江,corn,2022,122.07119444444447,124.20625,117.24791666666667,0.03356457105952918,-0.003966398485243494,-0.03975924623515126
黑龙江,corn,2023,117.66840277777777,121.43819444444443,119.78091666666666,0.05282424805448941,-0.03606740875031289,0.021603795376605728
黑龙江,corn,2024,98.27386111111112,103.8831388888889,99.328125,0.07326522484461441,-0.1648237012555881,-0.1707516709325566
黑龙江,corn,2025,95.25744444444446,97.64944444444444,88.84820833333335,0.060245661925756706,-0.03069398752183161,-0.10550804887001197
黑龙江,corn,2026,107.11358333333334,108.78616666666667,107.11358333333334,0.016112708101583984,0.12446417136251808,0.20557955351753932
黑龙江,rice_japonica,2020,136.61845238095236,135.76041666666666,,0.00858758660718479,,
黑龙江,rice_japonica,2021,135.85520833333334,135.30694444444444,138.77291666666667,0.018331884296902023,-0.005586683455400032,
黑龙江,rice_japonica,2022,134.02881944444445,133.8166666666667,133.85208333333333,0.005287666351698529,-0.013443642767141273,-0.03545960877332588
黑龙江,rice_japonica,2023,130.74888888888887,129.09591666666668,131.78958333333333,0.016052496918772325,-0.02447183052981472,-0.015408800136967105
黑龙江,rice_japonica,2024,132.77470833333334,134.51852777777776,132.28608333333335,0.01723654717309053,0.015493970630725773,0.0037673690700139595
黑龙江,rice_japonica,2025,130.1271527777778,130.275,129.70208333333332,0.0030445978167913347,-0.019940209914894313,-0.019533422827924363
黑龙江,rice_japonica,2026,130.7715625,130.77333333333334,130.7715625,0.0005523372171725838,0.004952154169719281,0.008245659122668947
黑龙江,soybean,2020,230.06571428571428,229.05416666666667,,0.04052043551731544,,
黑龙江,soybean,2021,273.7952777777778,271.1316666666667,268.2475,0.031209113156446797,0.19007422999915846,
黑龙江,soybean,2022,292.35972222222216,297.24944444444446,293.53833333333336,0.023962777421090084,0.06780410748907051,0.09428171123061113
黑龙江,soybean,2023,253.7591666666667,255.16555555555556,263.04833333333335,0.03602799979359808,-0.13203103102627545,-0.10387059043963598
黑龙江,soybean,2024,218.47722222222225,229.25611111111115,231.10166666666666,0.09614454794938883,-0.13903712290634274,-0.12144789614076001
黑龙江,soybean,2025,189.33333333333334,192.7216666666667,184.48,0.025717164319213916,-0.13339554848077229,-0.2017366094287507
黑龙江,soybean,2026,207.94916666666666,219.81,207.94916666666666,0.05329735942054521,0.09832306338028163,0.1272179459381324
