crop,province,year,net_profit,loss,cash_income,profit_margin,s_labor,s_land,s_fert,s_mach,s_seed,yield_main,sale_price,revenue,total_cost,cost_labor,cost_land,cost_fert,cost_mach,cost_seed,cost_pest,cost_irrig,wage_day,labor_days,fert_kg,land_rent,L1_net_profit,L1_loss,L1_profit_margin,L1_yield_main,L1_sale_price,L1_revenue,L1_total_cost,L1_cost_labor,L1_cost_land,L1_cost_fert,L1_cost_mach,L1_cost_seed,L1_cost_pest,L1_wage_day,L1_labor_days,L1_fert_kg,L1_land_rent,L1_s_labor,L1_s_land,L1_s_fert,L1_s_mach,L1_s_seed,L1_cash_income,L2_net_profit,trend3_net_profit,L2_sale_price,trend3_sale_price,L2_total_cost,trend3_total_cost,L2_yield_main,trend3_yield_main,L1_cost_yoy,L1_price_yoy,in_abc,in_chlorpyrifos,in_dap,in_machine_harvest,in_machine_tillage,in_mulch_film,in_npk_cl,in_ssp,in_urea,in_abc_yoy,in_chlorpyrifos_yoy,in_dap_yoy,in_machine_harvest_yoy,in_machine_tillage_yoy,in_mulch_film_yoy,in_npk_cl_yoy,in_ssp_yoy,in_urea_yoy,gp_year_mean,gp_grow_mean,gp_pre_mean,gp_cv,gp_yoy,gp_pre_yoy,rp_pre_mean,rp_q1_mean,rp_pre_yoy,rp_q1_yoy,temp_grow,temp_ano_grow,temp_ano_absmax,prec_grow,prec_ano_grow,prec_ano_absmax,trend,policy_corn_reform,policy_min_price,region
corn,贵州,2017,-496.0614999999999,1,517.2150000000001,-0.36537936739017784,0.6832126417372814,0.08785695108832357,0.09286556332340573,0.04461347692337155,0.03330727136329637,398.93,106.76,861.6,1357.6615,927.5715,119.28,126.08,60.57,45.22,10.85,0.0,83.1,11.17,24.29,4.73,-542.2366000000001,1.0,-0.39540448782240756,404.91,101.16,829.11,1371.3466,949.4266,117.43,113.82,62.31,45.87,11.18,81.4,11.66,21.77,3.84,0.6923316104039635,0.08563115991245393,0.0829987109021162,0.04543709081278212,0.033448874267089,496.78999999999996,-459.0899999999999,-175.39660000000003,116.4,-30.47,1369.34,-3.373399999999947,386.67,27.950000000000045,0.0014653774811224096,-0.13092783505154648,0.8835,31.7292,3.5708,117.9167,120.0,14.2222,2.1158,0.8719,2.0512,0.0014735887553842808,-0.015724606884827907,-0.008111111111111069,-0.01736083333333327,0.0,-0.017274498694047846,0.0027488151658769944,-0.026462706565430927,0.0640107895009856,,,,,,,2.825517478374215,2.8256357388316147,-0.0036776562548537,-0.0034725964820536,22.3252352359337,0.9781852056082618,1.98694123975556,5.6371411343394335,0.3663328295071522,3.96901984730997,13,1,0,xinan
corn,贵州,2018,-445.58020999999997,1,564.011,-0.3275818742751534,0.6820564962528843,0.09019929353419572,0.09121384260157847,0.040868683083918333,0.03414913346371661,405.41,111.64,914.63,1360.21021,927.74021,122.69,124.07,55.59,46.45,12.2,0.0,84.89,10.88,20.87,3.51,-496.0614999999999,1.0,-0.36537936739017784,398.93,106.76,861.6,1357.6615,927.5715,119.28,126.08,60.57,45.22,10.85,83.1,11.17,24.29,4.73,0.6832126417372814,0.08785695108832357,0.09286556332340573,0.04461347692337155,0.03330727136329637,517.2150000000001,-542.2366000000001,-36.97149999999999,101.16,-9.64,1371.3466,-11.678499999999985,404.91,12.259999999999991,-0.009979315221987028,0.05535784895215512,1.0504,22.9062,3.6,113.3333,120.0,13.9306,2.8948,0.8119,2.3926,0.18890775325410303,-0.27807193373926853,0.008177439229304362,-0.03886981233362208,0.0,-0.020503157036182884,0.36818224784951314,-0.06881523110448451,0.16643915756630245,,,,,,,2.8117585491173767,2.819129438717068,-0.0048695254452133,-0.0023025969077093,22.573771434628913,1.2267214043034749,2.07867510660466,5.095542837054886,-0.17526546777738736,1.60858670206839,14,1,0,xinan
corn,贵州,2019,-424.04999999999995,1,587.78,-0.3104137385804638,0.6934513352073085,0.07358280627781683,0.09668540641836497,0.040129421410166316,0.0347344225814008,417.16,111.96,942.03,1366.08,947.31,100.52,132.08,54.82,47.45,11.46,,86.38,10.91,21.09,0.86,-445.58020999999997,1.0,-0.3275818742751534,405.41,111.64,914.63,1360.21021,927.74021,122.69,124.07,55.59,46.45,12.2,84.89,10.88,20.87,3.51,0.6820564962528843,0.09019929353419572,0.09121384260157847,0.040868683083918333,0.03414913346371661,564.011,-496.0614999999999,96.6563900000001,106.76,10.480000000000004,1357.6615,-11.13639000000012,398.93,0.5,0.001877279424952416,0.04571000374672152,1.1632,23.6389,3.6,114.375,124.1667,14.0,2.9253,0.85,2.3958,0.10738766184310733,0.0319869729592861,0.0,0.009191473291609853,0.03472249999999999,0.004981838542489125,0.010536133757081734,0.04692696144845421,0.0013374571595754503,,,,,,,2.8247537621223207,2.803147296729655,0.0046217385945259,-0.0056691763662635,22.3104647768172,0.9634147464917739,2.36576686345889,5.466337334726524,0.1955290298942495,2.21664802720997,15,1,0,xinan
corn,贵州,2020,-390.44999999999993,1,712.1500000000001,-0.27675982959901896,0.7213759666569795,0.06792648090786013,0.08951013262073024,0.030996817386003586,0.03468978373818924,405.16,124.83,1020.34,1410.79,1017.71,95.83,126.28,43.73,48.94,11.83,,89.77,11.32,22.0,0.72,-424.04999999999995,1.0,-0.3104137385804638,417.16,111.96,942.03,1366.08,947.31,100.52,132.08,54.82,47.45,11.46,86.38,10.91,21.09,0.86,0.6934513352073085,0.07358280627781683,0.09668540641836497,0.040129421410166316,0.0347344225814008,587.78,-445.58020999999997,72.01149999999996,111.64,5.199999999999989,1360.21021,8.418499999999995,405.41,18.230000000000018,0.004315355050893199,0.0028663561447508368,1.0803,23.9333,3.6,123.3333,125.4167,14.0,3.0319,0.8119,2.1442,-0.0712689133425034,0.012454048200212453,0.0,0.07832393442622942,0.010067111391379502,0.0,0.03644070693604062,-0.044823529411764707,-0.10501711328157604,,,,,,,2.9032104269474783,2.888946559015764,0.0277746916836427,0.0306081890117611,21.910113170030467,0.5630631397050351,2.18418796305627,5.916819442441219,0.6460111376089447,5.06749214903227,16,1,0,xinan
corn,贵州,2021,-236.33000000000015,1,887.2099999999998,-0.1600468634661358,0.7041709839296234,0.0664011973209267,0.10490779680759567,0.03364417626622783,0.03419949479558183,423.51,146.04,1240.3,1476.63,1039.8,98.05,154.91,49.68,50.5,13.15,,92.2,11.25,25.17,0.79,-390.44999999999993,1.0,-0.27675982959901896,405.16,124.83,1020.34,1410.79,1017.71,95.83,126.28,43.73,48.94,11.83,89.77,11.32,22.0,0.72,0.7213759666569795,0.06792648090786013,0.08951013262073024,0.030996817386003586,0.03468978373818924,712.1500000000001,-424.04999999999995,55.130210000000034,111.96,13.189999999999998,1366.08,50.57979,417.16,-0.25,0.03272868353244318,0.114951768488746,1.0781,24.045,3.7035,117.5,123.3333,14.0,3.4263,0.9368,2.7272,-0.0020364713505507392,0.004667137419411604,0.028750000000000053,-0.047297039810010766,-0.016611822827422573,0.0,0.1300834460239455,0.15383667939401402,0.27189627833224495,,,,,,,3.016977912120587,2.9747193585337914,0.0391867858137748,0.0296899917550741,22.4555839688871,1.1085339385616695,3.20667116442223,5.121898483686489,-0.14890982114578752,1.15218301757591,17,1,0,xinan
corn,贵州,2022,-357.90999999999985,1,756.6500000000001,-0.23634406614015155,0.6744169153966032,0.07098048020285798,0.12580892258115642,0.028830661137378165,0.03668216276182678,366.73,157.0,1156.45,1514.36,1021.31,107.49,190.52,43.66,55.55,14.18,,95.3,10.7,25.23,0.73,-236.33000000000015,1.0,-0.1600468634661358,423.51,146.04,1240.3,1476.63,1039.8,98.05,154.91,49.68,50.5,13.15,92.2,11.25,25.17,0.79,0.7041709839296234,0.0664011973209267,0.10490779680759567,0.03364417626622783,0.03419949479558183,887.2099999999998,-390.44999999999993,187.7199999999998,124.83,34.08,1410.79,110.55000000000018,405.16,6.349999999999966,0.04666888764451138,0.16991107906753178,1.2144,24.75,4.11,100.0,113.75,14.0,3.7388,0.9902,3.1995,0.12642612002597153,0.02932002495321262,0.1097610368570272,-0.14893617021276595,-0.07770245343309545,0.0,0.0912062574789132,0.05700256191289488,0.17318128483426243,,,,,,,3.098965253913708,3.0735395189003434,0.0271753205297726,0.0332199943779769,22.178174110592,0.8311240802665744,2.80081703302294,4.111313120484559,-1.1594951843477121,3.71740530698018,18,1,0,xinan
corn,贵州,2023,-242.97000000000003,1,911.8399999999999,-0.15651249677918064,0.682504509147127,0.07051017778922958,0.12385338830198403,0.025405823241432618,0.03757407884565833,422.4,154.22,1309.43,1552.4,1059.52,109.46,192.27,39.44,58.33,15.16,,96.95,10.91,25.46,0.93,-357.90999999999985,1.0,-0.23634406614015155,366.73,157.0,1156.45,1514.36,1021.31,107.49,190.52,43.66,55.55,14.18,95.3,10.7,25.23,0.73,0.6744169153966032,0.07098048020285798,0.12580892258115642,0.028830661137378165,0.03668216276182678,756.6500000000001,-236.33000000000015,32.54000000000008,146.04,32.17,1476.63,103.56999999999994,423.51,-38.43000000000001,0.025551424527471278,0.07504793207340454,1.4146,24.722,4.361,100.0,113.75,14.0,3.9902,1.003,2.9846,0.1648550724637683,-0.0011313131313130942,0.06107055961070551,0.0,0.0,0.0,0.0672408259334547,0.012926681478489188,-0.06716674480387563,,,,,,,3.1366513936617038,3.146460481099657,0.0121608784417317,0.0237254025044724,23.046895364688186,1.699845334362742,2.85289557375556,3.1690550999848255,-2.10175320484745,3.3674109758867,19,1,0,xinan
corn,贵州,2024,-603.0899999999999,1,585.7,-0.3784521545962838,0.6885797297890899,0.069284687839254,0.11934838130737903,0.022910822869406426,0.03817215434527507,397.65,123.66,990.48,1593.57,1097.3,110.41,190.19,36.51,60.83,16.09,,99.92,10.95,26.72,0.96,-242.97000000000003,1.0,-0.15651249677918064,422.4,154.22,1309.43,1552.4,1059.52,109.46,192.27,39.44,58.33,15.16,96.95,10.91,25.46,0.93,0.682504509147127,0.07051017778922958,0.12385338830198403,0.025405823241432618,0.03757407884565833,911.8399999999999,-357.90999999999985,-6.639999999999873,157.0,8.180000000000007,1514.36,75.76999999999998,366.73,-1.1100000000000136,0.025119522438522113,-0.017707006369426792,1.3345,24.8462,4.2692,100.0,113.75,13.6923,3.9795,1.0096,2.8523,-0.05662378057401385,0.005023865383059656,-0.021050217839944985,0.0,0.0,-0.021978571428571514,-0.0026815698461231108,0.006580259222333185,-0.04432754808014472,,,,,,,3.1235670103092787,3.1253951890034366,-0.0041714496481388,-0.0066949171053494,23.182347910041216,1.8352978797157882,3.64579771008889,5.153143807444981,-0.11766449738729136,2.87479060330276,20,1,0,xinan
corn,辽宁,2004,131.59999999999997,0,304.9799999999999,0.34032429077555654,0.28542243140500145,0.22788280017585147,0.21332333393674519,0.03457549975432517,0.0722542605187618,462.7,53.74,518.29,386.69,110.37,88.12,82.49,13.37,27.94,6.08,0.88,13.7,7.61,18.44,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4783,8.9021,2.2567,,,9.1886,1.5329,,1.6275,0.18420401089378569,-0.18006650026250104,0.21184620341531524,,,0.0974345499713356,0.041230811031109926,,0.1551565050748811,,,,,,,,,,,19.64600486570395,0.6621161866368763,1.81121777257667,3.361106943414157,-0.17218054729712737,1.80854469899302,0,0,0,dongbei
corn,辽宁,2005,77.01999999999998,0,265.22999999999996,0.18729178318702425,0.2835639423193833,0.2492522432701894,,,,421.1,55.23,488.25,411.23,116.61,102.5,,,,,,,7.18,,9.92,131.59999999999997,0.0,0.34032429077555654,462.7,53.74,518.29,386.69,110.37,88.12,82.49,13.37,27.94,6.08,13.7,7.61,18.44,8.59,0.28542243140500145,0.22788280017585147,0.21332333393674519,0.03457549975432517,0.0722542605187618,304.9799999999999,,,,,,,,,,,0.6418,,2.6664,,,11.94,2.0336,,1.8814,0.3418356679908008,0.0,0.1815482784596978,,,0.2994362579718348,0.32663578837497553,,0.15600614439324123,,,,,,,1.526081788507061,1.5258632511659131,,,19.330817105063783,0.3469284259967325,1.21316524588222,4.130652674659318,0.5973651839480327,2.73167284663616,1,0,0,dongbei
corn,辽宁,2006,121.08000000000004,0,323.5200000000001,0.2723775673182913,0.27971115560254656,0.26108474118732145,0.20052639866825636,0.06577733786246148,0.07074888084043822,426.3,63.47,565.61,444.53,124.34,116.06,89.14,29.24,31.45,7.92,3.49,16.9,6.76,19.45,11.47,77.01999999999998,0.0,0.18729178318702425,421.1,55.23,488.25,411.23,116.61,102.5,,,,,,7.18,,9.92,0.2835639423193833,0.2492522432701894,,,,265.22999999999996,131.59999999999997,,53.74,,386.69,,462.7,,0.06346168765677929,0.027726088574618446,0.6058,,2.6933,,18.8667,12.2825,2.0744,0.571,1.8651,-0.05609224057338735,0.0,0.01008850885088508,,,0.02868509212730319,0.02006294256490948,,-0.008663761029020889,,,,,,,1.5672612325728603,1.5485994877244842,0.0269837726758304,0.0149005728666695,19.10002148724335,0.11613280817630234,1.93522349609,2.8787524840885284,-0.6545350066227548,2.59809974529172,2,0,0,dongbei
corn,辽宁,2007,176.33000000000004,0,421.94000000000005,0.35720363017583673,0.27167571509602145,0.30730897009966773,0.19870756016530267,0.06352807714123652,0.06257596629122437,428.3,75.52,669.97,493.64,134.11,151.7,98.09,31.36,30.89,6.94,1.89,18.7,6.63,22.14,13.43,121.08000000000004,0.0,0.2723775673182913,426.3,63.47,565.61,444.53,124.34,116.06,89.14,29.24,31.45,7.92,16.9,6.76,19.45,11.47,0.27971115560254656,0.26108474118732145,0.20052639866825636,0.06577733786246148,0.07074888084043822,323.5200000000001,77.01999999999998,-10.519999999999925,55.23,9.729999999999997,411.23,57.839999999999975,421.1,-36.39999999999998,0.08097658244777861,0.14919427847184497,0.5996,21.75,2.7249,,22.5,13.0361,2.0725,0.6067,1.8186,-0.010234400792340725,1.443243729007762,0.011732818475476137,,0.1925773982731478,0.06135558721758594,-0.0009159274971075604,0.06252189141856412,-0.024931639054206256,,,,,,,1.6779829697538866,1.6460428071656004,0.0706466381480401,0.0629235126406373,19.831863353537283,0.8479746744702098,2.35855489385556,2.8379505853225804,-0.6953369053887045,1.73799325750778,3,0,0,dongbei
corn,辽宁,2008,132.4799999999999,0,400.0099999999999,0.2299201666088162,0.25123221103783405,0.2913051023950017,0.23897952099965286,0.07556404026379729,0.055241235682054836,462.5,74.26,708.68,576.2,144.76,167.85,137.7,43.54,31.83,9.27,1.89,21.6,6.2,21.16,16.31,176.33000000000004,0.0,0.35720363017583673,428.3,75.52,669.97,493.64,134.11,151.7,98.09,31.36,30.89,6.94,18.7,6.63,22.14,13.43,0.27167571509602145,0.30730897009966773,0.19870756016530267,0.06352807714123652,0.06257596629122437,421.94000000000005,121.08000000000004,99.31000000000006,63.47,20.29,444.53,82.40999999999997,426.3,7.199999999999989,0.11047623332508505,0.1898534740822435,0.7153,22.4028,4.3656,,23.0,14.5931,3.0693,0.9578,2.1821,0.1929619746497666,0.030013793103448316,0.6021138390399647,,0.022222222222222143,0.119437561847485,0.4809650180940894,0.5787044667875392,0.19987902782360067,,,,,,,1.8883428918184075,1.8569032997066035,0.1253647539077078,0.1281014634753599,19.402613123822217,0.41872444475515586,2.01992238191,3.4084758315779733,-0.12481165913330883,1.44094218063818,4,0,0,dongbei
corn,辽宁,2009,19.790000000000077,0,324.2100000000001,0.032006598631754424,0.26038718442205366,0.2982646245410878,0.2119325257556889,0.08021866054244635,0.06029338034319355,377.27,81.65,638.1,618.31,161.0,184.42,131.04,49.6,37.28,9.37,2.15,24.8,6.1,23.94,16.1,132.4799999999999,0.0,0.2299201666088162,462.5,74.26,708.68,576.2,144.76,167.85,137.7,43.54,31.83,9.27,21.6,6.2,21.16,16.31,0.25123221103783405,0.2913051023950017,0.23897952099965286,0.07556404026379729,0.055241235682054836,400.0099999999999,176.33000000000004,11.399999999999864,75.52,10.790000000000006,493.64,131.67000000000007,428.3,36.19999999999999,0.16724738675958206,-0.016684322033898136,0.6499,23.2188,3.1543,,22.9583,11.5444,2.9006,0.8864,1.9908,-0.09143016915979307,0.0364240184262683,-0.27746472420743995,,-0.001813043478260834,-0.20891380172821405,-0.054963672498615446,-0.07454583420338279,-0.08766784290362506,,,,,,,1.955519990171924,1.945408250218122,0.0355746292924732,0.0476626599379206,19.662393123246584,0.6785044441795267,2.17086346963763,2.734137012609676,-0.799150478101606,2.47694376050915,5,0,0,dongbei
corn,辽宁,2010,127.66000000000008,0,463.96000000000004,0.19384718172983492,0.2967079689018465,0.28632167152575316,0.1938471817298348,0.08094934402332363,0.06354774052478135,385.32,98.57,786.22,658.56,195.4,188.56,127.66,53.31,41.85,9.13,1.13,31.3,5.9,24.58,16.93,19.790000000000077,0.0,0.032006598631754424,377.27,81.65,638.1,618.31,161.0,184.42,131.04,49.6,37.28,9.37,24.8,6.1,23.94,16.1,0.26038718442205366,0.2982646245410878,0.2119325257556889,0.08021866054244635,0.06029338034319355,324.2100000000001,132.4799999999999,-156.53999999999996,74.26,6.13000000000001,576.2,124.66999999999996,462.5,-51.03000000000003,0.07308226310308896,0.09951521680581732,0.6808,23.9792,3.0949,,23.4167,12.8097,2.5722,0.9375,1.8538,0.04754577627327272,0.032749323823797916,-0.01883143645182772,,0.019966635160268753,0.10960292436159524,-0.11321795490588149,0.057648916967508956,-0.06881655615832827,,,,,,,2.1580740895572834,2.0826116395984573,0.1035806846278013,0.0705267849897068,18.662934921737968,-0.32095375732907344,3.42363118709,4.979181535877055,1.4458940451657754,6.81264689013601,6,0,0,dongbei
corn,辽宁,2011,266.03999999999996,0,665.9,0.3431800005159825,0.31526534403137174,0.27385774360826604,0.19299037692525994,0.08304739299811666,0.061208431155026964,467.52,108.36,1041.26,775.22,244.4,212.3,149.61,64.38,47.45,10.34,0.49,40.0,5.72,25.16,18.52,127.66000000000008,0.0,0.19384718172983492,385.32,98.57,786.22,658.56,195.4,188.56,127.66,53.31,41.85,9.13,31.3,5.9,24.58,16.93,0.2967079689018465,0.28632167152575316,0.1938471817298348,0.08094934402332363,0.06354774052478135,463.96000000000004,19.790000000000077,-4.819999999999823,81.65,24.309999999999988,618.31,82.3599999999999,377.27,-77.18,0.06509679610551333,0.20722596448254738,0.8017,23.75,3.6703,,,13.9722,2.9383,0.9035,2.1975,0.17758519388954164,-0.009558283845999771,0.18591876958867815,,0.0,0.09075153984870843,0.14232952336521265,-0.03626666666666667,0.18540295609019308,,,,,,,2.3451842768873408,2.31028609986738,0.0867023927655987,0.1093216113556438,19.01200509087418,0.028116411807126835,0.751777938492832,3.3379829589724,-0.1953045317388847,1.56555721442633,7,0,0,dongbei
corn,辽宁,2012,267.94000000000005,0,764.58,0.2902767997399925,0.3632414278749797,0.2552732788039651,0.1742917501760468,0.0818698878717296,0.06297600346676778,492.17,118.01,1190.99,923.05,335.29,235.63,160.88,75.57,58.13,13.25,1.27,56.0,5.68,25.37,20.78,266.03999999999996,0.0,0.3431800005159825,467.52,108.36,1041.26,775.22,244.4,212.3,149.61,64.38,47.45,10.34,40.0,5.72,25.16,18.52,0.31526534403137174,0.27385774360826604,0.19299037692525994,0.08304739299811666,0.061208431155026964,665.9,127.66000000000008,246.2499999999999,98.57,26.709999999999994,658.56,156.91000000000008,385.32,90.25,0.17714407191448012,0.09932028000405801,0.8681,23.9167,3.6456,95.5833,31.8333,13.5206,3.1778,0.9,2.4089,0.08282399900212045,0.0070189473684210135,-0.00672969512028998,,0.35942724636690926,-0.03232132377148911,0.08150971650273964,-0.00387382401770886,0.09620022753128565,,,,,,,2.5565014670491326,2.5546800707808006,0.0901068595096772,0.1057851540237591,19.279673074399117,0.295784395332037,1.58007542996021,4.271722526849998,0.7384350361387159,2.18367950442556,8,0,0,dongbei
corn,辽宁,2013,161.1300000000001,0,728.8100000000001,0.1605680119581466,0.38827105132037865,0.24646736422521176,0.16163428001993024,0.08450423517688091,0.06209267563527653,503.67,112.79,1164.63,1003.5,389.63,247.33,162.2,84.8,62.31,12.88,2.0,68.0,5.54,25.42,21.49,267.94000000000005,0.0,0.2902767997399925,492.17,118.01,1190.99,923.05,335.29,235.63,160.88,75.57,58.13,13.25,56.0,5.68,25.37,20.78,0.3632414278749797,0.2552732788039651,0.1742917501760468,0.0818698878717296,0.06297600346676778,764.58,266.03999999999996,140.27999999999997,108.36,19.440000000000012,775.22,264.49,467.52,106.85000000000002,0.19069425453419675,0.08905500184569948,0.8666,22.3939,3.4717,,,13.3114,3.1629,0.9089,2.3269,-0.001727911530929549,-0.06367099139931509,-0.04770133859995618,0.0,0.0,-0.015472686123396806,-0.004688778400151028,0.009888888888888836,-0.0340404333928348,,,,,,,2.6343263130239345,2.609490509849617,0.0304419328437279,0.0214549131594643,19.0762603528068,0.09237167373974282,3.55136836329,3.8592309176888846,0.32594342697760387,3.39004095832118,9,0,0,dongbei
corn,辽宁,2014,53.0,0,670.45,0.04966639178349202,0.34822700352350255,0.30186858085313745,0.13986243346577706,0.09252005397705976,0.05892495689332035,473.04,115.45,1120.12,1067.12,371.6,322.13,149.25,98.73,62.88,13.74,4.67,74.4,4.84,27.23,28.17,161.1300000000001,0.0,0.1605680119581466,503.67,112.79,1164.63,1003.5,389.63,247.33,162.2,84.8,62.31,12.88,68.0,5.54,25.42,21.49,0.38827105132037865,0.24646736422521176,0.16163428001993024,0.08450423517688091,0.06209267563527653,728.8100000000001,267.94000000000005,-104.90999999999985,118.01,4.430000000000007,923.05,228.27999999999997,492.17,36.150000000000034,0.08715670873733816,-0.044233539530548205,0.8367,,3.0289,120.0,45.0,14.0,2.8089,0.8822,1.8662,-0.03450265405031161,0.0,-0.12754558285566142,0.25544943520468544,0.4136140456691577,0.05173009600793299,-0.11192260267476051,-0.029376168995489116,-0.19798874038420222,,,,,,,2.6894299876919066,2.683277201076509,0.0209175584647745,0.0282762826491922,19.705926308436382,0.7220376293693139,2.75433197111,2.532164398687814,-1.0011230920234728,3.56537419280785,10,0,0,dongbei
corn,辽宁,2015,-222.83999999999992,1,394.18000000000006,-0.20814496543994015,0.3255184008966935,0.326274985989165,0.13466280590323182,0.09245283018867925,0.05907902110965814,408.89,100.58,847.76,1070.6,348.5,349.31,144.17,98.98,63.25,14.87,7.69,78.0,4.37,25.75,38.05,53.0,0.0,0.04966639178349202,473.04,115.45,1120.12,1067.12,371.6,322.13,149.25,98.73,62.88,13.74,74.4,4.84,27.23,28.17,0.34822700352350255,0.30186858085313745,0.13986243346577706,0.09252005397705976,0.05892495689332035,670.45,161.1300000000001,-214.94000000000005,112.79,-2.5600000000000023,1003.5,144.06999999999994,503.67,-19.129999999999995,0.06339810662680612,0.02358365103289306,0.8294,,3.1697,114.1667,46.25,12.5222,2.9444,0.855,1.8511,-0.00872475200191225,0.0,0.04648552279705509,-0.04861083333333327,0.02777777777777768,-0.1055571428571429,0.048239524368969944,-0.03083201088188625,-0.00809130854142115,,,,,,,2.799941082828863,2.7650545269051783,0.0410908986821396,0.0304766595847274,19.701608907756267,0.7177202286892053,1.37770118788222,2.941092336782438,-0.5921951539288474,2.89894219332398,11,0,0,dongbei
corn,辽宁,2016,-329.02959999999996,1,264.0180000000001,-0.3201893014623452,0.33640168406367554,0.31441901671607586,0.1320151154679754,0.09574647803990932,0.0615506122169353,456.34,73.85,698.58,1027.6096,345.6896,323.1,135.66,98.39,63.25,14.65,2.89,81.4,4.19,25.33,29.93,-222.83999999999992,1.0,-0.20814496543994015,408.89,100.58,847.76,1070.6,348.5,349.31,144.17,98.98,63.25,14.87,78.0,4.37,25.75,38.05,0.3255184008966935,0.326274985989165,0.13466280590323182,0.09245283018867925,0.05907902110965814,394.18000000000006,53.0,-383.97,115.45,-12.210000000000008,1067.12,67.09999999999991,473.04,-94.78000000000003,0.003261114026538836,-0.12880034647033356,0.83,25.0,3.0478,119.6667,60.0,12.4028,2.6667,0.865,1.6514,0.0007234145165178063,0.11637544152648727,-0.03845789822380674,0.04817516841600922,0.29729729729729737,-0.00953506572327556,-0.09431463116424399,0.011695906432748648,-0.10788180001080439,,,,,,,2.835947117027586,2.835482224429093,0.0128595685171863,0.0254706360538725,19.917185909879382,0.9332972308123236,1.34119047854333,4.07315527416129,0.539867783450005,3.05496714989423,12,1,0,dongbei
corn,辽宁,2017,-82.76400000000001,1,404.6819999999999,-0.09088513184076324,0.3479230083325646,0.2603871545851068,0.15198035675851376,0.11709295838988672,0.06610706269409342,473.82,84.85,827.88,910.644,316.834,237.12,138.4,106.63,60.2,14.37,2.13,83.1,3.77,25.07,20.58,-329.02959999999996,1.0,-0.3201893014623452,456.34,73.85,698.58,1027.6096,345.6896,323.1,135.66,98.39,63.25,14.65,81.4,4.19,25.33,29.93,0.33640168406367554,0.31441901671607586,0.1320151154679754,0.09574647803990932,0.0615506122169353,264.0180000000001,-222.83999999999992,-382.02959999999996,100.58,-41.60000000000001,1070.6,-39.51039999999989,408.89,-16.700000000000045,-0.04015542686344098,-0.2657586001193081,0.8353,24.9722,2.9319,120.0,60.0,12.1389,2.285,0.9401,1.6869,0.006385542168674707,-0.0011120000000000019,-0.03802742962136618,0.002785235992970536,0.0,-0.021277453478246833,-0.14313571080361498,0.08682080924855495,0.021496911711275324,,,,,,,2.825517478374215,2.8256357388316147,-0.0036776562548537,-0.0034725964820536,20.28506965552205,1.301180976454974,2.43550438674333,3.1687368805903215,-0.36455061012096285,2.76275560575214,13,1,0,dongbei
corn,辽宁,2018,-248.89243,1,267.90099999999995,-0.2626770851218794,0.3421686070270653,0.27515971310568343,0.15022335671779297,0.11439307035718406,0.058478826722867125,372.81,90.63,698.63,947.52243,324.21243,260.72,142.34,108.39,55.41,15.48,1.39,84.89,3.78,24.7,22.96,-82.76400000000001,1.0,-0.09088513184076324,473.82,84.85,827.88,910.644,316.834,237.12,138.4,106.63,60.2,14.37,83.1,3.77,25.07,20.58,0.3479230083325646,0.2603871545851068,0.15198035675851376,0.11709295838988672,0.06610706269409342,404.6819999999999,-329.02959999999996,140.0759999999999,73.85,-15.730000000000004,1027.6096,-159.9559999999999,456.34,64.93,-0.11382299270072993,0.14895057549085977,0.87,27.0,3.0125,117.5,60.0,12.0,2.4625,1.0622,2.0244,0.04154196097210572,0.081202296954213,0.027490705685732753,-0.02083333333333337,0.0,-0.011442552455329547,0.07768052516411372,0.12987980002127442,0.2000711364040546,,,,,,,2.8117585491173767,2.819129438717068,-0.0048695254452133,-0.0023025969077093,20.18805061141123,1.2041619323441708,2.00034379617204,3.390956601890806,-0.1423308888204761,2.61054602019495,14,1,0,dongbei
corn,辽宁,2019,-97.72000000000003,1,630.4,-0.10101511298558997,0.5039798217866815,0.2845934379457917,0.1478322892761893,0.11159006801877236,0.06036924476420848,469.64,89.96,869.66,967.38,487.54,275.31,143.01,107.95,58.4,19.75,9.59,86.38,3.74,24.04,24.01,-248.89243,1.0,-0.2626770851218794,372.81,90.63,698.63,947.52243,324.21243,260.72,142.34,108.39,55.41,15.48,84.89,3.78,24.7,22.96,0.3421686070270653,0.27515971310568343,0.15022335671779297,0.11439307035718406,0.058478826722867125,267.90099999999995,-82.76400000000001,80.13716999999997,84.85,16.78,910.644,-80.08717000000001,473.82,-83.52999999999997,0.040497087775244855,0.06812021213906894,,26.4167,3.0861,112.25,60.0,12.7028,2.6778,1.1012,2.1422,0.0,-0.02160370370370379,0.024431535269709537,-0.044680851063829796,0.0,0.058566666666666656,0.08743147208121838,0.036716249293918146,0.05819008101165779,,,,,,,2.8247537621223207,2.803147296729655,0.0046217385945259,-0.0056691763662635,20.007159766525437,1.023271087458382,2.0188919402828,3.5944524413412196,0.0611649506299331,3.42494522920053,15,1,0,dongbei
