variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07844071102491558,0.054733223691237745,0.4162108514051832,0.18846387776793733
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.0314956054584374,0.025737866561600733,0.1280012295893504,0.24605705397893937
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009565545003106524,0.007168478007607305,0.05127216060514112,0.18656410984458055
baseline_real_national_nonfood,AIDADS_sat,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.04502833142088418,0.03511946254240161,0.14412771433776111,0.31241965938182414
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0082621932718244,0.0068232303919790885,0.02962251907804267,0.2789159574868381
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.6400709668589,2.9269533028748853,673.6725310365065,0.005403324017469318
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.07051942710070061,0.04910703287872366,0.4162108514051832,0.1694319762750482
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.031212536634549707,0.025658799813912895,0.1280012295893504,0.2438456000359122
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009537694045308234,0.007304968561368764,0.05127216060514112,0.18602091140180813
baseline_real_national_nonfood,MAIDADS_sat,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.044290280461286205,0.03461359330114991,0.14412771433776111,0.30729884717031314
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008507411903710507,0.006998343155876945,0.02962251907804267,0.287194072904371
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.4886387960516663,2.7913843722065907,673.6725310365065,0.005178537991869845
