income_group,first_order,substitution,cv_share,cv_yuan_per_year,boot_se,ci_lo,ci_hi
inc1,0.0110001645630137,-0.0107210870503209,0.00027907751269278,-1.65792048196247,0.00084950474817864,-0.00134301853076716,0.00198497339870958
inc2,0.0133136200202943,-0.010660700886016,0.00265291913427835,11.53014771307,0.000780840453145121,0.000941346124856858,0.00416916387672462
inc3,0.0174970308159175,-0.0100986922495282,0.00739833856638931,39.0350252066523,0.000726757781297515,0.00615622443641531,0.00875079800420399
inc4,0.0224490081081071,-0.0100708305857604,0.0123781775223468,68.912398509058,0.000720067288441426,0.010932515381317,0.0139832318451555
inc5,0.0270417193436555,-0.010087342216723,0.0169543771269325,100.165917763016,0.000565585932928345,0.0158351144787581,0.0181316550321527
