variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07747815265112182,0.05383397211723572,0.4122865722827164,0.18792305609699286
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.03135162963790894,0.025223133381271433,0.1273417792799735,0.24620065633745605
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.01086254748270896,0.008030784489592616,0.05164737289379987,0.21032139437266478
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.044377540932244455,0.03610180567389692,0.105900420411937,0.41904971443571587
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.007273182250914325,0.005611790482451028,0.01225390821163058,0.5935398017761478
robust_real_derived_cpi_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013217208563425079,0.010632709742668993,0.029024922967420017,0.45537445795329656
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008920894105291214,0.007219198191043467,0.030014386789327437,0.29722060183696036
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.5186357571342026,2.8475153890169818,678.9580959197237,0.005182404891082154
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.06984827670136569,0.048809573699287824,0.4122865722827164,0.16941681198743666
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.03103133978465872,0.02540301524107315,0.1273417792799735,0.24368545782946263
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009462882330592979,0.007226889532540817,0.05164737289379987,0.18322098105650156
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.04348794504916018,0.034867343033884945,0.105900420411937,0.41064940894472846
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.00723510206492979,0.005661223762203739,0.01225390821163058,0.590432206605132
robust_real_derived_cpi_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013123353047107142,0.0104183900565388,0.029024922967420017,0.4521408398512507
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008506009205826778,0.007013981859224481,0.030014386789327437,0.283397734077691
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.5510222931228146,2.8778185536517955,678.9580959197237,0.00523010523692565
