variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,1.1187269764116897e-07,0.0,0.41165948282688697,0.41165948282688697,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,1.1640527541412352e-07,0.0,0.1269742673399758,0.1269742673399758,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,1.1193192449421018e-07,0.0,0.051491370050274925,0.051491370050274925,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.0030988639214873017,0.0,0.05662863578202854,0.05662863578202854,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.0024110679324757613,0.0,0.000347191617117918,0.000347191617117918,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,1.1188146691863782e-07,0.0,0.02949843380471873,0.02949843380471873,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0008243867378050793,0.0,0.017771775177884717,0.017771775177884717,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.9936652293168674,1.0,2.5311836838341706,2.5311836838341706,0.0,7.511754816325773,-5541.617447322233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,1.1164481316936483e-07,0.0,0.49991135472194154,0.31667133076237197,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,1.1162586654379155e-07,0.0,0.14141643289397887,0.11221693213522713,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,1.1388232695424558e-07,0.0,0.04147312804295118,0.06218874490772838,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.006863748162097131,0.0,0.05180925418097652,0.02050082746174599,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,3.3498829511563805e-05,0.0,2.2152496809164016e-05,0.0256716590846238,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,1.1162586654379155e-07,0.0,0.02668767582037221,0.03198979475281691,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.001182517173924304,0.0,0.011491399124420498,0.02607619664316141,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.9919197870555939,1.0,8.584116976924781,2.3967912182431257,2.2428793782205614,6.420096414638512,-5653.90723291286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
