demand_group,G01_主食,G02_食用油,G03_蔬菜,G04_水果,G05_猪肉,G06_禽类及其他肉类,G07_牛羊肉,G08_海鲜,G09_乳制品,G10_坚果
G01_主食,-0.323468658573369,-0.438598475134563,0.0966370176537258,0.145271262403163,-0.0841960820852322,0.0736489864703478,0.524221733843372,-0.233965736054762,-0.874340907474263,0.576752891043468
G02_食用油,-0.26748941514896,0.462400669592501,-0.201530466243491,0.00143238745514574,-0.107680704566429,-0.341991993833411,0.811589233105483,0.0949863382345064,0.236701450300627,-0.89981359134796
G03_蔬菜,0.070068307537189,-0.400253564287557,-1.03893838872958,-0.030796102705982,0.155665262866618,0.234343692370674,-0.53754341289973,0.135563711956335,0.129682381900613,0.51561756302516
G04_水果,0.0563826843763945,-0.102613187881266,-0.0662621426621137,-1.06410822838732,-0.0544399397607614,-0.354467979027771,0.146509143399682,0.0407307033734252,-0.310538576120064,0.773824556957795
G05_猪肉,-0.0752259707330582,-0.215367498074233,0.105552849728751,-0.0117028364896139,-0.695300221929617,-0.0248191906858863,-0.111170519133839,0.0493210402393569,-0.159338011211299,0.206840080463693
G06_禽类及其他肉类,0.0970259717309122,-0.595389032674214,0.354346072642388,-0.420528441101652,-0.00792980600785584,0.735214956582554,-0.429733278806419,-0.651686066333789,0.122926932433966,0.0205767868345985
G07_牛羊肉,0.368123780795436,0.651662160652843,-0.362920229524982,0.161554108164524,-0.0891643014681597,-0.288176803288011,-1.26552302041169,-0.00595981716202186,-0.028494488907272,-0.0738420765955816
G08_海鲜,-0.198808069276053,0.0324623978790562,0.142960359552301,0.125342799153907,0.099499030862161,-0.496706341753891,0.00647400751461069,-0.381719344099289,0.0275146986773143,-0.161931860635685
G09_乳制品,-0.504180246612185,0.0962972383576291,0.118805748698402,-0.178302220623735,-0.0842654863809126,0.0656222326593217,-0.00251807492817423,0.0584834715093933,0.182606108961663,-0.365593073532943
G10_坚果,0.433685709041056,-0.639956710827081,-0.275275211554199,0.799328759912307,-0.588604717260966,0.159589431716612,0.173761157190826,-1.21964454335039,-2.19764730443041,-3.66467679473282
