arrangement,dHDDS,phi1,passthrough_component,total_elder_effect,allocation_residual,leakage_rate,pass_lo,pass_hi,alloc_lo,alloc_hi,leak_lo,leak_hi
elder_alone,-0.283496681160853,0.43577686832622,-0.123541295897153,0.981845375740094,1.10538667163725,4.4633399294823,-0.31318986525547,0.0888401187302949,0.788636953210601,1.40823671062251,-28.2372353368765,34.2114282827554
elder_child,0.085201109880052,0.43577686832622,0.0371286728414473,0.174961401414208,0.13783272857276,-1.05351082468905,-0.181852035408288,0.269786503129,-0.180399392250137,0.417582442157821,-4.8540691714295,10.4803768407119
elder_only_multi,-0.369048652462018,0.43577686832622,-0.16082286602991,0.0891960397443948,0.250018905774305,1.24169181800108,-0.276640548047657,-0.0247296562508722,0.0776086418703319,0.400978622405939,0.726826434409033,3.13352934070886
other,0.391778749493306,0.43577686832622,0.170728116530956,0.234814019806801,0.0640859032758457,0.400646359429933,-0.016584727110616,0.369217511652294,-0.423450727707685,0.444283654545217,-1.98287122435458,3.68664608071695
threegen,0.519263772262969,0.43577686832622,0.226283140512016,0.214040718398181,-0.0122424221138351,0.587799631263732,0.118974371103957,0.346254235823818,-0.24573305230711,0.162454903357111,0.189212725709685,1.0795655933942
