term,est,se,t,p,n,spec
LAelder_only_multi,-0.00569268075222544,0.00872048691114383,-0.652793910504104,0.514321392650131,1234,negative control: salt+condiment share
LAthreegen,-0.00269816308635581,0.00874524626758067,-0.308529114423927,0.757864888556301,1234,negative control: salt+condiment share
LAelder_alone,-0.0284584821424015,0.0112736926333793,-2.52432659536425,0.0120374547483802,1234,negative control: salt+condiment share
LAelder_child,-0.0120714064621606,0.0188860688664591,-0.639169884824411,0.523134117212188,1234,negative control: salt+condiment share
LAother,0.000140076178084437,0.019143585377566,0.00731713392876707,0.994166028713501,1234,negative control: salt+condiment share
