term,est,se,t,p,n
elder,-0.265310190032075,0.108350953706627,-2.44861887187844,0.014958470794722,1594
main_cook,0.2270156461391,0.117993741009928,1.92396345938382,0.0553799959656317,1594
elder:threegen,0.178680003382742,0.134422595825181,1.32924083399728,0.184858341166352,1594
elder:main_cook,0.0586003737220451,0.175491387231022,0.333921650781082,0.738690428472521,1594
