LA,N,hdds12,food12_total,share_dairy_egg_bean,share_animal,share_fruit_veg,food_self_suff_rate,total_income_w,hh_size_rec,n_elderly,n_children,any_elder_80,market_access_index,retail_thickness_index,village_has_xingfuyuan
cohabit_nonelder,429,4.35198135198135,293.56860738205,0.089145514041164,0.151892386743212,0.385018068525817,0.00467948740780862,50055.1023333333,3.05128205128205,1.3962703962704,0,0.214452214452214,-0.0786855965108504,-0.00908040047094775,0.211904761904762
elder_only_multi,354,3.86723163841808,205.839986485595,0.0992862767596782,0.156421133673591,0.366672661329637,0.00656728768454105,22730.3177824859,2.04519774011299,2.04519774011299,0,0.0593220338983051,0.0194782462422506,0.148905346372768,0.233727810650888
threegen,289,4.85813148788927,283.277941873876,0.109340950058371,0.155514014045974,0.389227255018319,0.00449712888863175,52716.1890397924,5.01038062283737,1.52249134948097,1.62629757785467,0.103806228373702,0.126092195745238,0.0868097316978084,0.242957746478873
elder_alone,69,3.82608695652174,147.461239882706,0.0819400908130335,0.137940198578741,0.40223453704519,0.00549129898773671,15396.6955797101,1,1,0,0,0.0218566408820091,0.0550341674895179,0.272727272727273
elder_child,50,4.18,243.012895626998,0.104147566139304,0.173894683840405,0.35478103558015,0.00826681607016158,28808.0078,3.14,1.76,1.38,0.02,0.029991759734182,0.0171031358514582,0.0416666666666667
other,43,4.6046511627907,245.072560793464,0.100955508733842,0.153219298941334,0.37893287585027,0.00560841680726497,55611.1569767442,3.83720930232558,1.3953488372093,0.441860465116279,0.0930232558139535,0.181539365860205,0.0665144009925554,0.27906976744186
All,1234,4.30388978930308,254.083633250993,0.0974008375300441,0.154197328234203,0.380266530555307,0.00540145262841679,40234.361558752,3.13776337115073,1.60453808752026,0.452188006482982,0.119935170178282,0.0164928622805442,0.0659786441382653,0.224353628023353
