term,est,se,t,p,n,spec
hdds,0.43577686832622,0.0204656848153786,21.2930508926221,1.18741665265815e-64,1679,phi1 pooled (all arrangements)
hdds,0.379526845697874,0.0305995281507794,12.4030293482877,7.86616423014971e-29,959,phi1 excl. elder-alone/elder-only (mechanical)
