term,est,se,t,p,n,spec
genchild,-0.676327485252799,0.066692666112812,-10.1409573896593,3.73486706226863e-21,2991,"generation ladder (ref = prime-age adult), household FE"
genelder,-0.167812077461778,0.0631479627049433,-2.65744246169705,0.00826629494993923,2991,"generation ladder (ref = prime-age adult), household FE"
