term,est,se,t,p,n,outcome
n_children,0.0287530639821964,0.0117105308718792,2.45531686793481,0.015036761092151,281,share_dairy_egg_bean
n_children,0.0344978610989582,0.151007230117644,0.228451717656713,0.819557326053966,281,hdds12
