term,est,se,t,p,n,dropped
treat,0.584029091585048,0.13284996855582,4.39615528655284,1.6161791139354e-05,581,吉林省
treat,0.553573016620144,0.141325235435904,3.9170146429454,0.000115960429253545,543,福建省
treat,0.470842307283367,0.140768174093016,3.34480652545971,0.000948295699817098,575,山东省
treat,0.510774188551366,0.150029089205651,3.40450102880534,0.00077384057062593,546,湖北省
treat,0.545764949866728,0.144756054076835,3.77023920241042,0.000203230532805867,572,四川省
treat,0.57261086454901,0.144504451990291,3.96258285929822,9.66865204790546e-05,558,云南省
treat,0.456837303992925,0.139931622682869,3.2647181189935,0.00125142348776088,540,陕西省
treat,0.551092309614433,0.142846789174409,3.85792577347731,0.000145707717000255,558,甘肃省
