term,est,se,t,p,n,outcome,spec
treat,0.54688164460256,0.129165857562377,4.23394893142299,3.04825813538105e-05,716,hdds12,"household HDDS-12 (headline, scale-dependent)"
treat,0.142294972522602,0.119399562449693,1.19175455590598,0.234296287804552,708,hdds12,HDDS-12 | fixed n recorded members + total recorded meals (rarefaction-style)
treat,0.0682087030137362,0.0801890784794274,0.850598414486522,0.395668591699626,708,mean_fgds10,mean member FGDS-10 (scale-free)
treat,0.560761650054282,0.119004728958561,4.71209551890618,3.75167605158915e-06,708,union_fgds_all,"union FGDS-10, all recorded members"
treat,0.676467501630127,0.126075530011653,5.36557333185591,1.63792683121484e-07,665,union_fgds_nonelder,"union FGDS-10, EXCLUDING elders"
treat,0.32294315888566,0.120580177763529,2.67824417641005,0.00780746047872623,707,union_fgds_nonchild,"union FGDS-10, EXCLUDING children"
