variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07836667750290403,0.05440009773504703,0.4162108514051832,0.1882860027275303
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,0.03150275199725185,0.02578745334616747,0.1280012295893504,0.2461128857770977
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009487405376367662,0.007260424031170802,0.05127216060514116,0.18504009318882383
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.04311765521157547,0.03505525186791012,0.10369770792339729,0.41580142970399103
baseline_real_national_nonfood,AIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.017345645919575173,0.013816173364385143,0.04043000641436388,0.42902901725518033
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008392948081130341,0.007027477981321229,0.029622519078042715,0.28332999158574257
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.597051522295701,2.9061119427612936,673.6725310365065,0.005339465922354456
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.07058950940444932,0.0489805194831741,0.4162108514051832,0.169600358006356
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,0.031233806326854862,0.02568222422988435,0.1280012295893504,0.2440117679108099
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009493931901861695,0.007232655310995486,0.05127216060514116,0.18516738498649735
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.04229503381886687,0.03402805260984472,0.10369770792339729,0.4078685504805054
baseline_real_national_nonfood,MAIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.016052443083265307,0.012293327924554013,0.04043000641436388,0.3970428032769797
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.008408924692496166,0.006930558246999759,0.029622519078042715,0.2838693316507699
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.6116307536113963,2.9081584958573052,673.6725310365065,0.00536110734403045
