variant,model,group,group_label_cn,items,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,grain,1.3964798633599193e-07,0.0,0.4176240449462271,0.4176240449462271,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,oil,1.3964798633599193e-07,0.0,0.12908033533794722,0.12908033533794722,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.004366547724166191,0.0,0.03745662334149353,0.03745662334149353,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,pork,0.005073815649949611,0.0,0.05486847168412512,0.05486847168412512,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,1.794807489363559e-07,0.0,0.04128470186272713,0.04128470186272713,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.002283118597935296,0.0,0.008869810405159396,0.008869810405159396,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,0.9882760592512273,1.0,143.4292554439028,143.4292554439028,0.0,6.674341244314315,-3923.1375867313827,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,2.4234878060398533e-07,0.0,0.6699099857162025,0.1676572069687933,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,oil,2.3926250747121203e-07,0.0,0.16479924408764324,0.09346712629111466,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.003797105970569345,0.0,0.027062561802087975,0.05138554428434843,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,pork,0.007306583933083593,0.0,0.07026307758517247,0.0004968966111540702,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,3.077185175530293e-07,0.0,6.166173016930108e-06,0.0818190188588918,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.0017984924630458255,0.0,2.885908012440736e-05,0.02623952624539557,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,0.9870970283034955,1.0,0.0025606375165688274,0.13507037815762588,0.7403027740350411,6.347249346283458,-3999.4670918949982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
