scenario,group,commodity,year,production,net_import,ssr,import_dependence
BS,BS,EGGS,2045,2979.828372641891,222.7701088963057,0.9304408247925884,0.06955917520741162
BS,BS,EGGS,2046,2963.7314314216324,239.69664628211527,0.9251749561819623,0.07482504381803767
BS,BS,EGGS,2047,2947.673612132006,255.38413582187692,0.9202686445522199,0.0797313554477801
BS,BS,EGGS,2048,2931.6646631097747,269.8369328667292,0.9157155088706351,0.08428449112936487
BS,BS,EGGS,2049,2915.712245496174,282.8800554612211,0.9115610778602355,0.08843892213976445
BS,BS,EGGS,2050,2899.8223596056546,294.4712949860913,0.9078133300102845,0.09218666998971548
C1,MTS,EGGS,2022,2937.6,0.0,1.0,0.0
C1,MTS,EGGS,2023,3028.55,0.0,1.0,0.0
C1,MTS,EGGS,2024,3049.8,0.0,1.0,0.0
C1,MTS,EGGS,2025,3064.165520995472,0.0,1.0,0.0
C1,MTS,EGGS,2026,3076.520920444806,0.0,1.0,0.0
C1,MTS,EGGS,2027,3087.1775263405607,0.0,1.0,0.0
C1,MTS,EGGS,2028,3096.410513547288,0.0,1.0,0.0
C1,MTS,EGGS,2029,3104.453285273596,0.0,1.0,0.0
C1,MTS,EGGS,2030,3111.5128678852543,0.0,1.0,0.0
C1,MTS,EGGS,2031,3117.772262877354,0.0,1.0,0.0
C1,MTS,EGGS,2032,3123.3851288111146,0.0,1.0,0.0
C1,MTS,EGGS,2033,3128.4953250739486,0.0,1.0,0.0
C1,MTS,EGGS,2034,3133.223849902238,0.0,1.0,0.0
C1,MTS,EGGS,2035,3137.680903795484,0.0,1.0,0.0
C1,MTS,EGGS,2036,3122.823994230705,0.0,1.0,0.0
C1,MTS,EGGS,2037,3107.571229353337,0.0,1.0,0.0
C1,MTS,EGGS,2038,3092.021746371721,0.0,1.0,0.0
C1,MTS,EGGS,2039,3076.254505887074,0.0,1.0,0.0
C1,MTS,EGGS,2040,3060.332348145373,0.0,1.0,0.0
C1,MTS,EGGS,2041,3044.3052449188326,0.0,1.0,0.0
C1,MTS,EGGS,2042,3028.2129024924,0.0,1.0,0.0
C1,MTS,EGGS,2043,3012.0868426775537,0.0,1.0,0.0
C1,MTS,EGGS,2044,2995.952064897419,0.0,1.0,0.0
C1,MTS,EGGS,2045,2979.828372644338,0.0,1.0,0.0
C1,MTS,EGGS,2046,2963.7314314262703,0.0,1.0,0.0
C1,MTS,EGGS,2047,2947.6736121372437,0.0,1.0,0.0
C1,MTS,EGGS,2048,2931.6646631096783,0.0,1.0,0.0
C1,MTS,EGGS,2049,2915.712245483393,0.0,1.0,0.0
C1,MTS,EGGS,2050,2899.82235958266,0.0,1.0,0.0
A1,PTS,FISH,2022,6865.9,270.68,0.9620714684064355,0.03792853159356446
A1,PTS,FISH,2023,7116.2,296.0,0.9600658374032002,0.03993416259679983
A1,PTS,FISH,2024,7366.0,269.0,0.9647675180091683,0.03523248199083173
A1,PTS,FISH,2025,7453.3183193495,281.4914586610292,0.9636071905140721,0.036392809485927935
A1,PTS,FISH,2026,7540.813359722743,290.8448355834922,0.9628629303871044,0.037137069612895646
A1,PTS,FISH,2027,7628.489502151655,302.0568656203717,0.9619122250078679,0.03808777499213212
A1,PTS,FISH,2028,7716.359229406984,313.7071803685941,0.9609334264052044,0.039066573594795595
A1,PTS,FISH,2029,7804.427453457879,326.2768524556039,0.9598710222165745,0.0401289777834255
A1,PTS,FISH,2030,7892.707644150413,339.3316087366635,0.958779155648747,0.04122084435125295
A1,PTS,FISH,2031,7981.219483039782,350.65549356768486,0.9579139755994679,0.04208602440053211
A1,PTS,FISH,2032,8069.975190487359,363.4898856452382,0.9568991058403805,0.043100894159619485
A1,PTS,FISH,2033,8159.004643833102,377.6579012870552,0.9557604743902008,0.04423952560979916
A1,PTS,FISH,2034,8248.331034494031,393.2543437455935,0.9544928012010566,0.04550719879894338
A1,PTS,FISH,2035,8333.858490893754,414.1359988697733,0.9526593210187346,0.04734067898126537
A1,PTS,FISH,2036,8405.507603601718,455.6468818777909,0.9485792869738989,0.05142071302610107
A1,PTS,FISH,2037,8461.776999382051,510.2836388823821,0.9431252574568988,0.05687474254310121
A1,PTS,FISH,2038,8505.539597089826,575.3301147709581,0.9366437210282289,0.0633562789717711
A1,PTS,FISH,2039,8539.167568841447,648.8600588349611,0.9293798315450805,0.07062016845491947
A1,PTS,FISH,2040,8564.606343093541,728.8881916294497,0.9215700629180844,0.07842993708191559
A1,PTS,FISH,2041,8583.44289370432,812.2396805369879,0.9135518176440124,0.08644818235598761
A1,PTS,FISH,2042,8596.966367154428,899.8198768875847,0.9052500652573808,0.09474993474261917
A1,PTS,FISH,2043,8606.220510905072,990.5007738725276,0.896787585626388,0.10321241437361195
A1,PTS,FISH,2044,8612.048171445736,1083.5571736680738,0.8882424423128833,0.1117575576871167
A1,PTS,FISH,2045,8615.128546947286,1178.1918630853254,0.8796943412697551,0.1203056587302449
A1,PTS,FISH,2046,8616.008055308219,1273.078294594157,0.8712643160804512,0.12873568391954882
A1,PTS,FISH,2047,8615.12571253606,1368.204735997692,0.8629510719843357,0.13704892801566426
A1,PTS,FISH,2048,8612.833872529045,1463.220681125429,0.8547823780296292,0.1452176219703708
A1,PTS,FISH,2049,8609.415097059089,1557.506843186005,0.8468064521061467,0.1531935478938533
A1,PTS,FISH,2050,8605.09582799446,1650.7202412173249,0.8390454518609369,0.16095454813906307
B1,HDS,FISH,2022,6865.9,270.68,0.9620714684064355,0.03792853159356446
B1,HDS,FISH,2023,7116.2,296.0,0.9600658374032002,0.03993416259679983
B1,HDS,FISH,2024,7366.0,269.0,0.9647675180091683,0.03523248199083173
B1,HDS,FISH,2025,7453.318319349395,365.4524881666008,0.9532595983226289,0.046740401677371146
B1,HDS,FISH,2026,7540.813359723792,462.6002810918736,0.9421996285768971,0.0578003714231029
B1,HDS,FISH,2027,7628.489502151644,565.6779757819866,0.9309657781214112,0.06903422187858876
B1,HDS,FISH,2028,7716.35922940703,673.3564729021754,0.9197402514227223,0.08025974857727769
B1,HDS,FISH,2029,7804.427453457863,786.2601232104759,0.9084752976763002,0.0915247023236998
B1,HDS,FISH,2030,7892.707644150417,904.10937565199,0.8972231235892755,0.10277687641072453
B1,HDS,FISH,2031,7981.219483039854,1024.3753808900312,0.886251225336267,0.11374877466373301
B1,HDS,FISH,2032,8069.975190487308,1150.908243908426,0.8751846011180112,0.12481539888198878
B1,HDS,FISH,2033,8159.0046437219,1283.7217240871832,0.8640517924501678,0.13594820754983217
B1,HDS,FISH,2034,8248.331034494004,1423.1423338726647,0.8528515480870308,0.1471484519129692
B1,HDS,FISH,2035,8333.85849089375,1573.3514122788108,0.8411912710383798,0.15880872896162024
B1,HDS,FISH,2036,8405.507603601727,1748.0206621145078,0.8278410601350503,0.17215893986494968
B1,HDS,FISH,2037,8461.776999382051,1940.897710431363,0.8134232046494343,0.1865767953505657
B1,HDS,FISH,2038,8505.539597089824,2149.263308068577,0.7982822087653977,0.20171779123460232
B1,HDS,FISH,2039,8539.167568841578,2371.3187933595323,0.7826569123834057,0.21734308761659427
B1,HDS,FISH,2040,8564.606343093663,2605.0303963753818,0.7667757280619304,0.2332242719380696
B1,HDS,FISH,2041,8583.442893704329,2846.295908059148,0.7509745447883728,0.24902545521162722
B1,HDS,FISH,2042,8596.966367154284,3097.054674725325,0.7351591327197127,0.26484086728028733
B1,HDS,FISH,2043,8606.220510905003,3356.1208452607275,0.7194428126287428,0.28055718737125723
B1,HDS,FISH,2044,8612.048171445518,3622.831062629202,0.7038931898453525,0.29610681015464746
B1,HDS,FISH,2045,8615.128546947184,3896.317327230591,0.6885797719612764,0.3114202280387236
B1,HDS,FISH,2046,8616.008055308128,4174.67714707159,0.6736158320670039,0.32638416793299607
B1,HDS,FISH,2047,8615.125712536033,4458.14389877497,0.658987840737425,0.341012159262575
B1,HDS,FISH,2048,8612.833872529021,4746.309363425656,0.6447145389794547,0.35528546102054526
B1,HDS,FISH,2049,8609.415097059058,5038.232070422711,0.6308351169550089,0.36916488304499107
B1,HDS,FISH,2050,8605.095827994433,5333.372893065394,0.6173630690861237,0.3826369309138763
BS,BS,FISH,2022,6865.9,270.68,0.9620714684064355,0.03792853159356446
BS,BS,FISH,2023,7116.2,296.0,0.9600658374032002,0.03993416259679983
BS,BS,FISH,2024,7366.0,269.0,0.9647675180091683,0.03523248199083173
BS,BS,FISH,2025,7453.318319349357,271.8036475644022,0.9648156173160086,0.03518438268399138
BS,BS,FISH,2026,7540.813359723797,271.3097342788207,0.9652706785320491,0.034729321467950935
BS,BS,FISH,2027,7628.489502151659,272.5026656628644,0.9655103232764954,0.03448967672350456
BS,BS,FISH,2028,7716.359229407056,273.96710083972044,0.9657126518346768,0.034287348165323195
BS,BS,FISH,2029,7804.427453457879,276.18366218962785,0.9658214387207894,0.034178561279210595
BS,BS,FISH,2030,7892.707644150325,278.71690038514737,0.965891271605569,0.03410872839443102
BS,BS,FISH,2031,7981.219483028842,279.39969389327246,0.9661769066084248,0.03382309339157519
BS,BS,FISH,2032,8069.975190487314,281.4238471457457,0.9663021913002127,0.033697808699787335
BS,BS,FISH,2033,8159.004643721931,284.6091654399048,0.966292967457715,0.03370703254228502
BS,BS,FISH,2034,8248.331034493964,289.0436903052948,0.9661437268923333,0.0338562731076667
BS,BS,FISH,2035,8333.858490892122,298.56911336237823,0.9654130764774409,0.0345869235225591
BS,BS,FISH,2036,8405.507603600996,328.71192122041515,0.9623650492999103,0.03763495070008971
BS,BS,FISH,2037,8461.776999381995,371.8581099485679,0.9579042936066274,0.04209570639337257
BS,BS,FISH,2038,8505.53959708982,425.3072927065352,0.9523777198338876,0.04762228016611236
BS,BS,FISH,2039,8539.167568841447,487.1362458410645,0.9460314813413803,0.053968518658619735
BS,BS,FISH,2040,8564.606343093543,555.379272543209,0.9391030538917761,0.06089694610822394
BS,BS,FISH,2041,8583.442893704321,626.9604540809453,0.9319290990408466,0.06807090095915336
BS,BS,FISH,2042,8596.966367154248,702.7025453706674,0.9244378964476619,0.07556210355233806
BS,BS,FISH,2043,8606.220510905072,781.4966871510438,0.9167532776431669,0.08324672235683306
BS,BS,FISH,2044,8612.048171445593,862.6256607603896,0.9089545797525839,0.09104542024741613
BS,BS,FISH,2045,8615.128546947248,945.3114914400768,0.9011225960683359,0.09887740393166411
BS,BS,FISH,2046,8616.008055308184,1028.288682728518,0.8933785727814667,0.1066214272185333
BS,BS,FISH,2047,8615.125712536086,1111.5349428010547,0.8857228619165262,0.11427713808347384
BS,BS,FISH,2048,8612.833872529069,1194.714868720577,0.8781841517956759,0.12181584820432412
BS,BS,FISH,2049,8609.415097059204,1277.244902001825,0.8708112848906375,0.12918871510936247
BS,BS,FISH,2050,8605.095827994402,1358.805820982253,0.863627134344325,0.13637286565567497
C1,MTS,FISH,2022,6865.9,270.68,0.9620714684064355,0.03792853159356446
C1,MTS,FISH,2023,7116.2,296.0,0.9600658374032002,0.03993416259679983
C1,MTS,FISH,2024,7366.0,269.0,0.9647675180091683,0.03523248199083173
C1,MTS,FISH,2025,7453.318319349514,323.47197341373953,0.9584054653351334,0.04159453466486662
C1,MTS,FISH,2026,7540.813359723791,376.1731437722343,0.9524853119799911,0.04751468802000891
C1,MTS,FISH,2027,7628.489502151581,432.1809603584864,0.9463839934446463,0.0536160065553537
C1,MTS,FISH,2028,7716.359229407186,490.0809385754353,0.94028093441935,0.05971906558064999
C1,MTS,FISH,2029,7804.427453457297,550.3843200563838,0.9341236720854437,0.06587632791455633
C1,MTS,FISH,2030,7892.707644150407,612.6908323177015,0.9279644764424814,0.07203552355751863
C1,MTS,FISH,2031,7981.219483040552,674.591841581204,0.9220648629825948,0.07793513701740518
C1,MTS,FISH,2032,8069.975190489341,739.5803815387999,0.9160479350528085,0.08395206494719154
C1,MTS,FISH,2033,8159.004643722069,807.5252574730315,0.9099400474462923,0.09005995255370769
C1,MTS,FISH,2034,8248.331034494026,878.5840565628005,0.9037370187190963,0.09626298128090371
C1,MTS,FISH,2035,8333.858490893967,956.7170413731792,0.897022844488977,0.10297715551102304
C1,MTS,FISH,2036,8405.507603602979,1056.4394824202625,0.8883486165357247,0.11165138346427528
C1,MTS,FISH,2037,8461.776999382046,1170.790449728268,0.8784549959381386,0.12154500406186142
C1,MTS,FISH,2038,8505.539597089823,1297.0055023558562,0.867686862014111,0.13231313798588895
C1,MTS,FISH,2039,8539.167568841433,1433.1698885204178,0.8562854601894351,0.14371453981056492
C1,MTS,FISH,2040,8564.606343093534,1577.2288431200382,0.844482895436512,0.155517104563488
C1,MTS,FISH,2041,8583.442893704318,1725.5443031377386,0.8326174753940597,0.16738252460594027
C1,MTS,FISH,2042,8596.96636715425,1879.4448634423711,0.8206022251252026,0.17939777487479736
C1,MTS,FISH,2043,8606.2205109049,2037.7296223359383,0.8085551325562724,0.19144486744372757
C1,MTS,FISH,2044,8612.048171445227,2199.65412514684,0.7965487705076574,0.20345122949234262
C1,MTS,FISH,2045,8615.128546946471,2364.3435592891237,0.7846578108298725,0.21534218917012748
C1,MTS,FISH,2046,8616.008055306778,2530.1761374476982,0.7730006885143323,0.22699931148566765
C1,MTS,FISH,2047,8615.1257125345,2697.205590096125,0.7615694309210248,0.2384305690789752
C1,MTS,FISH,2048,8612.833872529047,2865.0148325424343,0.750387471889525,0.24961252811047496
C1,MTS,FISH,2049,8609.41509706282,3032.8069695468384,0.7394993024359975,0.2605006975640025
C1,MTS,FISH,2050,8605.095828001264,3200.1188115108307,0.7289232843933204,0.27107671560667956
A1,PTS,FRTO,2022,31296.2,388.5,0.9877385615139168,0.012261438486083187
A1,PTS,FRTO,2023,32744.3,365.6,0.9889579853759751,0.011042014624024876
A1,PTS,FRTO,2024,34500.0,109.86,0.9968257600579719,0.0031742399420281453
A1,PTS,FRTO,2025,34682.65497531097,8.737774840665315,0.9997481284506623,0.00025187154933770106
A1,PTS,FRTO,2026,34862.326957229976,0.0,1.0,0.0
A1,PTS,FRTO,2027,35038.6662483032,0.0,1.0,0.0
A1,PTS,FRTO,2028,35211.13992622057,0.0,1.0,0.0
A1,PTS,FRTO,2029,35379.4111374558,0.0,1.0,0.0
A1,PTS,FRTO,2030,35542.95179254322,0.0,1.0,0.0
A1,PTS,FRTO,2031,35701.104417954375,0.0,1.0,0.0
A1,PTS,FRTO,2032,35853.40609771048,0.0,1.0,0.0
A1,PTS,FRTO,2033,35999.00086557465,0.0,1.0,0.0
A1,PTS,FRTO,2034,36163.22194194335,0.0,1.0,0.0
A1,PTS,FRTO,2035,36319.429175795696,0.0,1.0,0.0
A1,PTS,FRTO,2036,36458.118473751696,0.0,1.0,0.0
A1,PTS,FRTO,2037,36582.72765486134,0.0,1.0,0.0
A1,PTS,FRTO,2038,36696.03501447498,0.0,1.0,0.0
A1,PTS,FRTO,2039,36800.2820848674,0.0,1.0,0.0
A1,PTS,FRTO,2040,36897.274926468,0.0,1.0,0.0
A1,PTS,FRTO,2041,36988.46718625954,0.0,1.0,0.0
A1,PTS,FRTO,2042,37075.02787770943,0.0,1.0,0.0
A1,PTS,FRTO,2043,37157.89648483205,0.0,1.0,0.0
A1,PTS,FRTO,2044,37237.82762893517,0.0,1.0,0.0
A1,PTS,FRTO,2045,37315.42719073603,0.0,1.0,0.0
A1,PTS,FRTO,2046,37391.18146876808,0.0,1.0,0.0
A1,PTS,FRTO,2047,37465.48068228188,0.0,1.0,0.0
A1,PTS,FRTO,2048,37538.637893637,0.0,1.0,0.0
A1,PTS,FRTO,2049,37610.904228886655,0.0,1.0,0.0
A1,PTS,FRTO,2050,37682.481111771725,0.0,1.0,0.0
B1,HDS,FRTO,2022,31296.2,388.5,0.9877385615139168,0.012261438486083187
B1,HDS,FRTO,2023,32744.3,365.6,0.9889579853759751,0.011042014624024876
B1,HDS,FRTO,2024,34500.0,109.86,0.9968257600579719,0.0031742399420281453
B1,HDS,FRTO,2025,34682.65497530683,0.0,1.0,0.0
B1,HDS,FRTO,2026,34862.32695722941,0.0,1.0,0.0
B1,HDS,FRTO,2027,35038.666248303154,0.0,1.0,0.0
B1,HDS,FRTO,2028,35211.13992618092,0.0,1.0,0.0
B1,HDS,FRTO,2029,35379.41113743447,0.0,1.0,0.0
B1,HDS,FRTO,2030,35542.951792500375,0.0,1.0,0.0
B1,HDS,FRTO,2031,35701.10441794156,0.0,1.0,0.0
B1,HDS,FRTO,2032,35853.40609769944,0.0,1.0,0.0
B1,HDS,FRTO,2033,35999.00086554284,0.0,1.0,0.0
B1,HDS,FRTO,2034,36163.22194193304,0.0,1.0,0.0
B1,HDS,FRTO,2035,36319.429175786085,0.0,1.0,0.0
B1,HDS,FRTO,2036,36458.11847374621,0.0,1.0,0.0
B1,HDS,FRTO,2037,36582.72765485831,0.0,1.0,0.0
B1,HDS,FRTO,2038,36696.03501447151,0.0,1.0,0.0
B1,HDS,FRTO,2039,36800.28208486723,0.0,1.0,0.0
B1,HDS,FRTO,2040,36897.2749264668,0.0,1.0,0.0
B1,HDS,FRTO,2041,36988.46718626192,0.0,1.0,0.0
B1,HDS,FRTO,2042,37075.02787770583,0.0,1.0,0.0
B1,HDS,FRTO,2043,37157.89648483173,0.0,1.0,0.0
B1,HDS,FRTO,2044,37237.82762893393,0.0,1.0,0.0
B1,HDS,FRTO,2045,37315.427190735725,0.0,1.0,0.0
B1,HDS,FRTO,2046,37391.18146876855,0.0,1.0,0.0
B1,HDS,FRTO,2047,37465.48068228253,0.0,1.0,0.0
B1,HDS,FRTO,2048,37538.63789363768,0.0,1.0,0.0
B1,HDS,FRTO,2049,37610.9042288873,0.0,1.0,0.0
B1,HDS,FRTO,2050,37682.48111177228,0.0,1.0,0.0
BS,BS,FRTO,2022,31296.2,388.5,0.9877385615139168,0.012261438486083187
BS,BS,FRTO,2023,32744.3,365.6,0.9889579853759751,0.011042014624024876
BS,BS,FRTO,2024,34500.0,109.86,0.9968257600579719,0.0031742399420281453
BS,BS,FRTO,2025,34682.65497529956,0.0,1.0,0.0
BS,BS,FRTO,2026,34862.32695722822,0.0,1.0,0.0
BS,BS,FRTO,2027,35038.66624830322,0.0,1.0,0.0
BS,BS,FRTO,2028,35211.139926184056,0.0,1.0,0.0
BS,BS,FRTO,2029,35379.41113743617,0.0,1.0,0.0
BS,BS,FRTO,2030,35542.95179252918,0.0,1.0,0.0
BS,BS,FRTO,2031,35701.104417942515,0.0,1.0,0.0
BS,BS,FRTO,2032,35853.40609769989,0.0,1.0,0.0
BS,BS,FRTO,2033,35999.00086554311,0.0,1.0,0.0
BS,BS,FRTO,2034,36163.22194193317,0.0,1.0,0.0
BS,BS,FRTO,2035,36319.42917578708,0.0,1.0,0.0
BS,BS,FRTO,2036,36458.11847374652,0.0,1.0,0.0
BS,BS,FRTO,2037,36582.72765485896,0.0,1.0,0.0
BS,BS,FRTO,2038,36696.03501447497,0.0,1.0,0.0
BS,BS,FRTO,2039,36800.282084866754,0.0,1.0,0.0
BS,BS,FRTO,2040,36897.27492646269,0.0,1.0,0.0
BS,BS,FRTO,2041,36988.46718626167,0.0,1.0,0.0
BS,BS,FRTO,2042,37075.027877704175,0.0,1.0,0.0
BS,BS,FRTO,2043,37157.896484832105,0.0,1.0,0.0
BS,BS,FRTO,2044,37237.827628935935,0.0,1.0,0.0
BS,BS,FRTO,2045,37315.42719073603,0.0,1.0,0.0
BS,BS,FRTO,2046,37391.18146876808,0.0,1.0,0.0
BS,BS,FRTO,2047,37465.48068228188,0.0,1.0,0.0
BS,BS,FRTO,2048,37538.637893637,0.0,1.0,0.0
BS,BS,FRTO,2049,37610.90422888665,0.0,1.0,0.0
BS,BS,FRTO,2050,37682.48111177172,0.0,1.0,0.0
C1,MTS,FRTO,2022,31296.2,388.5,0.9877385615139168,0.012261438486083187
C1,MTS,FRTO,2023,32744.3,365.6,0.9889579853759751,0.011042014624024876
C1,MTS,FRTO,2024,34500.0,109.86,0.9968257600579719,0.0031742399420281453
C1,MTS,FRTO,2025,34682.65497530417,0.0,1.0,0.0
C1,MTS,FRTO,2026,34862.32695722801,0.0,1.0,0.0
C1,MTS,FRTO,2027,35038.66624830409,0.0,1.0,0.0
C1,MTS,FRTO,2028,35211.1399261819,0.0,1.0,0.0
C1,MTS,FRTO,2029,35379.41113743497,0.0,1.0,0.0
C1,MTS,FRTO,2030,35542.951792528394,0.0,1.0,0.0
C1,MTS,FRTO,2031,35701.10441794234,0.0,1.0,0.0
C1,MTS,FRTO,2032,35853.406097700085,0.0,1.0,0.0
C1,MTS,FRTO,2033,35999.00086554323,0.0,1.0,0.0
C1,MTS,FRTO,2034,36163.22194193306,0.0,1.0,0.0
C1,MTS,FRTO,2035,36319.429175786216,0.0,1.0,0.0
C1,MTS,FRTO,2036,36458.11847374637,0.0,1.0,0.0
C1,MTS,FRTO,2037,36582.72765485883,0.0,1.0,0.0
C1,MTS,FRTO,2038,36696.03501447475,0.0,1.0,0.0
C1,MTS,FRTO,2039,36800.28208486495,0.0,1.0,0.0
C1,MTS,FRTO,2040,36897.27492648104,0.0,1.0,0.0
C1,MTS,FRTO,2041,36988.46718626328,0.0,1.0,0.0
C1,MTS,FRTO,2042,37075.0278777045,0.0,1.0,0.0
C1,MTS,FRTO,2043,37157.89648483138,0.0,1.0,0.0
C1,MTS,FRTO,2044,37237.827628936015,0.0,1.0,0.0
C1,MTS,FRTO,2045,37315.4271907079,0.0,1.0,0.0
C1,MTS,FRTO,2046,37391.18146876808,0.0,1.0,0.0
C1,MTS,FRTO,2047,37465.48068226807,0.0,1.0,0.0
C1,MTS,FRTO,2048,37538.6378936298,0.0,1.0,0.0
C1,MTS,FRTO,2049,37610.90422888351,0.0,1.0,0.0
C1,MTS,FRTO,2050,37682.48111177079,0.0,1.0,0.0
A1,PTS,MAIZ,2022,27720.0,2061.9,0.9307666737179293,0.06923332628207068
A1,PTS,MAIZ,2023,28884.0,2712.1,0.9141634568823368,0.0858365431176632
A1,PTS,MAIZ,2024,29492.0,1363.0,0.9558256360395397,0.04417436396046026
A1,PTS,MAIZ,2025,29896.08515932657,1138.5153160910372,0.9633146456326109,0.03668535436738907
A1,PTS,MAIZ,2026,30301.129170291264,918.9789873538648,0.9705645162177688,0.029435483782231153
A1,PTS,MAIZ,2027,30706.67896186434,1373.9549208301382,0.9571718275313973,0.04282817246860271
A1,PTS,MAIZ,2028,31112.05154390741,1279.0521109262454,0.96051224050418,0.03948775949581995
A1,PTS,MAIZ,2029,31516.775563120387,1093.107372675818,0.9664792610624215,0.033520738937578454
A1,PTS,MAIZ,2030,31920.136873926174,879.523527565083,0.9731849806736079,0.026815019326392076
A1,PTS,MAIZ,2031,31929.08179219922,845.114670601988,0.9742140231702952,0.02578597682970485
A1,PTS,MAIZ,2032,31930.245728530703,826.0875499688516,0.9747808296201738,0.02521917037982624
A1,PTS,MAIZ,2033,31922.711254513462,807.8033626801307,0.9753195642620363,0.024680435737963746
A1,PTS,MAIZ,2034,31914.97564999109,783.5444664134883,0.9760373110579891,0.023962688942010923
A1,PTS,MAIZ,2035,31896.980225658583,761.5433808394312,0.9766816347849875,0.023318365215012515
A1,PTS,MAIZ,2036,31871.994486397525,934.2968394565908,0.9715208028186872,0.028479197181312754
A1,PTS,MAIZ,2037,31840.796733776435,1105.612286058465,0.9664421004002941,0.0335578995997059
A1,PTS,MAIZ,2038,31804.077622211607,1276.2773230475566,0.9614188745810159,0.038581125418984064
A1,PTS,MAIZ,2039,31762.4506774277,1446.6926587645844,0.9564369172634473,0.04356308273655274
A1,PTS,MAIZ,2040,31716.46144468614,1617.0379317051206,0.9514891036957732,0.04851089630422678
A1,PTS,MAIZ,2041,31666.59546017584,1788.13327369689,0.946550656921441,0.053449343078558975
A1,PTS,MAIZ,2042,31613.28521034736,1958.614919027123,0.9416590984877443,0.05834090151225568
A1,PTS,MAIZ,2043,31556.916219448914,2128.30371273685,0.9368178768901763,0.06318212310982374
A1,PTS,MAIZ,2044,31497.832384864912,2296.9953906561336,0.9320311555983151,0.06796884440168494
A1,PTS,MAIZ,2045,31436.34066155292,2463.5628955114566,0.927328321410576,0.07267167858942403
A1,PTS,MAIZ,2046,31372.715183521563,2628.698403830233,0.9226885553720601,0.07731144462793993
A1,PTS,MAIZ,2047,31307.200894691952,2791.7280454517645,0.9181285708312925,0.08187142916870749
A1,PTS,MAIZ,2048,31240.016754329677,2952.423744186925,0.9136527343137436,0.08634726568625639
A1,PTS,MAIZ,2049,31171.35857037064,3110.3130322203506,0.9092718386583788,0.0907281613416212
A1,PTS,MAIZ,2050,31101.401507767296,3265.0741273776325,0.9049924652722144,0.09500753472778556
B1,HDS,MAIZ,2022,27720.0,2061.9,0.9307666737179293,0.06923332628207068
B1,HDS,MAIZ,2023,28884.0,2712.1,0.9141634568823368,0.0858365431176632
B1,HDS,MAIZ,2024,29492.0,1363.0,0.9558256360395397,0.04417436396046026
B1,HDS,MAIZ,2025,29896.085159323484,1138.515316094204,0.963314645632509,0.036685354367490985
B1,HDS,MAIZ,2026,30301.129170291184,918.9789873528282,0.970564516217801,0.029435483782198957
B1,HDS,MAIZ,2027,30706.67896186434,1373.954920830151,0.957171827531397,0.04282817246860304
B1,HDS,MAIZ,2028,31112.051543907022,1279.0521109266156,0.9605122405041686,0.03948775949583139
B1,HDS,MAIZ,2029,31516.775563120387,1093.1073726757977,0.9664792610624222,0.03352073893757779
B1,HDS,MAIZ,2030,31920.136873926764,879.5235275645822,0.9731849806736234,0.026815019326376643
B1,HDS,MAIZ,2031,31929.081792197565,845.1146706036438,0.9742140231702446,0.025785976829755364
B1,HDS,MAIZ,2032,31930.24572852905,826.0875499702271,0.9747808296201316,0.025219170379868427
B1,HDS,MAIZ,2033,31922.71125453262,807.803362425349,0.9753195642696428,0.024680435730357164
B1,HDS,MAIZ,2034,31914.975649990894,783.5444664135987,0.9760373110579857,0.023962688942014254
B1,HDS,MAIZ,2035,31896.98022565966,761.5433808383953,0.9766816347850191,0.023318365214980874
B1,HDS,MAIZ,2036,31871.994486399184,934.2968394550396,0.9715208028187345,0.02847919718126546
B1,HDS,MAIZ,2037,31840.796733776537,1105.612286058351,0.9664421004002975,0.033557899599702457
B1,HDS,MAIZ,2038,31804.077622211596,1276.277323047564,0.9614188745810156,0.0385811254189844
B1,HDS,MAIZ,2039,31762.45067742763,1446.692658764886,0.9564369172634385,0.04356308273656151
B1,HDS,MAIZ,2040,31716.46144468546,1617.037931705861,0.9514891036957512,0.04851089630424876
B1,HDS,MAIZ,2041,31666.595460177818,1788.1332736950578,0.9465506569214959,0.05344934307850413
B1,HDS,MAIZ,2042,31613.285210344297,1958.6149190294136,0.9416590984876747,0.058340901512325294
B1,HDS,MAIZ,2043,31556.91621945114,2128.3037127346165,0.9368178768902427,0.06318212310975735
B1,HDS,MAIZ,2044,31497.832384816866,2296.9953907005174,0.9320311555969942,0.06796884440300577
B1,HDS,MAIZ,2045,31436.340661552906,2463.5628955112597,0.9273283214105813,0.0726716785894187
B1,HDS,MAIZ,2046,31372.715183520897,2628.6984038306387,0.9226885553720476,0.07731144462795236
B1,HDS,MAIZ,2047,31307.200894693327,2791.728045450506,0.9181285708313297,0.0818714291686703
B1,HDS,MAIZ,2048,31240.016754330827,2952.4237441858686,0.9136527343137747,0.0863472656862253
B1,HDS,MAIZ,2049,31171.358570371103,3110.313032219882,0.9092718386583925,0.09072816134160755
B1,HDS,MAIZ,2050,31101.40150776941,3265.0741273756157,0.9049924652722732,0.09500753472772683
BS,BS,MAIZ,2022,27720.0,2061.9,0.9307666737179293,0.06923332628207068
BS,BS,MAIZ,2023,28884.0,2712.1,0.9141634568823368,0.0858365431176632
BS,BS,MAIZ,2024,29492.0,1363.0,0.9558256360395397,0.04417436396046026
BS,BS,MAIZ,2025,29896.08515932648,1138.5153160912416,0.9633146456326045,0.036685354367395506
