year,group,annual_kcal_total,population_10k,m_mean,population_scenario,population_projection_source,daily_kcal_per_cap_weighted,xhat_per_cap_weighted
2030,dairyegg,41430919840644.51,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",77.71950444381712,0.03885975222190855
2030,grain,370226776787035.2,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",694.5016363236132,0.3472508181618066
2030,meatsea,221319795014725.72,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",415.169753853191,0.20758487692659547
2030,nonfood,,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,298.94555261844647
2030,oil,121921154392890.31,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",228.70966266449528,0.11435483133224766
2030,vegfruit,61458066423867.57,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",115.28806227112429,0.05764403113556213
2035,dairyegg,44880578600103.09,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",84.5913088925979,0.04229565444629895
2035,grain,337199152860485.75,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",635.55592614125,0.31777796307062506
2035,meatsea,235357500640838.2,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",443.60388519708647,0.2218019425985433
2035,nonfood,,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,373.3339881968978
2035,oil,115731810427884.72,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",218.13233318213713,0.10906616659106856
2035,vegfruit,64419127903547.97,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",121.41773829690067,0.06070886914845033
2050,dairyegg,50699373840831.18,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",99.58839955242448,0.04979419977621224
2050,grain,252801455239365.03,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",496.57600132995043,0.24828800066497522
2050,meatsea,253942730836678.5,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",498.81780042083295,0.24940890021041642
2050,nonfood,,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,653.607780451256
2050,oil,98352671910330.69,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",193.19341532707875,0.09659670766353937
2050,vegfruit,69169518810275.78,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",135.869166703179,0.0679345833515895
