year,group,annual_kcal_total,population_10k,m_mean,population_scenario,population_projection_source,daily_kcal_per_cap_weighted,xhat_per_cap_weighted
2030,dairyegg,33969845315820.98,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",63.723411262250615,0.0318617056311253
2030,grain,356278286989817.5,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",668.3359195365122,0.3341679597682561
2030,meatsea,162615519604926.06,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",305.04747775766674,0.15252373887883336
2030,nonfood,,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,301.20153773720693
2030,oil,135811372087227.75,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",254.76606788004145,0.12738303394002076
2030,vegfruit,57018247660231.18,146050.0427,32016.28412479729,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",106.95948749032328,0.05347974374516164
2035,dairyegg,34218591499711.676,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",64.49550192329932,0.03224775096164966
2035,grain,324648683234627.6,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",611.900690714635,0.30595034535731747
2035,meatsea,160625235091721.0,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",302.74785444853245,0.15137392722426618
2035,nonfood,,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,376.155934946443
2035,oil,136003560460459.02,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",256.3407057630352,0.12817035288151762
2035,vegfruit,57504464900241.48,145358.3009,39493.36249498199,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",108.38492071197822,0.05419246035598912
2050,dairyegg,33652871151569.438,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",66.10408224863812,0.03305204112431905
2050,grain,253052954733728.5,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",497.0700198993025,0.24853500994965128
2050,meatsea,152535802245732.66,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",299.6249316172735,0.14981246580863675
2050,nonfood,,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",,657.4226477483703
2050,oil,132144774573090.78,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",259.5709889882592,0.12978549449412957
2050,vegfruit,56666250319668.234,139476.4799,67659.42739758079,SSP2,"Chen, Y., Guo, F., Wang, J. et al. (2020) Sci Data 7, 83; doi:10.1038/s41597-020-0421-y",111.30909024024159,0.0556545451201208
