variant,model,group,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,0.10600541095054133,0.0,0.27139045793493055,0.27139045793493055,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,8.853047808576457e-05,0.0,0.1256737878990329,0.1256737878990329,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,8.853047808576457e-05,0.0,0.051767427027213715,0.051767427027213715,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,meatsea,0.4306763328825967,0.0,0.03723763078861278,0.03723763078861278,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,0.0205820507374232,0.0,0.022687210643683994,0.022687210643683994,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,0.44255914447326716,1.0,0.08675624544227234,0.08675624544227234,0.0,2.2555518113570088,-3328.578174215037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,0.08380518664626344,0.0,2.148044654815093,0.020271054052471555,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,6.127914463481802e-05,0.0,0.07310035277876478,0.13498149199485202,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,6.127285491533879e-05,0.0,0.004344890457413512,0.060359646553696904,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,meatsea,0.6828205966537284,0.0,0.0070069769880537315,0.07136564048907375,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,0.008239659213448455,0.0,0.001578767850850323,0.03444058570962091,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,0.22501200548700948,1.0,0.08697244688571713,0.0886217918893692,0.49044683587142635,1.549850998166355,-3414.5483026879656,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
