policy,status,batch_year,province,county,unit,product,holder,raw
地理标志,登记,2013.0,广西,,,英家大头菜,钟山县经济作物站,蔬菜
地理标志,登记,2013.0,广西,,,上思香糯,上思县农业技术推广站,粮食
地理标志,登记,2013.0,广西,,,大化大头鱼,大化瑶族自治县水产管理站,水产动物
地理标志,登记,2013.0,重庆,,,南山腊梅,重庆市南岸区南山街道农业服务中心,花卉
地理标志,登记,2013.0,重庆,,,石曹上萝卜,重庆石曹上蔬菜专业合作社,蔬菜
地理标志,登记,2013.0,重庆,,,青草坝萝卜,重庆市合川区龙市镇农业服务中心,蔬菜
地理标志,登记,2013.0,重庆,,,彭水苏麻,重庆市黔中道紫苏种植专业合作社,油料
地理标志,登记,2013.0,重庆,,,城口太白贝母,城口县中药材产业协会,药材
地理标志,登记,2013.0,四川,,,宜宾茵红李,宜宾县领先茵红李专业合作社,果品
地理标志,登记,2013.0,四川,,,汉源雪梨,汉源县农技推广服务中心,果品
地理标志,登记,2013.0,四川,,,西凤脐橙,西充县果技站,果品
地理标志,登记,2013.0,四川,,,米易苦瓜,米易县农牧局经作站,蔬菜
地理标志,登记,2013.0,四川,,,米易山药,米易县农业技术推广站,蔬菜
地理标志,登记,2013.0,贵州,,,黔北黑猪,遵义市黔北黑猪养殖专业合作社,肉类产品
地理标志,登记,2013.0,贵州,,,黔北麻羊,遵义市畜禽品种改良站,肉类产品
地理标志,登记,2013.0,云南,,,普洱咖啡,普洱咖啡协会,热带作物
地理标志,登记,2013.0,云南,,,香格里拉青稞,迪庆香格里拉青稞产业协会,粮食
地理标志,登记,2013.0,陕西,,,山阳核桃,山阳县林特产业发展中心,果品
地理标志,登记,2013.0,陕西,,,秦都红薯,咸阳市秦都区莽塬红红薯农民专业合作社,粮食
地理标志,登记,2013.0,甘肃,,,甘谷大葱,甘肃省甘谷县园艺技术推广站,蔬菜
地理标志,登记,2013.0,甘肃,,,金塔番茄,金塔县农业技术推广中心,蔬菜
地理标志,登记,2013.0,甘肃,,,瓜州枸杞,瓜州县林果科技服务中心,药材
地理标志,登记,2013.0,甘肃,,,清水粉壳蛋,清水县养鸡协会,蛋类产品
地理标志,登记,2013.0,甘肃,,,黄香沟鸡,渭源县南山放养虫草鸡协会,肉类产品
地理标志,登记,2013.0,甘肃,,,环县滩羊,环县养羊协会,肉类产品
地理标志,登记,2013.0,甘肃,,,岷县黑裘皮羊,岷县涌泉养殖专业合作社,肉类产品
地理标志,登记,2013.0,甘肃,,,庆阳黑山羊,庆阳市畜牧技术推广中心,肉类产品
地理标志,登记,2013.0,青海,,,民和旱砂西瓜,民和回族土族自治县菜篮子工程办公室,果品
地理标志,登记,2013.0,青海,,,民和马铃薯,民和回族土族自治县农作物脱毒技术开发中心,粮食
地理标志,登记,2013.0,青海,,,互助青海白牦牛,互助土族自治县畜牧兽医工作站,肉类产品
地理标志,登记,2013.0,青海,,,格尔木蒙古羊,格尔木那棱格勒生态畜牧业专业合作社,肉类产品
地理标志,登记,2013.0,青海,,,民和肉牛,民和回族土族自治县畜牧兽医技术服务中心,肉类产品
地理标志,登记,2013.0,青海,,,甘德牦牛,甘德县畜牧兽医站,肉类产品
地理标志,登记,2013.0,青海,,,玛多藏羊,玛多县畜牧兽医工作站,肉类产品
地理标志,登记,2013.0,宁夏,,,六盘山秦艽,隆德县中药材产业办公室,药材
地理标志,登记,2013.0,宁夏,,,盐池甘草,盐池县中药材站,药材
地理标志,登记,2013.0,新疆,,,托克逊红枣,托克逊县红枣产业协会,果品
地理标志,登记,2013.0,新疆,,,和田阿克恰勒甜瓜,和田市农产品质量安全检测中心,果品
地理标志,登记,2013.0,新疆,,,民丰大枣,民丰县农业技术推广站,果品
地理标志,登记,2013.0,新疆,,,托克逊杏,托克逊县经济林产业协会,果品
地理标志,登记,2013.0,新疆,,,尼雅黑鸡,民丰县畜禽养殖专业合作社,肉类产品
地理标志,登记,2013.0,新疆,,,玛纳斯萨福克羊,玛纳斯县动物疾病预防控制中心,肉类产品
地理标志,登记,2013.0,新疆兵团,,,石河子肉苁蓉,新疆生产建设兵团第八师一四九团,药材
地理标志,登记,2013.0,新疆兵团,,,塔里木垦区马鹿茸,新疆生产建设兵团第二师畜牧兽医工作站,其它畜牧产品
地理标志,登记,2013.0,新疆兵团,,,北屯白斑狗鱼,新疆生产建设兵团第十师水产技术推广站,水产动物
地理标志,登记,2014.0,北京,,,海淀玉巴达杏,北京市海淀区农业科学研究所,果品
地理标志,登记,2014.0,内蒙古,,,河套向日葵,巴彦淖尔市绿色食品发展中心,花卉
地理标志,登记,2014.0,内蒙古,,,鄂托克阿尔巴斯山羊肉,鄂托克旗农牧业产业化综合服务中心,肉类产品
地理标志,登记,2014.0,辽宁,,,盖州尖把梨,盖州市果树技术研究推广中心,果品
地理标志,登记,2014.0,辽宁,,,盖州桃,盖州市果树技术研究推广中心,果品
地理标志,登记,2014.0,大连,,,海洋岛海参,长海县海洋乡渔农业服务站,水产动物
地理标志,登记,2014.0,大连,,,普兰店黄蚬,普兰店市水产技术推广站,水产动物
地理标志,登记,2014.0,大连,,,旅顺海虾米,大连市旅顺口区渔业协会,水产动物
地理标志,登记,2014.0,大连,,,金州海蛎子,大连金州新区渔业协会,水产动物
地理标志,登记,2014.0,黑龙江,,,勃利葡萄,勃利县联友葡萄种植专业合作社,果品
地理标志,登记,2014.0,上海,,,崇明金瓜,上海市崇明区农产品质量安全学会,蔬菜
地理标志,登记,2014.0,江苏,,,淮安蒲菜,淮安市淮安区农副产品协会,蔬菜
地理标志,登记,2014.0,江苏,,,海门香芋,海门市蔬菜生产技术指导站,蔬菜
地理标志,登记,2014.0,江苏,,,阜宁西瓜,阜宁县蔬菜协会,果品
地理标志,登记,2014.0,江苏,,,阳山水蜜桃,无锡市惠山区阳山水蜜桃桃农协会,果品
地理标志,登记,2014.0,江苏,,,泰兴元麦,泰兴市农业科学研究所,粮食
地理标志,登记,2014.0,浙江,,,平阳黄汤茶,平阳县茶叶产业协会,茶叶
地理标志,登记,2014.0,浙江,,,里叶白莲,建德市莲子产业协会,蔬菜
地理标志,登记,2014.0,安徽,,,金寨红茶,金寨县茶叶发展办公室,茶叶
地理标志,登记,2014.0,福建,,,福安芙蓉李,福安市经济作物站,果品
地理标志,登记,2014.0,福建,,,福安刺葡萄,福安市经济作物站,果品
地理标志,登记,2014.0,福建,,,永定红柿,永定县红柿专业技术协会,果品
地理标志,登记,2014.0,江西,,,黎川香榧,黎川县农业技术推广中心,果品
地理标志,登记,2014.0,江西,,,乐安花猪,乐安县农业技术推广服务中心,肉类产品
地理标志,登记,2014.0,山东,,,荣成蜜桃,荣成市绿色食品协会,果品
地理标志,登记,2014.0,山东,,,伟德山板栗,荣成市绿色食品协会,果品
地理标志,登记,2014.0,山东,,,临朐三山峪大山楂,临朐县农民专业合作社联合会,果品
地理标志,登记,2014.0,山东,,,山旺大樱桃,临朐县山旺镇大棚果协会,果品
地理标志,登记,2014.0,山东,,,金鸽山小米,临朐县山旺镇小米协会,粮食
地理标志,登记,2014.0,山东,,,梁山黑猪,梁山县大义和养猪协会,肉类产品
地理标志,登记,2014.0,山东,,,大家洼鳎米鱼,潍坊滨海经济技术开发区渔业协会,水产动物
地理标志,登记,2014.0,河南,,,固始皇姑山茶,固始县兴农茶叶专业合作社,茶叶
地理标志,登记,2014.0,湖北,,,昭君眉豆,兴山县盛世红颜蔬菜专业合作社,蔬菜
地理标志,登记,2014.0,湖北,,,宜都宜红茶,宜都市宜红茶协会,茶叶
地理标志,登记,2014.0,湖北,,,承恩贡米,谷城县茨河镇农业技术推广服务中心,粮食
地理标志,登记,2014.0,湖北,,,泗流山薏苡仁,蕲春县农业技术推广中心,粮食
地理标志,登记,2014.0,湖北,,,石马槽大米,当阳市庙前镇农业服务中心,粮食
地理标志,登记,2014.0,湖北,,,竹山肚倍,竹山县农业技术推广中心,药材
地理标志,登记,2014.0,湖北,,,崇阳野桂花蜜,崇阳县养蜂协会,蜂类产品
地理标志,登记,2014.0,湖北,,,通山乌骨山羊,通山县乌骨山羊养殖协会,肉类产品
地理标志,登记,2014.0,湖北,,,荆州大白刁,荆州市荆州区水产科学研究所,水产动物
地理标志,登记,2014.0,湖南,,,大围山梨,浏阳市果茶业协会,果品
地理标志,登记,2014.0,广东,,,连州菜心,连州市农作物技术推广站,蔬菜
地理标志,登记,2014.0,广东,,,炭步槟榔香芋,广州市花都区炭步镇农业技术推广站,粮食
地理标志,登记,2014.0,广西,,,平南石硖龙眼,平南县农业技术推广中心,果品
地理标志,登记,2014.0,广西,,,都峤山铁皮石斛,广西容县金地铁皮石斛种植专业合作社,药材
地理标志,登记,2014.0,广西,,,东兰乌鸡,东兰县畜牧管理站,肉类产品
地理标志,登记,2014.0,广西,,,西林麻鸭,西林县畜牧技术推广站,肉类产品
地理标志,登记,2014.0,广西,,,恭城竹鼠,恭城瑶族自治县水产畜牧兽医局畜牧与饲料站,肉类产品
地理标志,登记,2014.0,广西,,,合浦文蛤,合浦县水产技术推广站,水产动物
地理标志,登记,2014.0,四川,,,新都柚,成都市新都区农学会,果品
地理标志,登记,2014.0,四川,,,贡井龙都早香柚,自贡市贡井区建设镇农业综合服务中心,果品
地理标志,登记,2014.0,四川,,,云桥圆根萝卜,郫县农业技术推广服务中心,蔬菜
地理标志,登记,2014.0,四川,,,大罗黄花,巴中市巴州区经作站,蔬菜
地理标志,登记,2014.0,四川,,,九寨沟蜂蜜,九寨沟县畜牧工作站,蜂类产品
地理标志,登记,2014.0,四川,,,乐道子鸡,泸州市纳溪区乐道子林下鸡养殖协会,肉类产品
地理标志,登记,2014.0,云南,,,泸西高原梨,泸西县果树站,果品
地理标志,登记,2014.0,云南,,,保山甜柿,保山市经济作物技术推广工作站,果品
地理标志,登记,2014.0,云南,,,麦地湾梨,云龙县园艺工作站,果品
地理标志,登记,2014.0,云南,,,禄劝撒坝猪,禄劝彝族苗族自治县畜牧兽医总站,肉类产品
地理标志,登记,2014.0,云南,,,保山猪,保山市动物卫生监督所,肉类产品
地理标志,登记,2014.0,云南,,,富源大河乌猪,富源县大河乌猪产业发展协会,肉类产品
地理标志,登记,2014.0,云南,,,云龙矮脚鸡,云龙县畜牧工作站,肉类产品
地理标志,登记,2014.0,西藏,,,门隅佛芽·玉罗冈吉,西藏错那县农业综合服务站,茶叶
地理标志,登记,2014.0,西藏,,,隆子黑青稞,隆子县农业技术推广站,粮食
地理标志,登记,2014.0,西藏,,,亚东鲑鱼,西藏亚东县农牧综合服务中心,水产动物
地理标志,登记,2014.0,甘肃,,,武威酿酒葡萄,武威市农业技术推广中心,果品
地理标志,登记,2014.0,甘肃,,,嘉峪关泥沟胡萝卜,嘉峪关市农业技术推广站,蔬菜
地理标志,登记,2014.0,甘肃,,,宕昌黄芪,宕昌县中药材开发服务中心,药材
地理标志,登记,2014.0,青海,,,果洛蕨麻,果洛藏族自治州草原监理站,药材
地理标志,登记,2014.0,青海,,,果洛大黄,果洛藏族自治州草原监理站,药材
地理标志,登记,2014.0,青海,,,久治牦牛,久治县畜牧兽医工作站,肉类产品
地理标志,登记,2014.0,青海,,,刚察藏羊,刚察县特色农畜产品营销会,肉类产品
地理标志,登记,2014.0,青海,,,刚察牦牛,刚察县特色农畜产品营销会,肉类产品
地理标志,登记,2014.0,宁夏,,,六盘山黄芪,隆德县中药材产业办公室,药材
地理标志,登记,2014.0,宁夏,,,泾源黄牛肉,泾源县畜牧技术推广服务中心,肉类产品
地理标志,登记,2014.0,新疆,,,阜康打瓜籽,阜康市阜民打瓜协会,果品
地理标志,登记,2014.0,新疆,,,库车小白杏,库车县林业管理站,果品
地理标志,登记,2014.0,新疆,,,老龙河西瓜,昌吉市农业技术推广中心,果品
地理标志,登记,2014.0,北京,,,延怀河谷葡萄,北京市延庆县葡萄与葡萄酒协会,果品
地理标志,登记,2014.0,河北,,,高碑店黄桃,高碑店市黄桃协会,果品
地理标志,登记,2014.0,河北,,,涉县柴胡,涉县农业技术推广中心,药材
地理标志,登记,2014.0,内蒙古,,,呼伦湖秀丽白虾,呼伦贝尔市水产技术推广站,水产动物
地理标志,登记,2014.0,内蒙古,,,呼伦湖鲤鱼,呼伦贝尔市水产技术推广站,水产动物
地理标志,登记,2014.0,辽宁,,,营口蚕蛹鸡蛋,营口市种畜禽监督管理站,蛋类产品
地理标志,登记,2014.0,黑龙江,,,东宁苹果梨,东宁县果树蔬菜管理总站,果品
地理标志,登记,2014.0,安徽,,,枣树行玉铃铛枣,阜阳市颍泉区宁老庄镇枣树行枣业协会,果品
地理标志,登记,2014.0,安徽,,,亳菊,亳州市中药材种植协会,药材
地理标志,登记,2014.0,安徽,,,南陵圩猪,南陵县畜牧兽医局,肉类产品
地理标志,登记,2014.0,福建,,,顺昌海鲜菇,顺昌县食用菌站,食用菌
地理标志,登记,2014.0,福建,,,寿宁高山茶,寿宁县茶业协会,茶叶
地理标志,登记,2014.0,福建,,,七境茶,罗源县茶叶协会,茶叶
地理标志,登记,2014.0,江西,,,临川金银花,临川区金银花合作协会,茶叶
地理标志,登记,2014.0,江西,,,高安大米,高安市农业技术推广中心,粮食
地理标志,登记,2014.0,山东,,,许营西瓜,聊城高新技术产业开发区许营镇绿色农产品协会,果品
地理标志,登记,2014.0,山东,,,王晋甜瓜,肥城市仪阳镇农业综合服务中心,果品
地理标志,登记,2014.0,山东,,,冠县鸭梨,冠县优质农产品协会,果品
地理标志,登记,2014.0,山东,,,泰山板栗,泰安市板栗协会,果品
地理标志,登记,2014.0,山东,,,临沂沂蒙黑猪,临沂市畜牧站,肉类产品
地理标志,登记,2014.0,山东,,,东阿黑毛驴,东阿县畜牧站,肉类产品
地理标志,登记,2014.0,山东,,,单县青山羊,菏泽鲁西南青山羊（单县）良种繁育研究所,肉类产品
地理标志,登记,2014.0,山东,,,临沂大银鱼,临沂市渔业协会,水产动物
地理标志,登记,2014.0,湖北,,,兴山脐橙,兴山县特产办公室,果品
地理标志,登记,2014.0,湖北,,,清江椪柑,长阳土家族自治县柑橘产业协会,果品
地理标志,登记,2014.0,湖北,,,东巩官米,南漳县东巩官米种植专业协会,粮食
地理标志,登记,2014.0,广西,,,武宣牛心柿,武宣县农业技术推广站,果品
地理标志,登记,2014.0,广西,,,天峨核桃,天峨县无公害水果协会,果品
地理标志,登记,2014.0,广西,,,钦州黄瓜皮,钦州市黄瓜皮行业协会,蔬菜
地理标志,登记,2014.0,广西,,,钦州青蟹,钦州市水产技术推广站,水产动物
地理标志,登记,2014.0,四川,,,乐道子鸡蛋,泸州市纳溪区乐道子林下鸡养殖协会,蛋类产品
地理标志,登记,2014.0,贵州,,,贵定盘江酥李,贵定县农产品质量安全综合检测中心,果品
地理标志,登记,2014.0,贵州,,,牛场辣椒,六枝特区经济作物站,蔬菜
地理标志,登记,2014.0,贵州,,,湾子辣椒,金沙县果蔬站,蔬菜
地理标志,登记,2014.0,贵州,,,紫云花猪,紫云县畜禽品种改良站,肉类产品
地理标志,登记,2014.0,贵州,,,毕节可乐猪,毕节市畜牧技术推广站,肉类产品
地理标志,登记,2014.0,贵州,,,长顺绿壳鸡蛋,长顺县畜禽品种改良站,蛋类产品
地理标志,登记,2014.0,云南,,,红河棕榈,红河县棕榈产业协会,其它植物
地理标志,登记,2014.0,云南,,,腾冲红花油茶油,腾冲县农业技术推广所,油料
地理标志,登记,2014.0,云南,,,文山牛,文山壮族苗族自治州畜牧技术推广工作站,肉类产品
地理标志,登记,2014.0,甘肃,,,徽县紫皮大蒜,徽县紫皮大蒜种植协会,蔬菜
地理标志,登记,2014.0,北京,,,泗家水红头香椿,北京市门头沟区雁翅镇泗家水村香椿协会,蔬菜
地理标志,登记,2014.0,河北,,,黄粱梦小米,邯郸黄粱美梦谷类种植协会,粮食
地理标志,登记,2014.0,河北,,,柏各庄大米,滦南县柏各庄镇农村专业技术协会,粮食
地理标志,登记,2014.0,内蒙古,,,五原灯笼红香瓜,五原县蔬菜办公室,果品
地理标志,登记,2014.0,内蒙古,,,五原黄柿子,五原县蔬菜办公室,蔬菜
地理标志,登记,2014.0,内蒙古,,,五原小麦,五原县农业技术推广中心,粮食
地理标志,登记,2014.0,内蒙古,,,鄂尔多斯黄河鲤鱼,鄂尔多斯市水产管理站,水产动物
地理标志,登记,2014.0,内蒙古,,,鄂尔多斯黄河鲶鱼,鄂尔多斯市水产管理站,水产动物
地理标志,登记,2014.0,内蒙古,,,呼伦湖白鱼,呼伦贝尔市水产技术推广站,水产动物
地理标志,登记,2014.0,内蒙古,,,呼伦湖小白鱼,呼伦贝尔市水产技术推广站,水产动物
地理标志,登记,2014.0,辽宁,,,锦州苹果,锦州市果树工作总站,果品
地理标志,登记,2014.0,辽宁,,,化石戈小米,阜新蒙古族自治县现代农业发展服务中心,粮食
地理标志,登记,2014.0,辽宁,,,辽阳大果榛子,辽阳县榛子产业协会,果品
地理标志,登记,2014.0,大连,,,瓦房店黄元帅苹果,瓦房店市许屯镇水果储藏协会,果品
地理标志,登记,2014.0,大连,,,庄河大米,庄河市农业技术推广中心,粮食
地理标志,登记,2014.0,黑龙江,,,林口滑子蘑,林口县农业技术推广中心,食用菌
地理标志,登记,2014.0,黑龙江,,,杨树小米,哈尔滨市阿城区金源绿色农畜产品协会,粮食
地理标志,登记,2014.0,黑龙江,,,牡丹江油豆角,牡丹江市农业技术推广总站,蔬菜
地理标志,登记,2014.0,黑龙江,,,穆棱黑木耳,穆棱市食用菌协会,食用菌
地理标志,登记,2014.0,黑龙江,,,穆棱冻蘑,穆棱市食用菌协会,食用菌
地理标志,登记,2014.0,黑龙江,,,五大连池大米,五大连池市种子管理站,粮食
地理标志,登记,2014.0,黑龙江,,,五大连池大豆,五大连池市种子管理站,粮食
地理标志,登记,2014.0,浙江,,,龙泉金观音,龙泉市茶叶产业协会,茶叶
地理标志,登记,2014.0,浙江,,,庆元灰树花,庆元县食用菌管理局,食用菌
地理标志,登记,2014.0,浙江,,,金华佛手,金华佛手产业协会,药材
地理标志,登记,2014.0,安徽,,,中垾番茄,巢湖市中垾镇蔬菜行业协会,蔬菜
地理标志,登记,2014.0,安徽,,,无为螃蟹,无为县螃蟹产销协会,水产动物
地理标志,登记,2014.0,江西,,,东乡白花蛇舌草,东乡县白花蛇舌草行业协会,药材
地理标志,登记,2014.0,山东,,,张庄油栗,邹城市张庄镇油栗协会,果品
地理标志,登记,2014.0,山东,,,新泰芹菜,新泰市农村合作经济组织联合会,蔬菜
地理标志,登记,2014.0,山东,,,阳谷朝天椒,阳谷县农业产业化协会,蔬菜
地理标志,登记,2014.0,山东,,,东阿鱼山大米,东阿县鱼山大米种植协会,粮食
地理标志,登记,2014.0,山东,,,高唐栝蒌,高唐县优质特色农产品协会,药材
地理标志,登记,2014.0,山东,,,苍山大蒜,兰陵县农业科学研究所,蔬菜
地理标志,登记,2014.0,山东,,,高庄芹菜,莱芜市莱城区明利特色蔬菜种植协会,蔬菜
地理标志,登记,2014.0,山东,,,贾寨葡萄,茌平县贾寨镇葡萄协会,果品
地理标志,登记,2014.0,山东,,,五井山柿,临朐县五井镇柿饼协会,果品
地理标志,登记,2014.0,山东,,,莱阳五龙河鲤,莱阳市渔业技术推广站,水产动物
地理标志,登记,2014.0,山东,,,莱阳五龙河河蚬,莱阳市渔业技术推广站,水产动物
地理标志,登记,2014.0,山东,,,莱阳缢蛏,莱阳市渔业技术推广站,水产动物
地理标志,登记,2014.0,山东,,,东平湖大青虾,东平县第一淡水养殖试验场,水产动物
地理标志,登记,2014.0,青岛,,,洪兰菠菜,平度市南村镇农业服务中心,蔬菜
地理标志,登记,2014.0,河南,,,新乡小麦,新乡市种子管理站,粮食
地理标志,登记,2014.0,湖北,,,蔡甸藜蒿,武汉市蔡甸区蔬菜科技推广站,蔬菜
地理标志,登记,2014.0,湖北,,,双莲荸荠,当阳市王店镇农业服务中心,蔬菜
地理标志,登记,2014.0,湖北,,,钟祥香菇,钟祥市食用菌协会,食用菌
地理标志,登记,2014.0,湖北,,,钟祥皮蛋,钟祥市蛋品产业协会,蛋类产品
地理标志,登记,2014.0,湖北,,,麻城辣椒,麻城市蔬菜协会,蔬菜
地理标志,登记,2014.0,湖北,,,张湾汉江樱桃,十堰市张湾区农业技术服务中心,果品
地理标志,登记,2014.0,湖北,,,磨坪贡茶,南漳县磨坪贡茶种植专业协会,茶叶
地理标志,登记,2014.0,湖南,,,靖州茯苓,靖州苗族侗族自治县茯苓协会,药材
地理标志,登记,2014.0,湖南,,,城头山大米,澧县城头山村特种水稻种植协会,粮食
地理标志,登记,2014.0,湖南,,,桃源鸡,桃源县畜牧兽医水产技术推广站,肉类产品
地理标志,登记,2014.0,广西,,,覃塘莲藕,贵港市覃塘区农业技术推广中心,蔬菜
地理标志,登记,2014.0,广西,,,桂林桂花茶,桂林市茶叶协会,茶叶
地理标志,登记,2014.0,广西,,,开山白毛茶,八步区农业技术推广中心,茶叶
地理标志,登记,2014.0,广西,,,平乐石崖茶,平乐县农业技术推广中心,茶叶
地理标志,登记,2014.0,广西,,,金秀红茶,金秀瑶族自治县水果茶叶技术指导站,茶叶
地理标志,登记,2014.0,重庆,,,垫江白柚,垫江县果品蔬菜管理站,果品
地理标志,登记,2014.0,重庆,,,太和胡萝卜,重庆市合川区蔬菜技术指导站,蔬菜
地理标志,登记,2014.0,重庆,,,合川湖皱丝瓜,重庆市合川区蔬菜技术指导站,蔬菜
地理标志,登记,2014.0,重庆,,,故陵椪柑,云阳县故陵镇农业服务中心,果品
地理标志,登记,2014.0,四川,,,木里皱皮柑,木里藏族自治县经济作物管理站,果品
地理标志,登记,2014.0,四川,,,中坝草莓,攀枝花市仁和区草莓协会,果品
地理标志,登记,2014.0,四川,,,大英白柠檬,大英县河边镇农业服务中心,果品
地理标志,登记,2014.0,四川,,,汉源樱桃,汉源县农技推广服务中心,果品
地理标志,登记,2014.0,四川,,,任市板鸭,开江县家禽产业协会,肉类产品
地理标志,登记,2014.0,四川,,,西坝生姜,乐山市五通桥区农业技术推广中心,蔬菜
地理标志,登记,2014.0,四川,,,筠连红茶,四川省筠连县农业局茶叶站,茶叶
地理标志,登记,2014.0,四川,,,九龙牦牛,九龙县畜牧站,肉类产品
地理标志,登记,2014.0,四川,,,丹巴香猪腿,丹巴县动物疾病预防控制中心,肉类产品
地理标志,登记,2014.0,四川,,,黑水凤尾鸡,黑水县畜牧兽医局畜牧工作站,肉类产品
地理标志,登记,2014.0,四川,,,黑水中蜂蜜,黑水县畜牧兽医局畜牧工作站,蜂类产品
地理标志,登记,2014.0,贵州,,,凤冈锌硒茶,凤冈县茶叶协会,茶叶
地理标志,登记,2014.0,贵州,,,湄潭翠芽,贵州省湄潭县茶业协会,茶叶
地理标志,登记,2014.0,贵州,,,金沙贡茶,金沙县农业技术推广站,茶叶
地理标志,登记,2014.0,云南,,,普洱瓢鸡,普洱市畜牧工作站,肉类产品
地理标志,登记,2014.0,云南,,,滇陆猪,陆良县滇陆猪研究所,肉类产品
地理标志,登记,2014.0,云南,,,罗平黄山羊,罗平县畜禽改良工作站,肉类产品
地理标志,登记,2014.0,云南,,,诺邓火腿,云龙县畜牧工作站,肉类产品
地理标志,登记,2014.0,陕西,,,长安草莓,西安市长安区农业技术推广中心,果品
地理标志,登记,2014.0,陕西,,,兴平大蒜,兴平市园艺站,蔬菜
地理标志,登记,2014.0,甘肃,,,哈尔腾哈萨克羊,阿克塞哈萨克族自治县阿勒腾乡养殖协会,肉类产品
地理标志,登记,2014.0,青海,,,唐古拉牦牛,格尔木市畜牧兽医工作站,肉类产品
地理标志,登记,2014.0,青海,,,唐古拉藏羊,格尔木市畜牧兽医工作站,肉类产品
地理标志,登记,2014.0,青海,,,湟中燕麦,西宁市湟中区畜牧兽医站,粮食
地理标志,登记,2014.0,青海,,,祁连牦牛,祁连县畜牧业协会,肉类产品
地理标志,登记,2014.0,青海,,,祁连藏羊,祁连县畜牧业协会,肉类产品
地理标志,登记,2014.0,宁夏,,,盐池谷子,盐池县种子管理站,粮食
地理标志,登记,2014.0,宁夏,,,盐池糜子,盐池县种子管理站,粮食
地理标志,登记,2014.0,新疆兵团,,,新疆兵团六团苹果,新疆生产建设兵团第一师六团,果品
地理标志,登记,2014.0,新疆兵团,,,乌尔禾垦区白兰瓜,新疆生产建设兵团第七师一三七团,果品
地理标志,登记,2014.0,新疆兵团,,,新疆兵团四十八团红枣,新疆生产建设兵团第三师四十八团,果品
地理标志,登记,2015.0,北京,,,京西稻,北京市海淀区上庄镇农业综合服务中心,粮食
地理标志,登记,2015.0,北京,,,庞各庄金把黄鸭梨,北京市大兴区庞各庄镇农业综合服务中心,果品
地理标志,登记,2015.0,天津,,,桑梓西瓜,天津市蓟县农业蔬菜技术服务站,果品
地理标志,登记,2015.0,河北,,,肥乡圆葱,河北省肥乡县农业技术推广中心,蔬菜
地理标志,登记,2015.0,山西,,,绛县大樱桃,绛县特色农产品发展协会,果品
地理标志,登记,2015.0,山西,,,绛县山楂,绛县特色农产品发展协会,果品
地理标志,登记,2015.0,山西,,,岚县马铃薯,岚县农业技术站,蔬菜
地理标志,登记,2015.0,山西,,,平定荆花蜂蜜,平定县蜂业协会,蜂类产品
地理标志,登记,2015.0,辽宁,,,桓仁京租大米,桓仁满族自治县农业技术推广中心,粮食
地理标志,登记,2015.0,辽宁,,,大伙房水库鲤鱼,抚顺市水产学会,水产动物
地理标志,登记,2015.0,辽宁,,,大伙房水库鳙鱼,抚顺市水产学会,水产动物
地理标志,登记,2015.0,大连,,,虎平岛海参,大连市旅顺口区渔业协会,水产动物
地理标志,登记,2015.0,黑龙江,,,牡丹江金红苹果,牡丹江市农业技术推广总站,果品
地理标志,登记,2015.0,黑龙江,,,五大连池面粉,五大连池市种子管理站,粮食
地理标志,登记,2015.0,黑龙江,,,佳木斯大米,佳木斯市优质农产品行业协会,粮食
地理标志,登记,2015.0,上海,,,马陆葡萄,上海市嘉定区马陆镇农业服务中心,果品
地理标志,登记,2015.0,上海,,,亭林雪瓜,上海市金山区亭林镇农业技术推广服务站,果品
地理标志,登记,2015.0,江苏,,,镇江江蟹,镇江市江鲜产业协会,水产动物
地理标志,登记,2015.0,浙江,,,湖州湖羊,湖州市畜牧兽医局,肉类产品
地理标志,登记,2015.0,安徽,,,三十岗西瓜,合肥市庐阳区三十岗乡瓜果协会,果品
地理标志,登记,2015.0,安徽,,,舒城小兰花,舒城县茶叶产业协会,茶叶
地理标志,登记,2015.0,福建,,,泉州龙眼,泉州市龙眼行业协会,果品
地理标志,登记,2015.0,福建,,,将乐竹荪,将乐县食用菌协会,食用菌
地理标志,登记,2015.0,福建,,,南平烤烟,南平市烟草学会,烟草
地理标志,登记,2015.0,山东,,,日照绿茶,日照市茶叶技术推广中心,茶叶
地理标志,登记,2015.0,山东,,,祁家芹菜,桓台翠海生态农业种植协会,蔬菜
地理标志,登记,2015.0,山东,,,北园大卧龙莲藕,济南鹊山龙湖生态农业科技种植协会,蔬菜
地理标志,登记,2015.0,山东,,,乐陵金丝小枣,乐陵市小枣加工销售行业协会,果品
地理标志,登记,2015.0,山东,,,临清椹果,临清市黄河故道椹果协会,果品
地理标志,登记,2015.0,山东,,,乳山樱桃,乳山市农业环境保护站,果品
地理标志,登记,2015.0,山东,,,荣成西洋参,荣成市绿色食品协会,药材
地理标志,登记,2015.0,青岛,,,海青茶,青岛市黄岛区海青镇农业服务中心,茶叶
地理标志,登记,2015.0,河南,,,新野甘蓝,新野县蔬菜专业技术协会,蔬菜
地理标志,登记,2015.0,湖北,,,郧西山葡萄,郧西县农业技术推广中心,果品
地理标志,登记,2015.0,湖北,,,秭归夏橙,秭归县柑橘协会,果品
地理标志,登记,2015.0,湖北,,,李集香葱,武汉市新洲区李集香葱种植协会,蔬菜
