省份,城市,区县,year,n_agri_firms,agri_cap_wan,n_coop
四川省,达州市,达川区,2020,881,93465.1,65
四川省,达州市,达川区,2021,780,306429.76,36
四川省,达州市,达川区,2022,646,93565.69,24
四川省,达州市,达川区,2023,461,607850.9,11
四川省,达州市,达州经济开发区,2011,2,0.006,0
四川省,达州市,达州经济开发区,2012,3,0.01,0
四川省,达州市,达州经济开发区,2014,4,12580.0,0
四川省,达州市,达州经济开发区,2015,4,5122.0,0
四川省,达州市,达州经济开发区,2016,29,9140.0095,0
四川省,达州市,达州经济开发区,2017,31,1175.08683,0
四川省,达州市,达州经济开发区,2018,28,1850.011,0
四川省,达州市,达州经济开发区,2019,23,870.0,0
四川省,达州市,达州经济开发区,2020,13,701.0,0
四川省,达州市,达州经济开发区,2021,4,195.0,0
四川省,达州市,达州经济开发区,2022,6,137.8,0
四川省,达州市,达州经济开发区,2023,1,10.0,0
四川省,达州市,通川区,2010,160,18475.41678,11
四川省,达州市,通川区,2011,181,37446.71262,18
四川省,达州市,通川区,2012,208,32067.02103,18
四川省,达州市,通川区,2013,187,43715.559365,35
四川省,达州市,通川区,2014,322,104137.81289999999,62
四川省,达州市,通川区,2015,350,241924.15785000002,37
四川省,达州市,通川区,2016,468,168996.48225,125
四川省,达州市,通川区,2017,528,78889.73799000001,69
四川省,达州市,通川区,2018,505,36767.9096,40
四川省,达州市,通川区,2019,751,78252.0,45
四川省,达州市,通川区,2020,862,135397.0012,32
四川省,达州市,通川区,2021,701,75432.8,21
四川省,达州市,通川区,2022,615,79415.277,11
四川省,达州市,通川区,2023,334,51827.0,1
四川省,遂宁市,大英县,2010,126,35038.018168,36
四川省,遂宁市,大英县,2011,121,75458.33701,34
四川省,遂宁市,大英县,2012,214,45896.4438,31
四川省,遂宁市,大英县,2013,189,61275.876630000006,35
四川省,遂宁市,大英县,2014,160,60119.46359,25
四川省,遂宁市,大英县,2015,215,34211.52208,25
四川省,遂宁市,大英县,2016,270,66050.20856,72
四川省,遂宁市,大英县,2017,257,51719.04055,61
四川省,遂宁市,大英县,2018,247,20597.30125,59
四川省,遂宁市,大英县,2019,283,14662.2,62
四川省,遂宁市,大英县,2020,713,42621.9683,48
四川省,遂宁市,大英县,2021,676,38347.68,13
四川省,遂宁市,大英县,2022,384,32183.4011,19
四川省,遂宁市,大英县,2023,137,8882.6,6
四川省,遂宁市,安居区,2010,235,13502.47763,71
四川省,遂宁市,安居区,2011,262,18635.69388,73
四川省,遂宁市,安居区,2012,295,40099.00708,90
四川省,遂宁市,安居区,2013,356,44964.892700000004,61
四川省,遂宁市,安居区,2014,310,55958.612850000005,71
四川省,遂宁市,安居区,2015,319,61825.5822,71
四川省,遂宁市,安居区,2016,506,96013.9525,133
四川省,遂宁市,安居区,2017,469,114852.66664999998,113
四川省,遂宁市,安居区,2018,400,50194.6752,85
四川省,遂宁市,安居区,2019,478,51577.35,64
四川省,遂宁市,安居区,2020,661,44174.4,48
四川省,遂宁市,安居区,2021,588,31951.1532,28
四川省,遂宁市,安居区,2022,485,52755.0,25
四川省,遂宁市,安居区,2023,1168,150118.8,17
四川省,遂宁市,射洪市,2010,177,30935.16715,43
四川省,遂宁市,射洪市,2011,211,30886.00428,68
四川省,遂宁市,射洪市,2012,252,37292.28608,36
四川省,遂宁市,射洪市,2013,233,36884.5186,39
四川省,遂宁市,射洪市,2014,292,55399.88685,37
四川省,遂宁市,射洪市,2015,407,36148.91307,32
四川省,遂宁市,射洪市,2016,403,33814.02586,80
四川省,遂宁市,射洪市,2017,544,56399.10094999999,112
四川省,遂宁市,射洪市,2018,573,40774.4628,79
四川省,遂宁市,射洪市,2019,564,52183.27,64
四川省,遂宁市,射洪市,2020,712,64783.1003,113
四川省,遂宁市,射洪市,2021,593,48412.9,47
四川省,遂宁市,射洪市,2022,486,112490.431,26
四川省,遂宁市,射洪市,2023,1272,14002.1,12
四川省,遂宁市,船山区,2010,163,22865.608630000002,24
四川省,遂宁市,船山区,2011,182,24238.46643,27
四川省,遂宁市,船山区,2012,239,29317.84527,28
四川省,遂宁市,船山区,2013,271,42630.67482,39
四川省,遂宁市,船山区,2014,276,80188.1462,29
四川省,遂宁市,船山区,2015,361,52509.651555000004,42
四川省,遂宁市,船山区,2016,485,58776.05575,82
四川省,遂宁市,船山区,2017,447,62224.367564,44
四川省,遂宁市,船山区,2018,400,44049.543450000005,31
四川省,遂宁市,船山区,2019,483,23115.100300000002,18
四川省,遂宁市,船山区,2020,716,56080.1,87
四川省,遂宁市,船山区,2021,586,46211.3,34
四川省,遂宁市,船山区,2022,532,64426.24,31
四川省,遂宁市,船山区,2023,301,12623.5,20
四川省,遂宁市,蓬溪县,2010,166,18778.96102,39
四川省,遂宁市,蓬溪县,2011,141,25892.51804,41
四川省,遂宁市,蓬溪县,2012,181,21038.776100000003,38
四川省,遂宁市,蓬溪县,2013,177,40528.5224,61
四川省,遂宁市,蓬溪县,2014,266,87034.09657,64
四川省,遂宁市,蓬溪县,2015,507,102594.55898,120
四川省,遂宁市,蓬溪县,2016,538,84312.25080000001,151
四川省,遂宁市,蓬溪县,2017,540,89146.28752,115
四川省,遂宁市,蓬溪县,2018,429,80433.01045,93
四川省,遂宁市,蓬溪县,2019,493,57875.0001,70
四川省,遂宁市,蓬溪县,2020,647,58018.5,73
四川省,遂宁市,蓬溪县,2021,673,49811.78,62
四川省,遂宁市,蓬溪县,2022,429,30721.8,42
四川省,遂宁市,蓬溪县,2023,184,17311.8,23
四川省,阿坝藏族羌族自治州,九寨沟县,2010,35,3947.8129,15
四川省,阿坝藏族羌族自治州,九寨沟县,2011,24,716.9418000000001,14
四川省,阿坝藏族羌族自治州,九寨沟县,2012,32,6435.1131000000005,11
四川省,阿坝藏族羌族自治州,九寨沟县,2013,35,2841.0142,11
四川省,阿坝藏族羌族自治州,九寨沟县,2014,79,14917.7265,54
四川省,阿坝藏族羌族自治州,九寨沟县,2015,106,18467.22924,65
四川省,阿坝藏族羌族自治州,九寨沟县,2016,143,26389.6444,96
四川省,阿坝藏族羌族自治州,九寨沟县,2017,157,25026.25279,93
四川省,阿坝藏族羌族自治州,九寨沟县,2018,263,18244.3785,205
四川省,阿坝藏族羌族自治州,九寨沟县,2019,77,12440.6,28
四川省,阿坝藏族羌族自治州,九寨沟县,2020,137,8587.0,10
四川省,阿坝藏族羌族自治州,九寨沟县,2021,114,8254.5,5
四川省,阿坝藏族羌族自治州,九寨沟县,2022,85,5682.3,7
四川省,阿坝藏族羌族自治州,九寨沟县,2023,36,1849.5,2
四川省,阿坝藏族羌族自治州,壤塘县,2010,14,104.38260999999999,6
四川省,阿坝藏族羌族自治州,壤塘县,2011,12,438.5516,6
四川省,阿坝藏族羌族自治州,壤塘县,2012,5,1.30065,1
四川省,阿坝藏族羌族自治州,壤塘县,2013,11,52.3367,2
四川省,阿坝藏族羌族自治州,壤塘县,2014,17,1540.3310000000001,7
四川省,阿坝藏族羌族自治州,壤塘县,2015,14,1743.0607,3
四川省,阿坝藏族羌族自治州,壤塘县,2016,18,7289.85,10
四川省,阿坝藏族羌族自治州,壤塘县,2017,24,2816.4588000000003,8
四川省,阿坝藏族羌族自治州,壤塘县,2018,85,1266.15,72
四川省,阿坝藏族羌族自治州,壤塘县,2019,22,1616.78,6
四川省,阿坝藏族羌族自治州,壤塘县,2020,28,2158.0,6
四川省,阿坝藏族羌族自治州,壤塘县,2021,44,4696.6,8
四川省,阿坝藏族羌族自治州,壤塘县,2022,15,1288.3,2
四川省,阿坝藏族羌族自治州,壤塘县,2023,9,550.0,1
四川省,阿坝藏族羌族自治州,小金县,2010,51,7302.6351,6
四川省,阿坝藏族羌族自治州,小金县,2011,74,6919.9038,48
四川省,阿坝藏族羌族自治州,小金县,2012,60,8314.683200000001,40
四川省,阿坝藏族羌族自治州,小金县,2013,86,12893.8248,64
四川省,阿坝藏族羌族自治州,小金县,2014,102,13449.2332,73
四川省,阿坝藏族羌族自治州,小金县,2015,164,26594.5396,100
四川省,阿坝藏族羌族自治州,小金县,2016,178,21692.5198,124
四川省,阿坝藏族羌族自治州,小金县,2017,150,25809.1015,92
四川省,阿坝藏族羌族自治州,小金县,2018,231,13604.9385,158
四川省,阿坝藏族羌族自治州,小金县,2019,105,14189.1,37
四川省,阿坝藏族羌族自治州,小金县,2020,177,17080.5,41
四川省,阿坝藏族羌族自治州,小金县,2021,166,13189.8,34
四川省,阿坝藏族羌族自治州,小金县,2022,108,7345.0,15
四川省,阿坝藏族羌族自治州,小金县,2023,51,4161.2,8
四川省,阿坝藏族羌族自治州,松潘县,2010,34,4797.14478,1
四川省,阿坝藏族羌族自治州,松潘县,2011,40,1607.0215249999999,4
四川省,阿坝藏族羌族自治州,松潘县,2012,48,4239.5120799999995,10
四川省,阿坝藏族羌族自治州,松潘县,2013,51,7559.7201000000005,19
四川省,阿坝藏族羌族自治州,松潘县,2014,89,8721.5907,51
四川省,阿坝藏族羌族自治州,松潘县,2015,110,14882.739398,53
四川省,阿坝藏族羌族自治州,松潘县,2016,103,19090.7911,46
四川省,阿坝藏族羌族自治州,松潘县,2017,94,8309.31683,43
四川省,阿坝藏族羌族自治州,松潘县,2018,277,14302.305999999999,215
四川省,阿坝藏族羌族自治州,松潘县,2019,93,7699.0,33
四川省,阿坝藏族羌族自治州,松潘县,2020,79,11927.0,23
四川省,阿坝藏族羌族自治州,松潘县,2021,138,14624.1,19
四川省,阿坝藏族羌族自治州,松潘县,2022,300,16060.0,18
四川省,阿坝藏族羌族自治州,松潘县,2023,145,3851.8,5
四川省,阿坝藏族羌族自治州,汶川县,2010,54,7401.17129,21
四川省,阿坝藏族羌族自治州,汶川县,2011,156,19495.823350000002,116
四川省,阿坝藏族羌族自治州,汶川县,2012,133,11601.5253,106
四川省,阿坝藏族羌族自治州,汶川县,2013,236,26603.396650000002,107
四川省,阿坝藏族羌族自治州,汶川县,2014,159,31760.3014,108
四川省,阿坝藏族羌族自治州,汶川县,2015,174,23710.2999,91
四川省,阿坝藏族羌族自治州,汶川县,2016,161,26331.24405,76
四川省,阿坝藏族羌族自治州,汶川县,2017,145,22729.35049,65
四川省,阿坝藏族羌族自治州,汶川县,2018,123,14932.626180000001,44
四川省,阿坝藏族羌族自治州,汶川县,2019,107,19039.8,29
四川省,阿坝藏族羌族自治州,汶川县,2020,187,31812.0,22
四川省,阿坝藏族羌族自治州,汶川县,2021,223,23056.79,10
四川省,阿坝藏族羌族自治州,汶川县,2022,110,8615.3051,14
四川省,阿坝藏族羌族自治州,汶川县,2023,46,13133.5,6
四川省,阿坝藏族羌族自治州,理县,2010,23,2499.0006,17
四川省,阿坝藏族羌族自治州,理县,2011,67,2077.89915,47
四川省,阿坝藏族羌族自治州,理县,2012,73,8025.836300000001,38
四川省,阿坝藏族羌族自治州,理县,2013,58,3625.5327,29
四川省,阿坝藏族羌族自治州,理县,2014,60,8476.065,36
四川省,阿坝藏族羌族自治州,理县,2015,73,9319.64975,38
四川省,阿坝藏族羌族自治州,理县,2016,121,13010.5416,81
四川省,阿坝藏族羌族自治州,理县,2017,112,13078.63355,81
四川省,阿坝藏族羌族自治州,理县,2018,104,13928.9,66
四川省,阿坝藏族羌族自治州,理县,2019,77,11983.4,38
四川省,阿坝藏族羌族自治州,理县,2020,187,21889.0,84
四川省,阿坝藏族羌族自治州,理县,2021,116,10680.5,40
四川省,阿坝藏族羌族自治州,理县,2022,82,6123.0,22
四川省,阿坝藏族羌族自治州,理县,2023,32,3131.0,9
四川省,阿坝藏族羌族自治州,红原县,2010,25,1723.7048,4
四川省,阿坝藏族羌族自治州,红原县,2011,21,459.80229999999995,10
四川省,阿坝藏族羌族自治州,红原县,2012,12,4239.5,5
四川省,阿坝藏族羌族自治州,红原县,2013,23,2542.0235000000002,12
四川省,阿坝藏族羌族自治州,红原县,2014,20,3150.0132,2
四川省,阿坝藏族羌族自治州,红原县,2015,14,611.915,1
四川省,阿坝藏族羌族自治州,红原县,2016,16,1661.4207,5
四川省,阿坝藏族羌族自治州,红原县,2017,24,2264.059506,4
四川省,阿坝藏族羌族自治州,红原县,2018,86,9982.6,63
四川省,阿坝藏族羌族自治州,红原县,2019,33,11315.0,6
四川省,阿坝藏族羌族自治州,红原县,2020,54,3150.0,2
四川省,阿坝藏族羌族自治州,红原县,2021,56,7615.3,7
四川省,阿坝藏族羌族自治州,红原县,2022,26,1627.0,6
四川省,阿坝藏族羌族自治州,红原县,2023,47,3155.0,3
四川省,阿坝藏族羌族自治州,若尔盖县,2010,14,1074.7003,6
四川省,阿坝藏族羌族自治州,若尔盖县,2011,22,5744.3296,5
四川省,阿坝藏族羌族自治州,若尔盖县,2012,24,3045.0056,14
四川省,阿坝藏族羌族自治州,若尔盖县,2013,30,3888.9825,19
四川省,阿坝藏族羌族自治州,若尔盖县,2014,49,8940.97029,34
四川省,阿坝藏族羌族自治州,若尔盖县,2015,44,5241.3535999999995,20
四川省,阿坝藏族羌族自治州,若尔盖县,2016,61,9738.8011,39
四川省,阿坝藏族羌族自治州,若尔盖县,2017,143,20852.6638,116
四川省,阿坝藏族羌族自治州,若尔盖县,2018,108,20636.2024,63
四川省,阿坝藏族羌族自治州,若尔盖县,2019,81,10393.0,22
四川省,阿坝藏族羌族自治州,若尔盖县,2020,871,23538.3,55
四川省,阿坝藏族羌族自治州,若尔盖县,2021,368,44800.3,39
四川省,阿坝藏族羌族自治州,若尔盖县,2022,93,7548.0,19
四川省,阿坝藏族羌族自治州,若尔盖县,2023,52,6166.0,16
四川省,阿坝藏族羌族自治州,茂县,2010,41,3686.32033,6
四川省,阿坝藏族羌族自治州,茂县,2011,64,8304.23645,29
四川省,阿坝藏族羌族自治州,茂县,2012,59,8428.419635,27
四川省,阿坝藏族羌族自治州,茂县,2013,42,4266.48863,15
四川省,阿坝藏族羌族自治州,茂县,2014,95,14724.46351,28
四川省,阿坝藏族羌族自治州,茂县,2015,121,20264.565850000003,48
四川省,阿坝藏族羌族自治州,茂县,2016,151,26754.0311,59
四川省,阿坝藏族羌族自治州,茂县,2017,160,16945.4782,60
四川省,阿坝藏族羌族自治州,茂县,2018,152,14161.0548,48
四川省,阿坝藏族羌族自治州,茂县,2019,127,11729.46,32
四川省,阿坝藏族羌族自治州,茂县,2020,220,21913.0,17
四川省,阿坝藏族羌族自治州,茂县,2021,284,19111.38,15
四川省,阿坝藏族羌族自治州,茂县,2022,141,11938.0005,17
四川省,阿坝藏族羌族自治州,茂县,2023,71,3327.0,4
四川省,阿坝藏族羌族自治州,金川县,2010,21,1369.75345,10
四川省,阿坝藏族羌族自治州,金川县,2011,38,5539.7527,30
四川省,阿坝藏族羌族自治州,金川县,2012,58,5010.0558,44
四川省,阿坝藏族羌族自治州,金川县,2013,65,13838.379200000001,55
四川省,阿坝藏族羌族自治州,金川县,2014,107,13757.996599999999,81
四川省,阿坝藏族羌族自治州,金川县,2015,195,33535.5447,136
四川省,阿坝藏族羌族自治州,金川县,2016,235,41892.21365,150
四川省,阿坝藏族羌族自治州,金川县,2017,169,24820.2229,71
四川省,阿坝藏族羌族自治州,金川县,2018,131,8985.640300000001,38
四川省,阿坝藏族羌族自治州,金川县,2019,122,9689.13,26
四川省,阿坝藏族羌族自治州,金川县,2020,116,11202.5131,32
四川省,阿坝藏族羌族自治州,金川县,2021,154,10220.5,12
四川省,阿坝藏族羌族自治州,金川县,2022,84,3753.0,8
四川省,阿坝藏族羌族自治州,金川县,2023,19,357.05,1
四川省,阿坝藏族羌族自治州,阿坝县,2010,39,17.100679999999997,2
四川省,阿坝藏族羌族自治州,阿坝县,2011,2,92.9,1
四川省,阿坝藏族羌族自治州,阿坝县,2012,35,611.8018199999999,4
四川省,阿坝藏族羌族自治州,阿坝县,2013,22,4619.0031500000005,6
四川省,阿坝藏族羌族自治州,阿坝县,2014,37,10089.336800000001,8
四川省,阿坝藏族羌族自治州,阿坝县,2015,42,6141.8075,13
四川省,阿坝藏族羌族自治州,阿坝县,2016,91,27639.356481,23
四川省,阿坝藏族羌族自治州,阿坝县,2017,89,27087.91565,38
四川省,阿坝藏族羌族自治州,阿坝县,2018,137,428731.8003,96
四川省,阿坝藏族羌族自治州,阿坝县,2019,50,5936.00006,12
四川省,阿坝藏族羌族自治州,阿坝县,2020,85,10523.0,13
四川省,阿坝藏族羌族自治州,阿坝县,2021,126,9973.0,18
四川省,阿坝藏族羌族自治州,阿坝县,2022,66,3052.3,4
四川省,阿坝藏族羌族自治州,阿坝县,2023,20,990.0,0
四川省,阿坝藏族羌族自治州,马尔康市,2010,48,7359.37201,7
四川省,阿坝藏族羌族自治州,马尔康市,2011,31,1550.0379500000001,7
四川省,阿坝藏族羌族自治州,马尔康市,2012,39,3445.03008,18
四川省,阿坝藏族羌族自治州,马尔康市,2013,32,2780.00845,16
四川省,阿坝藏族羌族自治州,马尔康市,2014,35,4376.0214,19
四川省,阿坝藏族羌族自治州,马尔康市,2015,72,8905.0145,34
四川省,阿坝藏族羌族自治州,马尔康市,2016,72,8054.0179100000005,36
四川省,阿坝藏族羌族自治州,马尔康市,2017,150,12615.9383,115
四川省,阿坝藏族羌族自治州,马尔康市,2018,66,4369.0045,21
四川省,阿坝藏族羌族自治州,马尔康市,2019,64,7727.0,15
四川省,阿坝藏族羌族自治州,马尔康市,2020,72,14855.0,11
四川省,阿坝藏族羌族自治州,马尔康市,2021,135,13953.0,22
四川省,阿坝藏族羌族自治州,马尔康市,2022,80,2803.6,1
四川省,阿坝藏族羌族自治州,马尔康市,2023,36,2057.0,2
四川省,阿坝藏族羌族自治州,黑水县,2010,10,150.00563,0
四川省,阿坝藏族羌族自治州,黑水县,2011,26,786.5314599999999,12
四川省,阿坝藏族羌族自治州,黑水县,2012,27,1912.10175,9
四川省,阿坝藏族羌族自治州,黑水县,2013,32,3522.4713,17
四川省,阿坝藏族羌族自治州,黑水县,2014,53,8832.12545,41
四川省,阿坝藏族羌族自治州,黑水县,2015,59,7898.5446,38
四川省,阿坝藏族羌族自治州,黑水县,2016,91,10838.505050000002,72
四川省,阿坝藏族羌族自治州,黑水县,2017,122,23329.4755,77
四川省,阿坝藏族羌族自治州,黑水县,2018,98,9497.883600000001,65
四川省,阿坝藏族羌族自治州,黑水县,2019,126,17729.6047,70
四川省,阿坝藏族羌族自治州,黑水县,2020,138,18742.38,70
四川省,阿坝藏族羌族自治州,黑水县,2021,219,19197.879999999997,23
四川省,阿坝藏族羌族自治州,黑水县,2022,105,10504.0,16
四川省,阿坝藏族羌族自治州,黑水县,2023,27,2617.0,2
四川省,雅安市,名山区,2010,382,39238.71823,46
四川省,雅安市,名山区,2011,447,40898.04155,75
四川省,雅安市,名山区,2012,993,51225.6441,40
四川省,雅安市,名山区,2013,685,64915.467800000006,34
四川省,雅安市,名山区,2014,497,116169.53719999999,27
四川省,雅安市,名山区,2015,397,49333.36425,29
四川省,雅安市,名山区,2016,381,31321.34625,58
四川省,雅安市,名山区,2017,478,39085.7693,46
四川省,雅安市,名山区,2018,290,26600.4673,38
四川省,雅安市,名山区,2019,333,23166.215,28
四川省,雅安市,名山区,2020,466,49703.3,23
四川省,雅安市,名山区,2021,697,39307.1,11
四川省,雅安市,名山区,2022,492,65905.72,24
四川省,雅安市,名山区,2023,347,20064.66,12
四川省,雅安市,天全县,2010,62,4720.2036,6
四川省,雅安市,天全县,2011,47,16693.6018,12
四川省,雅安市,天全县,2012,75,117324.4082,17
四川省,雅安市,天全县,2013,80,9382.0819,28
四川省,雅安市,天全县,2014,85,28835.4997,25
四川省,雅安市,天全县,2015,138,24872.143,23
四川省,雅安市,天全县,2016,198,43764.54664,45
四川省,雅安市,天全县,2017,224,23161.633299999998,45
四川省,雅安市,天全县,2018,176,25057.961199999998,33
四川省,雅安市,天全县,2019,259,27243.5,26
四川省,雅安市,天全县,2020,354,31680.5,16
四川省,雅安市,天全县,2021,524,15896.5,5
四川省,雅安市,天全县,2022,308,64924.31,8
四川省,雅安市,天全县,2023,97,1079.15,4
四川省,雅安市,宝兴县,2010,20,2181.0015,2
四川省,雅安市,宝兴县,2011,35,1662.003,18
四川省,雅安市,宝兴县,2012,52,9491.0561,26
四川省,雅安市,宝兴县,2013,35,3563.1396,15
四川省,雅安市,宝兴县,2014,56,6130.80955,25
四川省,雅安市,宝兴县,2015,88,18279.82565,41
四川省,雅安市,宝兴县,2016,119,9992.5412,41
四川省,雅安市,宝兴县,2017,86,7043.80336,19
四川省,雅安市,宝兴县,2018,83,16091.1229,24
四川省,雅安市,宝兴县,2019,104,7112.0,16
四川省,雅安市,宝兴县,2020,165,19644.0,26
四川省,雅安市,宝兴县,2021,126,5407.408888,13
四川省,雅安市,宝兴县,2022,83,23796.92,12
四川省,雅安市,宝兴县,2023,43,1535.58,4
四川省,雅安市,汉源县,2010,114,9267.2266,42
四川省,雅安市,汉源县,2011,191,23150.2093,94
四川省,雅安市,汉源县,2012,309,27680.065599999998,102
四川省,雅安市,汉源县,2013,325,52174.1173,172
四川省,雅安市,汉源县,2014,373,41779.717000000004,117
四川省,雅安市,汉源县,2015,600,74908.25322,147
四川省,雅安市,汉源县,2016,304,41724.9177,134
四川省,雅安市,汉源县,2017,268,39284.4084,91
四川省,雅安市,汉源县,2018,437,26953.08885,84
四川省,雅安市,汉源县,2019,492,44011.2788,82
四川省,雅安市,汉源县,2020,1141,87139.91,93
四川省,雅安市,汉源县,2021,1055,34499.54,59
四川省,雅安市,汉源县,2022,869,35103.58,40
四川省,雅安市,汉源县,2023,436,18883.25,25
四川省,雅安市,石棉县,2010,105,8400.63965,61
四川省,雅安市,石棉县,2011,89,3639.9583000000002,20
四川省,雅安市,石棉县,2012,332,7005.63195,12
四川省,雅安市,石棉县,2013,99,5738.82305,25
四川省,雅安市,石棉县,2014,90,14031.7121,35
四川省,雅安市,石棉县,2015,80,7683.01606,18
四川省,雅安市,石棉县,2016,132,9025.0051,25
四川省,雅安市,石棉县,2017,123,6868.1173,25
四川省,雅安市,石棉县,2018,101,6908.9161,23
四川省,雅安市,石棉县,2019,142,10197.003,19
四川省,雅安市,石棉县,2020,170,22812.0,4
四川省,雅安市,石棉县,2021,158,9866.3,5
四川省,雅安市,石棉县,2022,144,19302.43,7
四川省,雅安市,石棉县,2023,47,4158.0,1
四川省,雅安市,芦山县,2010,56,3161.3837,9
四川省,雅安市,芦山县,2011,46,5535.1102,9
四川省,雅安市,芦山县,2012,83,5522.6532,18
四川省,雅安市,芦山县,2013,91,10628.191700000001,37
四川省,雅安市,芦山县,2014,135,18646.3045,46
四川省,雅安市,芦山县,2015,137,30622.872300000003,45
四川省,雅安市,芦山县,2016,180,29048.2204,38
四川省,雅安市,芦山县,2017,111,22574.1077,20
四川省,雅安市,芦山县,2018,190,34308.4683,22
四川省,雅安市,芦山县,2019,250,24636.0,21
四川省,雅安市,芦山县,2020,325,46980.901,24
四川省,雅安市,芦山县,2021,166,13925.3,8
四川省,雅安市,芦山县,2022,148,43793.84,17
四川省,雅安市,芦山县,2023,88,7807.5,4
四川省,雅安市,荥经县,2010,68,1887.2466,3
四川省,雅安市,荥经县,2011,56,3338.0858,16
四川省,雅安市,荥经县,2012,105,7016.0577,21
四川省,雅安市,荥经县,2013,77,3777.323,16
四川省,雅安市,荥经县,2014,56,14315.0945,19
四川省,雅安市,荥经县,2015,95,17257.3379,27
四川省,雅安市,荥经县,2016,218,33891.672032,45
四川省,雅安市,荥经县,2017,195,36913.03898,62
四川省,雅安市,荥经县,2018,225,14535.95785,22
四川省,雅安市,荥经县,2019,156,49566.22,7
四川省,雅安市,荥经县,2020,184,26610.6,6
四川省,雅安市,荥经县,2021,459,24468.8,24
四川省,雅安市,荥经县,2022,172,34746.7,10
四川省,雅安市,荥经县,2023,77,10099.0,1
四川省,雅安市,雨城区,2010,194,20742.91433,37
四川省,雅安市,雨城区,2011,160,20866.3513,44
四川省,雅安市,雨城区,2012,168,28266.938990000002,49
四川省,雅安市,雨城区,2013,225,25891.95423,33
四川省,雅安市,雨城区,2014,305,49626.99585,38
四川省,雅安市,雨城区,2015,487,54064.97862,45
四川省,雅安市,雨城区,2016,459,41861.8277,80
四川省,雅安市,雨城区,2017,390,37449.63682,42
四川省,雅安市,雨城区,2018,344,25697.08008,18
四川省,雅安市,雨城区,2019,447,35994.100000000006,29
四川省,雅安市,雨城区,2020,576,31146.08,14
四川省,雅安市,雨城区,2021,762,93152.619,19
四川省,雅安市,雨城区,2022,563,43546.1,12
四川省,雅安市,雨城区,2023,243,57692.0,6
天津市,天津市,东丽区,2010,186,8821.83969,0
天津市,天津市,东丽区,2011,177,6410.3782,0
天津市,天津市,东丽区,2012,180,7431.76739,0
天津市,天津市,东丽区,2013,159,16252.674200000001,0
天津市,天津市,东丽区,2014,220,24932.84018,0
天津市,天津市,东丽区,2015,172,37355.2804,0
天津市,天津市,东丽区,2016,178,40440.11843,0
天津市,天津市,东丽区,2017,430,36868.849417000005,0
天津市,天津市,东丽区,2018,255,54325.0073,0
天津市,天津市,东丽区,2019,350,76179.0,0
天津市,天津市,东丽区,2020,350,39567.0,0
天津市,天津市,东丽区,2021,412,57855.0,0
天津市,天津市,东丽区,2022,342,53163.68,0
天津市,天津市,东丽区,2023,176,14997.0,0
天津市,天津市,北辰区,2010,130,10160.0949,0
天津市,天津市,北辰区,2011,126,12847.65521,0
天津市,天津市,北辰区,2012,136,14501.0058,0
天津市,天津市,北辰区,2013,185,27164.41985,0
天津市,天津市,北辰区,2014,233,41875.6078,0
天津市,天津市,北辰区,2015,226,36442.02743,0
天津市,天津市,北辰区,2016,238,33062.30955,0
天津市,天津市,北辰区,2017,556,26958.38239,0
天津市,天津市,北辰区,2018,365,28010.9437,0
天津市,天津市,北辰区,2019,395,56713.0,0
天津市,天津市,北辰区,2020,524,33800.01,0
天津市,天津市,北辰区,2021,511,42577.0,0
天津市,天津市,北辰区,2022,670,58963.0,0
天津市,天津市,北辰区,2023,328,28794.0,0
天津市,天津市,南开区,2010,100,2470.14225,0
天津市,天津市,南开区,2011,94,10883.618400000001,0
天津市,天津市,南开区,2012,100,2432.06895,0
天津市,天津市,南开区,2013,157,969.5673199999999,0
天津市,天津市,南开区,2014,82,5986.0481,0
天津市,天津市,南开区,2015,116,7650.030049999999,0
天津市,天津市,南开区,2016,172,1287.03536,0
天津市,天津市,南开区,2017,505,7721.36083,0
天津市,天津市,南开区,2018,319,3187.0064,0
天津市,天津市,南开区,2019,317,20770.0302,0
天津市,天津市,南开区,2020,430,18923.752,0
天津市,天津市,南开区,2021,506,28285.0,0
天津市,天津市,南开区,2022,403,18916.2471,0
天津市,天津市,南开区,2023,191,15667.1,0
天津市,天津市,和平区,2010,94,407.2019,0
天津市,天津市,和平区,2011,34,1312.70483,0
天津市,天津市,和平区,2012,19,89.5017,0
天津市,天津市,和平区,2013,135,162.50986,0
天津市,天津市,和平区,2014,44,60185.50382,0
天津市,天津市,和平区,2015,31,3577.00481,0
天津市,天津市,和平区,2016,47,14135.5061,0
天津市,天津市,和平区,2017,132,594.91488,0
天津市,天津市,和平区,2018,83,11301.0009,0
天津市,天津市,和平区,2019,125,10313.0,0
天津市,天津市,和平区,2020,182,488432.156863,0
天津市,天津市,和平区,2021,207,12307.0,0
天津市,天津市,和平区,2022,183,2195.0,0
天津市,天津市,和平区,2023,105,5043.2,0
天津市,天津市,宁河区,2010,147,60325.045999999995,0
天津市,天津市,宁河区,2011,216,33298.1132,0
天津市,天津市,宁河区,2012,243,58096.913100000005,0
天津市,天津市,宁河区,2013,328,72180.52864,0
天津市,天津市,宁河区,2014,377,76552.6471,0
天津市,天津市,宁河区,2015,485,101256.3437,0
天津市,天津市,宁河区,2016,655,145764.46242,0
天津市,天津市,宁河区,2017,1155,72635.31938,0
天津市,天津市,宁河区,2018,626,59620.23225,0
