evaluation,elasticity_type,demand_good,shock_good,reference_share,elasticity,std_error,z_value,p_value,ci_low,ci_high
sample_average,expenditure,1,0,.1976091503551495,.54893839,.13042195,4.2089419,.000025656956,.29331607,.80456072
sample_average,expenditure,2,0,.0366637228779768,.5226112,.25739002,2.0304251,.042313349,.018135989,1.0270864
sample_average,expenditure,3,0,.3566427818720767,1.2911541,.090681486,14.238343,0,1.1134217,1.4688866
sample_average,expenditure,4,0,.0708131108277458,.82672024,.15973751,5.1754918,2.2731113e-07,.51364046,1.1398
sample_average,expenditure,5,0,.1197883422491138,.53594196,.1547415,3.4634662,.00053326349,.2326542,.8392297
sample_average,expenditure,6,0,.2184828918179375,1.3234026,.12617983,10.488227,9.7847342e-26,1.0760947,1.5707107
sample_average,marshallian,1,1,.1976091503551495,-.34959,.071655974,-4.8787279,1.0677227e-06,-.49003312,-.20914686
sample_average,marshallian,1,2,.1976091503551495,-.056673497,.028511256,-1.9877588,.04683838,-.11255453,-.00079246255
sample_average,marshallian,1,3,.1976091503551495,.037202384,.097452082,.38175052,.70264643,-.15380019,.22820495
sample_average,marshallian,1,4,.1976091503551495,-.073193885,.037878364,-1.9323401,.053317532,-.14743412,.0010463442
sample_average,marshallian,1,5,.1976091503551495,-.058642995,.046976157,-1.2483566,.2119005,-.15071456,.03342858
sample_average,marshallian,1,6,.1976091503551495,-.04804042,.060506407,-.79397243,.42721146,-.16663079,.070549957
sample_average,marshallian,2,1,.0366637228779768,-.30025479,.14235997,-2.1091237,.034933902,-.57927519,-.021234378
sample_average,marshallian,2,2,.0366637228779768,-.31340438,.18574953,-1.6872418,.091556869,-.67746675,.050658025
sample_average,marshallian,2,3,.0366637228779768,-.12509021,.27402356,-.45649436,.64803451,-.66216648,.41198608
sample_average,marshallian,2,4,.0366637228779768,.24348837,.1466323,1.660537,.096806459,-.043905661,.53088242
sample_average,marshallian,2,5,.0366637228779768,-.058938537,.12795056,-.46063524,.6450603,-.30971703,.19183995
sample_average,marshallian,2,6,.0366637228779768,.031588353,.16113877,.19603199,.84458512,-.28423783,.34741452
sample_average,marshallian,3,1,.3566427818720767,-.12605546,.047439333,-2.6571929,.0078794304,-.21903485,-.033076081
sample_average,marshallian,3,2,.3566427818720767,-.041037217,.023484666,-1.7474047,.080567159,-.087066315,.0049918834
sample_average,marshallian,3,3,.3566427818720767,-.60248625,.09046074,-6.6601963,2.7346214e-11,-.77978605,-.42518649
sample_average,marshallian,3,4,.3566427818720767,-.083895668,.023789423,-3.5265956,.00042093915,-.13052209,-.037269261
sample_average,marshallian,3,5,.3566427818720767,-.13744402,.036199167,-3.7968831,.00014652681,-.20839308,-.066494949
sample_average,marshallian,3,6,.3566427818720767,-.30023548,.039304923,-7.6386232,2.1955706e-14,-.37727171,-.22319925
