evaluation,elasticity_type,demand_good,shock_good,reference_share,elasticity,std_error,z_value,p_value,ci_low,ci_high
sample_average,expenditure,1,0,.1986137635598266,.55797231,.12860161,4.3387661,.000014328484,.3059178,.81002682
sample_average,expenditure,2,0,.0391633623297494,.50037509,.25435662,1.9672188,.049158003,.0018452852,.99890488
sample_average,expenditure,3,0,.3581622662305401,1.3294704,.098036438,13.560983,0,1.1373225,1.5216184
sample_average,expenditure,4,0,.0715735851526543,.84526759,.16354229,5.1684957,2.3598550e-07,.52473062,1.1658046
sample_average,expenditure,5,0,.1212650137679394,.50908458,.16168508,3.148618,.0016404449,.19218762,.8259815
sample_average,expenditure,6,0,.2112220089592901,1.2838792,.12198064,10.52527,6.6071963e-26,1.0448015,1.5229567
sample_average,marshallian,1,1,.1986137635598266,-.29262456,.078433909,-3.7308426,.00019084044,-.44635218,-.13889693
sample_average,marshallian,1,2,.1986137635598266,-.049899384,.026717128,-1.8676927,.061804924,-.10226399,.0024652248
sample_average,marshallian,1,3,.1986137635598266,.035914768,.10055418,.35716832,.7209658,-.1611678,.23299733
sample_average,marshallian,1,4,.1986137635598266,-.056300201,.037951943,-1.4834604,.13795213,-.13068464,.018084235
sample_average,marshallian,1,5,.1986137635598266,-.069444649,.049842734,-1.3932753,.16353658,-.16713461,.028245317
sample_average,marshallian,1,6,.1986137635598266,-.12561829,.053447966,-2.3502913,.018758722,-.23037437,-.020862203
sample_average,marshallian,2,1,.0391633623297494,-.241621,.12505427,-1.9321291,.053343568,-.48672289,.0034808675
sample_average,marshallian,2,2,.0391633623297494,-.35653764,.19102579,-1.8664372,.061980221,-.7309413,.017866025
sample_average,marshallian,2,3,.0391633623297494,-.038914457,.28689584,-.13563965,.89210618,-.60122001,.52339107
sample_average,marshallian,2,4,.0391633623297494,.23555091,.14067313,1.6744555,.094041102,-.040163364,.51126516
sample_average,marshallian,2,5,.0391633623297494,-.03029092,.12573792,-.2409052,.80962861,-.27673271,.21615088
sample_average,marshallian,2,6,.0391633623297494,-.068561964,.12837233,-.53408682,.59328145,-.32016709,.18304317
sample_average,marshallian,3,1,.3581622662305401,-.13331412,.050388113,-2.6457455,.0081511084,-.23207301,-.034555241
sample_average,marshallian,3,2,.3581622662305401,-.036725275,.026052918,-1.4096415,.15864556,-.087788053,.014337505
sample_average,marshallian,3,3,.3581622662305401,-.65874511,.096426956,-6.8315454,8.4004852e-12,-.84773844,-.46975175
sample_average,marshallian,3,4,.3581622662305401,-.095889844,.025661448,-3.7367277,.00018643055,-.14618537,-.045594335
sample_average,marshallian,3,5,.3581622662305401,-.14595732,.038537204,-3.7874391,.00015220794,-.22148885,-.070425786
sample_average,marshallian,3,6,.3581622662305401,-.25883877,.034563344,-7.4888239,6.9493619e-14,-.32658169,-.19109587
sample_average,marshallian,4,1,.0715735851526543,-.21329156,.096177727,-2.2176814,.026576566,-.40179643,-.024786672
sample_average,marshallian,4,2,.0715735851526543,.1153807,.057687029,2.0001152,.04548784,.0023161974,.2284452
sample_average,marshallian,4,3,.0715735851526543,-.30642039,.14014739,-2.1864152,.028785238,-.58110422,-.031736556
sample_average,marshallian,4,4,.0715735851526543,-.18876317,.093281277,-2.023591,.043012235,-.37159112,-.0059352242
sample_average,marshallian,4,5,.0715735851526543,.05645315,.088581592,.63730115,.5239287,-.11716358,.23006988
sample_average,marshallian,4,6,.0715735851526543,-.30862632,.077047788,-4.0056481,.000061847641,-.45963722,-.15761545
sample_average,marshallian,5,1,.1212650137679394,-.10403006,.081569225,-1.2753592,.20218216,-.26390281,.05584269
sample_average,marshallian,5,2,.1212650137679394,-.010123751,.040688891,-.24880874,.80350876,-.089872509,.069625013
sample_average,marshallian,5,3,.1212650137679394,-.13726094,.13113238,-1.0467358,.29522148,-.39427567,.11975379
sample_average,marshallian,5,4,.1212650137679394,.057381857,.054967389,1.0439255,.29651985,-.050352242,.16511595
sample_average,marshallian,5,5,.1212650137679394,-.29276666,.077111579,-3.7966628,.00014665701,-.44390258,-.14163075
