village_id,data_year,province_id,rep1_outlet_count,rep1_raw,rep1_before_screen,rep1_local_corroborated,rep1_weak_low_z,rep1_lower_mad_protected,range1_cal,rep1_range_corroborated,out_rep1_weak_low,p1_direct,rep2_outlet_count,rep2_raw,rep2_before_screen,rep2_local_corroborated,rep2_weak_low_z,rep2_lower_mad_protected,range2_cal,rep2_range_corroborated,out_rep2_weak_low,p2_direct,rep3_outlet_count,rep3_raw,rep3_before_screen,rep3_local_corroborated,rep3_weak_low_z,rep3_lower_mad_protected,range3_cal,rep3_range_corroborated,out_rep3_weak_low,p3_direct,rep4_outlet_count,rep4_raw,rep4_before_screen,rep4_local_corroborated,rep4_weak_low_z,rep4_lower_mad_protected,range4_cal,rep4_range_corroborated,out_rep4_weak_low,p4_direct,rep5_outlet_count,rep5_raw,rep5_before_screen,rep5_local_corroborated,rep5_weak_low_z,rep5_lower_mad_protected,range5_cal,rep5_range_corroborated,out_rep5_weak_low,p5_direct,rep6_outlet_count,rep6_raw,rep6_before_screen,rep6_local_corroborated,rep6_weak_low_z,rep6_lower_mad_protected,range6_cal,rep6_range_corroborated,out_rep6_weak_low,p6_direct
220421110208,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521105207,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822102200,2023,22,1,2.6,2.6,1,-.1369941855213119,0,2.240733590733591,1,0,2.6,1,4.75,4.75,1,0,0,3.49264705882353,0,0,4.75,1,8,8,0,-2.341543939660154,0,13.97634212920837,0,0,8,0,,,,,,15.44548606651738,0,,,1,2.1,2.1,0,.0319067696525154,0,1.406280587275694,0,0,2.1,0,,,,,,,0,,
220521105205,2023,22,0,,,,,,1.904623552123552,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,10.46307120635048,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822107203,2023,22,0,,,,,,2.270328185328185,0,,,1,2,2,0,-2.164885218225191,0,2.132352941176471,1,0,2,1,10,10,0,.8167391253225178,0,11.83184713375796,1,0,10,0,,,,,,15.74891513150154,0,,,1,2.055,2.055,0,0,0,1.376146003262643,0,0,2.055,0,,,,,,,0,,
220421102020,2023,22,1,2.35,2.35,0,-.6744907594765952,0,1.987065637065637,1,0,2.35,0,,,,,,3.676470588235294,0,,,0,,,,,,,0,,,0,,,,,,5.480656346183585,0,,,0,,,,,,1.33931484502447,0,,,0,,,,,,,0,,
220421102210,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521101001,2023,22,0,,,,,,,0,,,0,,,,,,2.058823529411765,0,,,0,,,,,,10.04549590536852,0,,,0,,,,,,69.75380804233653,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521106206,2023,22,0,,,,,,2.113899613899614,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,14.449003094484,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220221100212,2023,22,0,,,,,,,0,,,1,6,6,1,.5846830477905897,0,4.411764705882353,0,0,6,0,,,,,,,0,,,0,,,,,,4.185228482540192,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521101208,2023,22,1,2.35,2.35,0,-.6744907594765952,0,2.029343629343629,1,0,2.35,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
222403101208,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220421109203,2023,22,1,,59.5,0,16.50671274659071,0,,0,0,,0,,,,,,3.672794117647059,0,,,0,,,,,,8.29845313921747,0,,,0,,,,,,63.52578946712791,0,,,1,2,2,0,-.039959756709368,0,2.176386623164764,1,0,2,0,,,,,,6.92421052631579,0,,
220221102201,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
222403203216,2023,22,0,,,,,,2.156177606177606,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,5.281359751776909,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220221171307,2023,22,1,4.25,4.25,1,2.475666678376145,0,3.435086872586873,1,0,4.25,0,,,,,,5.698529411764707,0,,,1,9.9,9.9,0,.6744907594765952,0,9.827115559599635,1,0,9.9,0,,,,,,8.968346748300412,0,,,0,,,,,,2.846044045676999,0,,,0,,,,,,9.928947368421053,0,,
220421109204,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
222403101215,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,1,9,9,0,-.6744907594765952,0,34.94085532302093,0,0,9,0,,,,,,,0,,,1,1.3,1.3,0,-.6744907594765952,0,,0,0,1.3,0,,,,,,,0,,
220521106201,2023,22,1,,127.5,0,20.55877408709234,0,,0,0,,0,,,,,,,0,,,1,9,9,0,-.6744907594765952,0,10.91901728844404,1,0,9,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220221102203,2023,22,1,2.35,2.35,0,-.6744907594765952,0,2.029343629343629,1,0,2.35,1,5,5,0,.1283750563889972,0,3.676470588235294,0,0,5,0,,,,,,,0,,,0,,,,,,4.73329411715855,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220221100209,2023,22,1,2.15,2.15,0,-1.147396846034129,0,1.944787644787645,1,0,2.15,1,4.75,4.75,1,0,0,4.411764705882353,1,0,4.75,1,9,9,0,-.6744907594765952,0,8.29845313921747,1,0,9,1,18,18,0,2.074121419299246,0,16.44196903855076,1,0,18,0,,,,,,1.138417618270799,0,,,0,,,,,,,0,,
222403101201,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,7.861692447679709,0,,,0,,,,,,,0,,,0,,,,,,1.004486133768353,0,,,0,,,,,,5.210526315789474,0,,
220822102204,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220221171306,2023,22,0,,,,,,3.213127413127413,0,,,1,6,6,0,.5846830477905897,0,4.411764705882353,0,0,6,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521106200,2023,22,0,,,,,,2.156177606177606,0,,,1,3,3,0,-1.150101380714646,0,4.044117647058824,0,0,3,0,,,,,,,0,,,0,,,,,,6.975380804233653,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822107212,2023,22,1,2.8,2.8,0,.2570148265763616,0,4.058687258687258,0,0,2.8,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,3.985931888133516,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822107202,2023,22,0,,,,,,2.219594594594595,0,,,0,,,,,,2.573529411764706,0,,,0,,,,,,,0,,,0,,,,,,7.473622290250344,0,,,0,,,,,,1.33931484502447,0,,,0,,,,,,2.894736842105263,0,,
220421102208,2023,22,0,,,,,,1.987065637065637,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,5.480656346183585,0,,,0,,,,,,1.33931484502447,0,,,1,5,5,0,-.6744907594765951,0,,0,0,5
220421110205,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,1.528662420382165,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
222403103210,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822205201,2023,22,2,2.7375,2.7375,1,.1369941855213113,0,2.7375,1,0,2.7375,1,3,3,0,-1.150101380714646,0,2.573529411764706,1,0,3,0,,,,,,5.677888989990901,0,,,2,6.35,6.35,0,-.6744907594765952,0,6.738716098375725,1,0,6.35,1,4,4,0,.9810263574465236,0,3.850530179445351,1,0,4,1,12,12,0,.6744907594765954,0,9.552631578947368,0,0,12
220221100214,2023,22,0,,,,,,3.164507722007722,0,,,0,,,,,,8.621323529411764,0,,,0,,,,,,14.60964513193813,0,,,0,,,,,,9.753077088776697,0,,,0,,,,,,3.348287112561175,0,,,0,,,,,,12.38947368421053,0,,
222403203203,2023,22,0,,,,,,2.008204633204633,0,,,0,,,,,,,0,,,1,10,10,0,.8167391253225178,0,8.735213830755232,1,0,10,0,,,,,,3.985931888133516,0,,,1,1.28,1.28,0,-.6973279859826824,0,3.10721044045677,0,0,1.28,0,,,,,,,0,,
220221171311,2023,22,1,3,3,1,.6238284411759937,0,2.536679536679537,1,0,3,0,,,,,,6.397058823529412,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822102202,2023,22,1,3.125,3.125,1,.8408662748306359,0,3.382239382239382,1,0,3.125,1,3.5,3.5,1,-.7642984711626006,0,4.963235294117648,0,0,3.5,0,,,,,,5.677888989990901,0,,,1,8.199999999999999,8.199999999999999,0,0,0,8.619577708088729,1,0,8.199999999999999,1,4,4,0,.9810263574465236,0,3.515701468189234,1,0,4,0,,,,,,9.552631578947368,0,,
220421102212,2023,22,0,,,,,,2.959459459459459,0,,,0,,,,,,4.044117647058824,0,,,0,,,,,,2.183803457688808,0,,,0,,,,,,,0,,,0,,,,,,.669657422512235,0,,,0,,,,,,5.789473684210527,0,,
222403103221,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220421109206,2023,22,0,,,,,,1.923648648648649,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521101209,2023,22,0,,,,,,1.944787644787645,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,12.95427863643393,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220822205209,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
222403103200,2023,22,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,,,0,,
220521105200,2023,22,1,2,2,0,-1.531903284344593,0,2.177316602316603,1,0,2,0,,,,,,3.308823529411765,0,,,0,,,,,,8.64786169244768,0,,,0,,,,,,9.217467491308756,0,,,0,,,,,,3.81704730831974,0,,,0,,,,,,,0,,
