food_group10,month,quarter,year
G01_主食,0.592866149934552,0.859302537167363,0.955477214101462
G02_食用油,0.334967824174017,0.632501708985576,0.888632846087704
G03_蔬菜,0.832044929651788,0.926186576963366,0.969716251074806
G04_水果,0.833958688843658,0.940428943084633,0.976938950988822
G05_猪肉,0.624790120410919,0.819718005085154,0.92536543422184
G06_禽类及其他肉类,0.433093813606365,0.672361645937532,0.866259673258813
G07_牛羊肉,0.344713090318469,0.570938884708636,0.801788478073947
G08_海鲜,0.53350706223401,0.733437593748309,0.875717970765262
G09_乳制品,0.709452976692229,0.910847509307209,0.967119518486672
