variant,food_group10,expenditure,own_price,own_negative,eig_max,curvature_ok,n_rows,n_households
R1_no_time_fe,G01_主食,1.00987744459449,-0.240724722372863,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G02_食用油,1.20149884678726,-0.982396579686488,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G03_蔬菜,0.671713384529307,-0.439842154562226,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G04_水果,0.889256770187246,-0.342432987753669,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G05_猪肉,1.01539455057311,-0.573088210086485,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G06_禽类及其他肉类,1.03453092210707,-1.13839203088843,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G07_牛羊肉,1.43623705973575,-0.792756176603945,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G08_海鲜,0.981497511923329,-1.3352373161035,TRUE,0.116872922500947,FALSE,583668,27638
R1_no_time_fe,G09_乳制品,0.963259407570289,-1.13929857301665,TRUE,0.116872922500947,FALSE,583668,27638
R2_hybrid,G01_主食,1.01402317047474,-1.07466212687694,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G02_食用油,1.20140184942832,-0.794305730253716,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G03_蔬菜,0.670768955468773,-0.805817028796455,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G04_水果,0.88196998618825,-1.07928579896815,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G05_猪肉,1.02085044592027,-0.641102546148902,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G06_禽类及其他肉类,1.03322572464951,-1.16801853243802,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G07_牛羊肉,1.43803543144377,-0.697813792195088,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G08_海鲜,0.982212162773053,-0.998305152051073,TRUE,0.0202144194705542,FALSE,583668,27638
R2_hybrid,G09_乳制品,0.961639090751804,-1.00358425509089,TRUE,0.0202144194705542,FALSE,583668,27638
R4_drop_lockdown,G01_主食,1.03817501139809,-0.562955551681004,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G02_食用油,1.21724731069207,-1.04024111531511,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G03_蔬菜,0.658528252066823,-0.929575295357913,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G04_水果,0.872395381914079,-0.873425306947479,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G05_猪肉,1.0013519166941,-0.644862154917846,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G06_禽类及其他肉类,1.02609250844775,-1.06907270120465,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G07_牛羊肉,1.42983719906283,-1.034590074486,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G08_海鲜,0.970540675609868,-0.719508262174904,TRUE,0.0206121084451663,FALSE,503589,27582
R4_drop_lockdown,G09_乳制品,0.980564787469822,-1.00772414919993,TRUE,0.0206121084451663,FALSE,503589,27582
R5_oecd_scale,G01_主食,1.04635031916003,-1.11250023847539,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G02_食用油,1.18104012667899,-0.787227730126798,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G03_蔬菜,0.629690954901007,-0.804603172380045,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G04_水果,0.895308987893514,-1.06744428207703,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G05_猪肉,1.02685549115396,-0.648601734665572,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G06_禽类及其他肉类,1.02877769307349,-1.16143424815018,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G07_牛羊肉,1.42428868718534,-0.714756302539879,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G08_海鲜,0.964879326298963,-0.942101074660366,TRUE,0.0178426226518926,FALSE,583668,27638
R5_oecd_scale,G09_乳制品,0.987620156668434,-1.00224573257695,TRUE,0.0178426226518926,FALSE,583668,27638
R6_min_spend20,G01_主食,0.958717236480719,-1.03920938833077,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G02_食用油,1.22996276452887,-0.76512126182474,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G03_蔬菜,0.693597649235262,-0.81808374843275,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G04_水果,0.875908561800216,-1.07883179809489,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G05_猪肉,1.04565905922516,-0.646019365766375,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G06_禽类及其他肉类,1.04849535549233,-1.16133016518663,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G07_牛羊肉,1.46094212191141,-0.791540653880175,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G08_海鲜,0.9988653347462,-0.957097784311612,TRUE,0.0215940215003318,FALSE,575088,27481
R6_min_spend20,G09_乳制品,0.913463985799587,-1.00927503105054,TRUE,0.0215940215003318,FALSE,575088,27481
R7_iterated_stone,G01_主食,1.01245922530283,-1.02584668844154,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G02_食用油,1.21615767623819,-0.792696298676817,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G03_蔬菜,0.66392348095367,-0.800253329403663,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G04_水果,0.874095419882796,-1.06682070799265,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G05_猪肉,1.02448108164642,-0.636879046224686,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G06_禽类及其他肉类,1.03513085489016,-1.13576395073314,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G07_牛羊肉,1.44349928963434,-0.736444871890471,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G08_海鲜,0.987224608621455,-0.939856888753031,TRUE,0.0216771020575477,FALSE,583668,27638
R7_iterated_stone,G09_乳制品,0.954945116860685,-1.03164575394504,TRUE,0.0216771020575477,FALSE,583668,27638
R8_trim1pct,G01_主食,0.994941021635147,-1.10807508347597,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G02_食用油,1.23725216824786,-0.737106411759571,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G03_蔬菜,0.687737014432589,-0.811744392034389,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G04_水果,0.884835468460168,-1.06879981083986,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G05_猪肉,1.02103916943946,-0.639744898194396,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G06_禽类及其他肉类,1.04645077209528,-1.19958986563605,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G07_牛羊肉,1.43111223305949,-0.744134331957679,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G08_海鲜,1.02039852510827,-0.957446999300168,TRUE,0.0211990877766697,FALSE,571996,27528
R8_trim1pct,G09_乳制品,0.923808834304712,-1.00120362933561,TRUE,0.0211990877766697,FALSE,571996,27528
R9_priced_subbasket,G01_主食,1.06797787821441,-1.05926082576785,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G02_食用油,1.15781754435069,-0.925850935431214,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G03_蔬菜,0.654231996508022,-0.830670464567603,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G04_水果,0.878747141592873,-1.11805214773814,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G05_猪肉,1.00556546261355,-0.626960706331524,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G06_禽类及其他肉类,1.019753713748,-1.16599344594821,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G07_牛羊肉,1.41016729533318,-0.728588108487091,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G08_海鲜,0.96491282585135,-0.888643177942879,TRUE,0.0218250840259411,FALSE,579639,27603
R9_priced_subbasket,G09_乳制品,1.03258323031366,-0.993605837392425,TRUE,0.0218250840259411,FALSE,579639,27603
