event,coef,se,t,p,n
sorghum_US_antidumping_2018,0.04371288872932801,0.05315534267146283,0.8223611500259572,0.41087138342004825,868
barley_australia_ADCVD_2020_2023,0.16364782723510907,0.023262538670890922,7.034822361838188,1.9951502135790714e-12,868
