product,n_obs,pseudo_r2,coef_participate_lag1,se_participate_lag1,coef_hist_rate,se_hist_rate
corn,868,0.41080312868020163,0.6070061251437194,0.14205862314189846,2.2837091580125426,0.20125971796383546
barley,868,0.5354676635243933,1.1266369437930843,0.15975097338337735,2.09684314585746,0.21140996166385878
sorghum,868,0.4757684344005014,1.1449058571102826,0.15370212082975043,1.9903745756731885,0.22452240652341096
cassava,868,0.5575283316742553,0.8793520378267886,0.17795110547016446,2.701174031275242,0.25937777747664764
oats,868,0.5725155139937124,0.9179002956313198,0.18106575321719548,3.1604485145608407,0.3514879040522482
