product,marsh_point_delta,marsh_se_delta,marsh_median_boot,marsh_p2p5_boot,marsh_p97p5_boot,marsh_iqr_boot,p_negative_marsh,hicks_point_delta,hicks_se_delta,hicks_median_boot,hicks_p2p5_boot,hicks_p97p5_boot,p_negative_hicks
corn,-1.4471276770335693,0.1032764911266597,-1.9468530498368493,-20.8608784965875,62.8906172282755,2.8491527309872633,0.8466666666666667,-1.1887996772808145,0.1183374539975628,-1.7282951859352131,-20.78799004815423,63.09724968236637,0.8266666666666667
sorghum,-1.224130178715565,0.1623865719111931,-1.2807887358967414,-4.08420524705715,0.5834172306697415,0.3213639925978209,0.9733333333333334,-0.9618636197648692,0.1703107297658915,-1.0078469974626232,-3.916110990085344,0.7898806636108934,0.9666666666666667
cassava,-1.557599251807733,0.3782689173215053,-1.6302885057507415,-2.9689638262525135,24.192884496815093,0.41247604958752726,0.9466666666666667,-1.261603973373448,0.3943404087059765,-1.373370236540338,-2.8995874354130216,24.239998319796562,0.9466666666666667
oats,-1.51032003886669,0.1477555467768947,-1.7900234810192608,-16.67823364302209,53.830927994171404,2.7857569462544243,0.87,-1.435666700158489,0.161041096638431,-1.7118229851451756,-16.68241758069699,53.911842761239456,0.8633333333333333
barley,0.8312294758001428,1.8666326690543,-4.208173169612898,-128.13388602647635,201.0165409331284,25.656833775776963,0.61,0.9399862999542064,1.9096213647056093,-3.73020024091123,-127.81569871917374,201.22314574747855,0.6066666666666667
