product,eta_point,eta_delta_se,eta_boot_median,eta_boot_iqr,eta_boot_p2p5,eta_boot_p97p5,marsh_point,marsh_delta_se,marsh_boot_median,marsh_boot_iqr,marsh_boot_p2p5,marsh_boot_p97p5,hicks_point,hicks_delta_se,hicks_boot_median,hicks_boot_iqr,hicks_boot_p2p5,hicks_boot_p97p5
corn,1.0471101120277777,0.0561026813739252,1.0699924471932274,0.38754822471489647,-0.31766557779734644,2.1127468056507275,-1.4471276770335693,0.1032764911266597,-1.9468530498368493,2.8491527309872633,-20.8608784965875,62.8906172282755,-1.1887996772808145,0.1183374539975628,-1.7282951859352131,2.9326271846114667,-20.78799004815423,63.09724968236637
sorghum,0.7496895166562577,0.030786535699657,0.7618366040084475,0.17065565353518541,0.5017464624788172,1.0232280777411618,-1.224130178715565,0.1623865719111931,-1.2807887358967414,0.3213639925978209,-4.08420524705715,0.5834172306697415,-0.9618636197648692,0.1703107297658915,-1.0078469974626232,0.4486342400353883,-3.916110990085344,0.7898806636108934
cassava,0.8260790047085662,0.0371660672829143,0.784837374177787,0.24147636982528897,-0.35068571830906153,1.217840221270072,-1.557599251807733,0.3782689173215053,-1.6302885057507415,0.41247604958752726,-2.9689638262525135,24.192884496815093,-1.261603973373448,0.3943404087059765,-1.373370236540338,0.5659458763483294,-2.8995874354130216,24.239998319796562
oats,0.4780656352321244,0.0727288854858275,0.4315012073828353,0.2931733234580567,-0.5675967499435577,0.6979612819509436,-1.51032003886669,0.1477555467768947,-1.7900234810192608,2.7857569462544243,-16.67823364302209,53.830927994171404,-1.435666700158489,0.161041096638431,-1.7118229851451756,2.795623032476347,-16.68241758069699,53.911842761239456
barley,-0.97970426864832,1.1392151770111425,1.4969574896853426,3.2744154854417777,-11.663279866236017,18.03293580031411,0.8312294758001428,1.8666326690543,-4.208173169612898,25.656833775776963,-128.13388602647635,201.0165409331284,0.9399862999542064,1.9096213647056093,-3.73020024091123,25.351257201859134,-127.81569871917374,201.22314574747855
