logLik_AIDS,logLik_QUAIDS,NEQ,NSS,NU_P,bewley_scale,LR_plain,LRB,df,p_value_LRB,p_value_plain,selected,price_measure
259.72772974335294,312.61445113232276,4,634,54,0.9787066246056783,105.77344277793964,103.52116915411915,4,0.0,0.0,QUAIDS,completed
253.89892848435056,307.37243709631593,4,634,54,0.9787066246056783,106.94701722393074,104.6697542388786,4,0.0,0.0,QUAIDS,loo_quarter_winsor
255.22899510976504,312.11719154574166,4,634,54,0.9787066246056783,113.77639287195325,111.35370942751892,4,0.0,0.0,QUAIDS,landed_proxy
