term,est,se,t,p,outcome,shock,n
lock_days,0.000394127377004487,0.00044492847199248,0.885821883323189,0.384881671050875,r_dm,lockdown,1387305
lock_days,0.00120993814656201,0.000609677177098683,1.98455542049291,0.0592489408935267,lnQ_dm,lockdown,1387305
cny_share,0.00409918460501115,0.00538782625932037,0.760823457868559,0.454492492034592,r_dm,spring_festival,1387305
cny_share,0.0941167416419736,0.0138571871685456,6.79190809052567,6.30383246058142e-07,lnQ_dm,spring_festival,1387305
hot_days,-3.80981294578435e-05,0.000207506611986646,-0.183599592770062,0.855936575919384,r_dm,hot_days_dairy,579479
hot_days,0.00161991800272284,0.000453572714749844,3.57146263442295,0.00161931678762009,lnQ_dm,hot_days_dairy,579479
exp_pork,-0.027759568513735,0.0226687614633358,-1.22457367415652,0.233130901407646,r_dm,pork_price_exposure,1167327
exp_pork,-0.525009607546652,0.0628463951981054,-8.35385396237459,2.02500442435529e-08,lnQ_dm,pork_price_exposure,1167327
