tercile,psi_own,eps_q,Q_pm,X_pm,dlnQ,dr,leakage,dQ,outlay,cost_per_unit,dQ_cash,cash_cost_per_unit
T1,-0.558921751585844,-0.117546509331714,5.27175268279549,83.4030086322001,0.0338160234140202,0.160791767834595,0.826234997082827,0.181318163653195,25.330211495131,139.70035315149,0.083290193045332,304.119975821698
T2,-0.575718185152342,-0.162973058153802,5.65046777556029,91.1834163542706,0.0468844271234903,0.165623800652804,0.779375944102996,0.271227434700719,28.1933718343213,103.947345390892,0.0994528584895627,283.484781257243
T3,-0.577803114271795,-0.0892464431702806,5.8142218280563,97.0474520251656,0.0256746017301764,0.166223597382803,0.86620717730102,0.151210660319239,29.3943915639117,194.393645936428,0.106734248705984,275.397933842989
