dec,paid_pct,base_pct,wedge_pct
Q1,4.80434779953936,6.17973940951583,-1.37539160997647
Q2,5.40802397336065,6.03382167242656,-0.625797699065908
Q3,5.73018306898514,5.95512105419009,-0.224937985204944
Q4,5.63017897664327,5.90024772590155,-0.270068749258278
Q5,5.0828440016683,5.74720618786878,-0.664362186200472
