term,est,se,t,p,model,n
ln_inc,0.00226337904254523,0.00554929478992465,0.407867869383087,0.683373946630126,within_hhFE,583936
inv_inc,-360.33158011609,197.448655474747,-1.82493813011644,0.0810268003605275,between,584835
ln_inc,-0.00268930085618974,0.0438779625476845,-0.0612904679260605,0.951657372630178,between,584835
fsize,0.0972321633719622,0.00934351991231305,10.4063740736324,3.58644048159778e-10,between,584835
elderly,0.351517744679006,0.0251326320447764,13.9865074240032,9.81422150627972e-13,between,584835
