category,大米,面粉,挂面,方便面,食用油,黄油,成人奶粉,奶酪,常温牛奶,新鲜牛奶,常温酸奶,新鲜酸奶,坚果,G_fresh_composite
大米,-0.511621677045029,1.29422556983181,1.93749515349309,3.10194023874064,0.421420320796763,0.164981045027972,-2.20085525320942,0.0907194211073044,-1.10671575037563,-0.290480730795596,1.487937435892,1.71367243539392,-0.124263963936264,-7.06408418211095
面粉,5.41775195095489,-3.73788328632869,-4.55957461545042,-0.30961159903562,-1.7224663628427,0.898669868475239,0.734607154596307,-4.72477646813942,-5.72967444653955,4.0153680937277,-8.21002019903069,-2.96854361619899,0.704504246832527,19.283997883661
挂面,8.12811804660757,-4.55711802881262,-2.73954491469098,0.99028664643725,-4.25189181814379,0.391224630550678,-2.20152683121239,0.417256500647873,-1.90042907147116,1.90218096263279,1.2592961251965,-1.39684202291178,1.7208264249105,1.71806161387915
方便面,6.99432053561421,-0.160342391041117,0.533003323313378,-0.0795058876066516,-6.10763480392443,-0.143873018053294,-2.84201758730204,-0.800112224066908,-2.88198440246189,-1.05006282881144,3.00544229326063,-4.29028133961498,-0.992198727728509,8.42867356862172
食用油,0.267162869150815,-0.263738886361828,-0.652056097341106,-1.74271524549527,0.116278385229288,-0.186143383761758,0.0768770244894413,-0.0746278757241899,0.247576327414129,-0.164951861017092,-1.20794507650119,-1.03087171700677,-0.235987132066771,3.75750043437832
黄油,0.851844437928304,1.08477160679335,0.469488721937458,-0.327415692014804,-1.43960212248335,2.17045292071694,-0.319738313016017,-0.879120786987948,-1.04118372608893,-0.374825813166175,0.663868122686177,-2.04422589457819,1.15854547262524,-0.59379025642274
成人奶粉,-5.92881430464039,0.470858690546907,-1.42474688835095,-3.42602405536734,0.323728185097764,-0.175929802042231,-3.38111444416906,0.746333062575122,1.61127655604966,0.161097689643531,-1.24545402328179,-0.551078595005109,1.34941740838401,10.3449063035913
奶酪,1.17250618482048,-14.3089985790722,1.26276969849469,-4.51819096013017,-1.45009744136251,-2.21247117662818,3.51845378901241,2.23280051013229,10.4046707829187,-0.899173135165578,5.2586720510106,3.4163423731191,0.785426000423628,-5.24333628345007
常温牛奶,-0.674203303202342,-0.845571199248436,-0.284724193969466,-0.803102897928136,0.254427760389714,-0.130370447021188,0.372886603020393,0.505665432696445,-0.805866845036613,-0.0682984618833568,-0.327936965435282,-0.406308207284792,-0.37615430742758,2.68226459279486
新鲜牛奶,-1.31862335238076,4.44606388407048,2.10296344882223,-2.16736801633524,-1.16217030278794,-0.344055816016017,0.286413079105914,-0.328329856866177,-0.485905407818799,3.33956013388811,0.319483644681386,0.159767757357479,-0.313654991215047,-5.10134092500538
常温酸奶,2.06916134361673,-2.7137325732515,0.412883250815284,1.84182614533796,-2.60892310125059,0.180570358761188,-0.633723793279678,0.573138078394297,-0.727767425371988,0.092946981002893,3.41887204411867,-0.069512998918699,1.7634936228069,-4.41510158828837
新鲜酸奶,2.84376753036476,-1.16120827063836,-0.547860083546917,-3.14080524141087,-2.61901403683445,-0.665822424387809,-0.324290647786786,0.44354892064395,-1.04717451641295,0.0578637172534787,-0.070319197016428,-2.85056121567136,0.298322436860229,8.32624575094907
坚果,-0.160616637081363,0.230924255370009,0.559080147235521,-0.615596152435001,-0.493237473131664,0.312717700882656,0.68995984789994,0.0837554220620281,-0.8329491697621,-0.0960952522515968,1.74386272175633,0.236272103939682,1.16881404862424,-3.71290278030295
