category,大米,面粉,挂面,方便面,食用油,黄油,成人奶粉,奶酪,常温牛奶,新鲜牛奶,常温酸奶,新鲜酸奶,坚果,G_fresh_composite
大米,-1.12703487311583,0.0710514299471452,0.0699805927966354,-0.0368106799664421,0.0964322773886244,0.0192541844541755,0.0171736516555395,0.00301034484211268,0.0897131496566821,0.0558912341520432,-0.00599530203288842,0.070289709483528,0.0469091659460709,0.0107316516890321
面粉,-0.877994375397766,-0.753685523709426,0.201806469697856,-0.0451403728265224,1.20941452302938,-0.139602384309034,0.393245459337385,0.033702395733752,0.316022748249316,-0.0243414228788778,-0.0565217317927597,0.434032803081777,0.18111654188213,-0.791840370488591
挂面,0.0280054538697393,0.038002179579774,-0.444450167370856,0.0156965761080169,0.0967937497735746,0.0095599564093774,-0.0107879025868779,0.000100561083689571,0.0853171625011536,0.0434741840217796,0.0240609352342982,0.0551091942729364,-0.0243595317531899,0.149393005556369
方便面,-0.263595269660215,0.167069242790615,0.0871345884047757,-1.04475909594709,0.305392067370244,0.00509751514673639,0.166016697331286,0.0126704836845858,0.134777931904157,0.015346108618059,-0.0568845027052112,0.176795127185529,0.00418454655778674,-0.109317434268688
食用油,-0.300187886463113,0.237685434285394,0.0503732781743022,-0.00721329329435485,-0.549573023858484,0.0184500409225941,0.0809416828934566,0.00896676057184259,0.253091509692174,0.007492234200606,-0.0734144585975393,0.105329648082401,-0.0131851729415289,-0.152457050908172
黄油,0.056511017149644,-0.141129615173516,0.0154844411287962,0.0447112710328147,0.0430767237546698,-0.518172592809802,-0.0405289643053193,-0.00408614148018195,-0.036660161745057,-0.00175676225496053,-0.0237941795071211,-0.0665549844753088,0.0163458582450695,0.165680657312567
成人奶粉,-0.394187676025802,0.105413112328426,-0.061780905413029,-0.0111638910984013,0.143701241467964,-0.0215063111113227,-0.845116533624326,-0.00118290847553115,-0.10971315402828,0.0173855420726843,-0.0127850009304523,-0.0269270830780966,-0.01137276569849,0.0802963324021296
奶酪,-0.0752323996018958,0.0452228129951868,0.0649183201258022,0.0097191540009418,0.0553921845183319,-0.00363241425767526,-0.0332918561710142,-0.513152227683501,-0.201249565913884,0.0214882435938438,0.0333654203417871,0.0183428751782536,-0.0190831942010517,-0.103067671537793
常温牛奶,0.010077838387022,-0.0235050760085626,-0.0123606358029395,0.0135031931759374,0.118396775539628,0.0112292152722913,0.0173597385460251,0.0185678595005479,-0.876974921962991,-0.00857347088625405,0.0955643589355238,0.121182531779691,0.058325310744891,-0.171061071040696
新鲜牛奶,-0.0376789216484472,0.0608126688137115,-0.000720194075764804,-0.0843092782240941,0.0223822937032782,0.000669044608631794,0.00443340430001116,-0.0210859587826341,0.0853987518740433,-0.593899284351311,0.0237135362691253,0.097958922838,-0.00225242713715702,0.0414995853690619
常温酸奶,0.0160829473882301,-0.0208698333917663,0.00902374347757951,-0.0280757585897475,-0.0195126040136381,-0.0226101848371387,0.00536568004431253,0.0121310743966713,-0.129369518461786,0.000389346556563262,-0.506935478399958,-0.00536564989281002,0.0251434707189079,0.0744601001707023
新鲜酸奶,-0.150508607233231,0.0440264089633922,0.00436986922382932,-0.0177259780847243,0.0800490961781388,-0.00636924740429071,0.0343328392341275,0.0047458309676436,0.0674054762545554,0.0190547813266264,0.0150279997077038,-0.452860141340119,-0.000275646356434569,-0.0503018688306296
坚果,0.145992796157198,-0.134262675843802,0.0251250676333818,0.0335014693097368,-0.0913100288976469,0.0248217820188124,-0.0288432505076965,0.0328180211592306,-0.159626536416729,-0.0108132992230408,0.079657694807709,-0.109530833576096,-0.412352808798886,-0.0068570100352396
