variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.0743722459514547,0.052941668621670435,0.4162108514051832,0.17868886815508075
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.03149368168430007,0.025382468579758823,0.1280012295893504,0.24604202463786584
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010862164349598935,0.007962987428249151,0.05127216060514116,0.21185306453634734
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.04502026296665809,0.036152009393182555,0.10369770792339729,0.434149065280354
robust_real_derived_cpi_nonfood,AIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.01733090002214516,0.013773522056027245,0.04043000641436388,0.428664290688509
robust_real_derived_cpi_nonfood,AIDADS_sat,dairyegg,奶蛋类,milk+egg,0.01049254790547738,0.008541250187624895,0.029622519078042715,0.3542084951598474
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.797552549821285,3.1298918969698484,187.40895904594552,0.020263452553995937
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.0742072486506911,0.05298019699140069,0.4162108514051832,0.17829244095908975
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.0315051862122004,0.025367811742841435,0.1280012295893504,0.2461319028987016
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010844638109611055,0.007968731547043554,0.05127216060514116,0.2115112369289084
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.04503572850435723,0.03613727667946304,0.10369770792339729,0.43429820587380435
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonpork_meatsea,非猪肉肉类及水产品(牛羊禽水产),beef+mutton+poultry+aquatic,0.017329498009618076,0.013783349623418945,0.04043000641436388,0.42862961316427817
robust_real_derived_cpi_nonfood,MAIDADS_sat,dairyegg,奶蛋类,milk+egg,0.010496602309383131,0.008574254354823431,0.029622519078042715,0.3543453641376365
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.7961411431134287,3.125316594620814,187.40895904594552,0.020255921394786467
