draw,success,nll,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
1,False,-4440.070470208895,ABNORMAL: ,113.94994401931764,31,20
2,True,-4603.429719925173,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.3857479095459,31,17
3,True,-4559.038053132535,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108.23101997375488,31,21
4,True,-4884.394128319195,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,173.9457790851593,31,19
5,False,-4405.498574969173,ABNORMAL: ,61.16170477867127,31,23
6,True,-4262.621908514041,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,77.58001160621643,31,22
7,True,-4713.060987010394,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.06878113746643,31,19
8,True,-4482.159738819887,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.18159604072571,31,22
9,False,-4452.102933457805,ABNORMAL: ,117.62269592285156,31,19
10,False,-4370.381920441928,ABNORMAL: ,78.72189807891846,31,19
11,True,-4432.620248699283,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51.96796131134033,31,20
12,True,-4552.857523650137,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79.68509697914124,31,20
13,False,-4152.293199347912,ABNORMAL: ,76.0027859210968,31,18
14,True,-4672.2183182023045,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.29657506942749,31,19
15,False,-4153.553888674736,ABNORMAL: ,14.23878574371338,31,21
16,True,-4735.274013130484,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,179.05902004241943,31,19
17,True,-4417.457186289087,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.76391887664795,31,18
18,True,-4149.383281273369,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.14706206321716,31,19
19,True,-4680.598295021086,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.25402021408081,31,21
20,True,-4319.497606029468,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104.35020279884338,31,21
21,True,-4302.276145513859,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.80799508094788,31,19
22,True,-4539.297671001501,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.16977787017822,31,18
23,False,-4240.892686795587,ABNORMAL: ,48.05329418182373,31,22
24,True,-4321.268906350134,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,62.33274006843567,31,17
25,True,-4663.902581884961,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,167.81429290771484,31,20
26,True,-4128.57371366064,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50.70164608955383,31,18
27,True,-4118.654193590403,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48.31873679161072,31,19
28,True,-4135.08334235157,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,77.80133295059204,31,19
29,True,-4274.7898820641385,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.64962482452393,31,17
30,True,-5006.247833517511,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92.64381098747252,31,18
31,True,-4417.382239245062,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.79843616485596,31,21
32,True,-4871.117244155208,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,253.34598398208612,31,18
33,True,-4674.077922796877,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131.99010682106018,31,20
34,True,-4370.326003409182,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117.3136339187622,31,20
35,True,-4525.391676011059,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68.25074601173401,31,17
36,False,-4285.577016027189,ABNORMAL: ,68.19761896133423,31,20
37,True,-4480.020277906175,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.289780139923096,31,19
