metric,group_or_item,year,ci_2_5,median,ci_97_5,n_success_draws,target_reps
daily_kcal_per_cap_weighted,dairyegg,2030.0,56.06709306306647,63.08425098827049,71.01946114189765,761,1000
daily_kcal_per_cap_weighted,dairyegg,2050.0,56.95281033161291,64.91967535794164,74.1899097739805,761,1000
daily_kcal_per_cap_weighted,grain,2030.0,609.4351401564056,670.3896253994673,768.122979035879,761,1000
daily_kcal_per_cap_weighted,grain,2050.0,430.1043129354186,492.027724540355,737.4934807349692,761,1000
daily_kcal_per_cap_weighted,meatother,2030.0,74.39733023698203,85.40454088644465,95.70318526930429,761,1000
daily_kcal_per_cap_weighted,meatother,2050.0,77.04806379326598,88.81508079294188,99.58861276313918,761,1000
daily_kcal_per_cap_weighted,oil,2030.0,231.37935243245457,255.8561360361932,281.3144331736541,761,1000
daily_kcal_per_cap_weighted,oil,2050.0,219.04838829992727,263.10712836978115,292.00135537064114,761,1000
daily_kcal_per_cap_weighted,pork,2030.0,203.2938479343887,250.0035381880193,276.1069385805386,761,1000
daily_kcal_per_cap_weighted,pork,2050.0,206.89770119474065,241.19529461270324,269.5523856360671,761,1000
daily_kcal_per_cap_weighted,vegfruit,2030.0,100.33528479630158,107.34542454099105,116.21929027545656,761,1000
daily_kcal_per_cap_weighted,vegfruit,2050.0,102.58992455802316,110.82548537049738,122.46821543406486,761,1000
feed_grain_million_ton,aquatic,2030.0,22.012986962323605,25.272297873031388,28.294883541432583,761,1000
feed_grain_million_ton,aquatic,2050.0,21.45248981216264,24.737590441429184,27.75196928582948,761,1000
feed_grain_million_ton,beef,2030.0,35.47461585698203,40.728039075724304,45.64111605082166,761,1000
feed_grain_million_ton,beef,2050.0,34.93202308129008,40.26526817638168,45.14468732875159,761,1000
feed_grain_million_ton,egg,2030.0,39.75248788246726,44.72547062860552,50.35129055389323,761,1000
feed_grain_million_ton,egg,2050.0,38.51158658430594,43.89953398602301,50.13731118853018,761,1000
feed_grain_million_ton,milk,2030.0,9.176075540496576,10.362853114429583,11.660002706129257,761,1000
feed_grain_million_ton,milk,2050.0,8.925633256177372,10.213531285764631,11.691286546398768,761,1000
feed_grain_million_ton,mutton,2030.0,21.227856467544395,24.390246074074124,27.330704984183328,761,1000
feed_grain_million_ton,mutton,2050.0,21.24992803494886,24.490937625512537,27.422466140407906,761,1000
feed_grain_million_ton,pork,2030.0,114.34861296802588,140.62185412578384,155.30448057494698,761,1000
feed_grain_million_ton,pork,2050.0,111.13775506623846,129.56114747048355,144.7935227861439,761,1000
feed_grain_million_ton,poultry,2030.0,43.34524337397278,49.76977200910186,55.77047069687605,761,1000
feed_grain_million_ton,poultry,2050.0,43.21039097395461,49.80565563557992,55.83872110224312,761,1000
income_elasticity_median_income,dairyegg,,-0.0190141171774155,0.0444234734118507,0.4053710763493454,761,1000
income_elasticity_median_income,grain,,-0.631892358489871,-0.5314013810663447,-0.2103814585111521,761,1000
income_elasticity_median_income,meatother,,0.0706833950082621,0.0832743169225123,0.4075596710186608,761,1000
income_elasticity_median_income,nonfood,,1.1061058410932794,1.1488439746230923,1.1586647828947672,761,1000
income_elasticity_median_income,oil,,-0.1706891370715123,0.071711221191225,0.374173675412886,761,1000
income_elasticity_median_income,pork,,-0.3007641734779507,-0.2262564020424415,0.0202711098853716,761,1000
income_elasticity_median_income,vegfruit,,-0.0075286928884807,0.0888080549141382,0.367889915885547,761,1000
