crop,province,year,variable,unit,value,source
corn,全国平均,2008,修理维护费,元,1.28,xls:2009/20602.xls
corn,全国平均,2008,其他直接费用,元,0.02,xls:2009/20602.xls
corn,全国平均,2008,农家肥费,元,9.65,xls:2009/20602.xls
corn,全国平均,2008,农膜费,元,2.87,xls:2009/20602.xls
corn,全国平均,2008,农药费,元,9.59,xls:2009/20602.xls
corn,全国平均,2008,劳动日工价,元/日,21.6,xls:2009/20602.xls
corn,全国平均,2008,化肥费,元,120.6,xls:2009/20602.xls
corn,全国平均,2008,固定资产折旧,元,3.17,xls:2009/20602.xls
corn,全国平均,2008,土地成本,元,103.16,xls:2009/20601.xls
corn,全国平均,2008,家庭用工天数,日,7.54,xls:2009/20602.xls
corn,全国平均,2008,家庭用工折价,元,162.86,xls:2009/20601.xls
corn,全国平均,2008,工具材料费,元,2.34,xls:2009/20602.xls
corn,全国平均,2008,平均出售价格,元/50公斤,72.48,xls:2009/20601.xls
corn,全国平均,2008,总成本,元,523.45,xls:2009/20601.xls
corn,全国平均,2008,技术服务费,元,0.02,xls:2009/20602.xls
corn,全国平均,2008,排灌费,元,9.72,xls:2009/20602.xls
corn,全国平均,2008,机械作业费,元,43.13,xls:2009/20602.xls
corn,全国平均,2008,每亩农膜用量,公斤,0.2,xls:2009/20602.xls
corn,全国平均,2008,每亩化肥折纯用量,公斤,20.3,xls:2009/20603.xls
corn,全国平均,2008,每亩化肥用量,公斤,20.3,xls:2009/20602.xls
corn,全国平均,2008,每亩用工数量,日,7.9,xls:2009/20601.xls
corn,全国平均,2008,每亩种子用量,公斤,2.64,xls:2009/20602.xls
corn,全国平均,2008,流转地租金,元,8.48,xls:2009/20601.xls
corn,全国平均,2008,燃料动力费,元,0.01,xls:2009/20602.xls
corn,全国平均,2008,物质与服务费用,元,243.31,xls:2009/20601.xls
corn,全国平均,2008,生产成本,元,420.29,xls:2009/20601.xls
corn,全国平均,2008,畜力费,元,10.27,xls:2009/20602.xls
corn,全国平均,2008,种子费,元,28.49,xls:2009/20602.xls
corn,全国平均,2008,管理费,元,0.43,xls:2009/20602.xls
corn,全国平均,2008,自营地折租,元,94.68,xls:2009/20601.xls
corn,全国平均,2008,财务费,元,0.19,xls:2009/20602.xls
corn,全国平均,2008,销售费,元,1.38,xls:2009/20602.xls
corn,全国平均,2008,雇工天数,日,0.36,xls:2009/20602.xls
corn,全国平均,2008,雇工工价,元/日,39.22,xls:2009/20602.xls
corn,全国平均,2008,雇工费用,元,14.12,xls:2009/20601.xls
corn,全国平均,2009,主产品产值,元,705.17,xls:2010/020601.xls
corn,全国平均,2009,主产品产量,公斤,429.94,xls:2010/020601.xls
corn,全国平均,2009,产值合计,元,726.47,xls:2010/020601.xls
corn,全国平均,2009,人工成本,元,192.61,xls:2010/020601.xls
corn,全国平均,2009,保险费,元,0.9,xls:2010/020602.xls
corn,全国平均,2009,修理维护费,元,1.09,xls:2010/020602.xls
corn,全国平均,2009,其他直接费用,元,0.01,xls:2010/020602.xls
corn,全国平均,2009,农家肥费,元,9.14,xls:2010/020602.xls
corn,全国平均,2009,农膜费,元,2.59,xls:2010/020602.xls
corn,全国平均,2009,农药费,元,9.95,xls:2010/020602.xls
corn,全国平均,2009,劳动日工价,元/日,24.8,xls:2010/020602.xls
corn,全国平均,2009,化肥费,元,109.08,xls:2010/020602.xls
corn,全国平均,2009,固定资产折旧,元,2.79,xls:2010/020602.xls
corn,全国平均,2009,土地成本,元,117.44,xls:2010/020601.xls
corn,全国平均,2009,家庭用工天数,日,7.19,xls:2010/020602.xls
corn,全国平均,2009,家庭用工折价,元,178.39,xls:2010/020601.xls
corn,全国平均,2009,工具材料费,元,2.58,xls:2010/020602.xls
corn,全国平均,2009,平均出售价格,元/50公斤,82.01,xls:2010/020601.xls
corn,全国平均,2009,总成本,元,551.1,xls:2010/020601.xls
corn,全国平均,2009,技术服务费,元,0.04,xls:2010/020602.xls
corn,全国平均,2009,排灌费,元,12.16,xls:2010/020602.xls
corn,全国平均,2009,机械作业费,元,47.31,xls:2010/020602.xls
corn,全国平均,2009,每亩农膜用量,公斤,0.22,xls:2010/020602.xls
corn,全国平均,2009,每亩化肥折纯用量,公斤,21.38,xls:2010/020603.xls
corn,全国平均,2009,每亩化肥用量,公斤,21.38,xls:2010/020602.xls
corn,全国平均,2009,每亩用工数量,日,7.5,xls:2010/020601.xls
corn,全国平均,2009,每亩种子用量,公斤,2.63,xls:2010/020602.xls
corn,全国平均,2009,流转地租金,元,9.09,xls:2010/020601.xls
corn,全国平均,2009,燃料动力费,元,0.31,xls:2010/020602.xls
corn,全国平均,2009,物质与服务费用,元,241.05,xls:2010/020601.xls
corn,全国平均,2009,生产成本,元,433.66,xls:2010/020601.xls
corn,全国平均,2009,畜力费,元,9.49,xls:2010/020602.xls
corn,全国平均,2009,种子费,元,31.93,xls:2010/020602.xls
corn,全国平均,2009,管理费,元,0.38,xls:2010/020602.xls
corn,全国平均,2009,自营地折租,元,108.35,xls:2010/020601.xls
corn,全国平均,2009,财务费,元,0.2,xls:2010/020602.xls
corn,全国平均,2009,销售费,元,1.1,xls:2010/020602.xls
corn,全国平均,2009,雇工天数,日,0.31,xls:2010/020602.xls
corn,全国平均,2009,雇工工价,元/日,46.02,xls:2010/020602.xls
corn,全国平均,2009,雇工费用,元,14.22,xls:2010/020601.xls
corn,全国平均,2010,主产品产值,元,847.75,xls:2011/020601.xls
corn,全国平均,2010,主产品产量,公斤,452.74,xls:2011/020601.xls
corn,全国平均,2010,产值合计,元,872.28,xls:2011/020601.xls
corn,全国平均,2010,人工成本,元,235.1,xls:2011/020601.xls
corn,全国平均,2010,保险费,元,1.74,xls:2011/020602.xls
corn,全国平均,2010,修理维护费,元,1.11,xls:2011/020602.xls
corn,全国平均,2010,其他直接费用,元,0.01,xls:2011/020602.xls
corn,全国平均,2010,农家肥费,元,10.16,xls:2011/020602.xls
corn,全国平均,2010,农膜费,元,3.12,xls:2011/020602.xls
corn,全国平均,2010,农药费,元,10.93,xls:2011/020602.xls
corn,全国平均,2010,劳动日工价,元/日,31.3,xls:2011/020602.xls
corn,全国平均,2010,化肥费,元,108.39,xls:2011/020602.xls
corn,全国平均,2010,固定资产折旧,元,2.67,xls:2011/020602.xls
corn,全国平均,2010,土地成本,元,136.95,xls:2011/020601.xls
corn,全国平均,2010,家庭用工天数,日,7.04,xls:2011/020602.xls
corn,全国平均,2010,家庭用工折价,元,220.35,xls:2011/020601.xls
corn,全国平均,2010,工具材料费,元,2.83,xls:2011/020602.xls
corn,全国平均,2010,平均出售价格,元/50公斤,93.62,xls:2011/020601.xls
corn,全国平均,2010,总成本,元,632.59,xls:2011/020601.xls
corn,全国平均,2010,技术服务费,元,0.04,xls:2011/020602.xls
corn,全国平均,2010,排灌费,元,12.16,xls:2011/020602.xls
corn,全国平均,2010,机械作业费,元,58.12,xls:2011/020602.xls
corn,全国平均,2010,每亩农膜用量,公斤,0.24,xls:2011/020602.xls
corn,全国平均,2010,每亩化肥折纯用量,公斤,22.51,xls:2011/020603.xls
corn,全国平均,2010,每亩化肥用量,公斤,22.51,xls:2011/020602.xls
corn,全国平均,2010,每亩用工数量,日,7.33,xls:2011/020601.xls
corn,全国平均,2010,每亩种子用量,公斤,2.45,xls:2011/020602.xls
corn,全国平均,2010,流转地租金,元,12.57,xls:2011/020601.xls
corn,全国平均,2010,燃料动力费,元,0.21,xls:2011/020602.xls
corn,全国平均,2010,物质与服务费用,元,260.54,xls:2011/020601.xls
corn,全国平均,2010,生产成本,元,495.64,xls:2011/020601.xls
corn,全国平均,2010,畜力费,元,8.85,xls:2011/020602.xls
corn,全国平均,2010,种子费,元,38.34,xls:2011/020602.xls
corn,全国平均,2010,管理费,元,0.83,xls:2011/020602.xls
corn,全国平均,2010,自营地折租,元,124.38,xls:2011/020601.xls
corn,全国平均,2010,财务费,元,0.08,xls:2011/020602.xls
corn,全国平均,2010,销售费,元,0.95,xls:2011/020602.xls
corn,全国平均,2010,雇工天数,日,0.28,xls:2011/020602.xls
corn,全国平均,2010,雇工工价,元/日,52.1,xls:2011/020602.xls
corn,全国平均,2010,雇工费用,元,14.75,xls:2011/020601.xls
corn,全国平均,2011,主产品产值,元,1001.85,xls:2012/020601.xls
corn,全国平均,2011,主产品产量,公斤,472.24,xls:2012/020601.xls
corn,全国平均,2011,产值合计,元,1027.32,xls:2012/020601.xls
corn,全国平均,2011,人工成本,元,295.49,xls:2012/020601.xls
corn,全国平均,2011,保险费,元,3.06,xls:2012/020602.xls
corn,全国平均,2011,修理维护费,元,1.24,xls:2012/020602.xls
corn,全国平均,2011,农家肥费,元,12.04,xls:2012/020602.xls
corn,全国平均,2011,农膜费,元,3.75,xls:2012/020602.xls
corn,全国平均,2011,农药费,元,12.23,xls:2012/020602.xls
corn,全国平均,2011,劳动日工价,元/日,40.0,xls:2012/020602.xls
corn,全国平均,2011,化肥费,元,129.53,xls:2012/020602.xls
corn,全国平均,2011,固定资产折旧,元,2.75,xls:2012/020602.xls
corn,全国平均,2011,土地成本,元,160.29,xls:2012/020601.xls
corn,全国平均,2011,家庭用工天数,日,6.91,xls:2012/020602.xls
corn,全国平均,2011,家庭用工折价,元,276.28,xls:2012/020601.xls
corn,全国平均,2011,工具材料费,元,3.27,xls:2012/020602.xls
corn,全国平均,2011,平均出售价格,元/50公斤,106.07,xls:2012/020601.xls
corn,全国平均,2011,总成本,元,764.23,xls:2012/020601.xls
corn,全国平均,2011,技术服务费,元,0.04,xls:2012/020602.xls
corn,全国平均,2011,排灌费,元,14.25,xls:2012/020602.xls
corn,全国平均,2011,机械作业费,元,70.15,xls:2012/020602.xls
corn,全国平均,2011,每亩农膜用量,公斤,0.29,xls:2012/020602.xls
corn,全国平均,2011,每亩化肥折纯用量,公斤,22.51,xls:2012/020603.xls
corn,全国平均,2011,每亩化肥用量,公斤,22.51,xls:2012/020602.xls
corn,全国平均,2011,每亩用工数量,日,7.18,xls:2012/020601.xls
corn,全国平均,2011,每亩种子用量,公斤,2.37,xls:2012/020602.xls
corn,全国平均,2011,流转地租金,元,13.62,xls:2012/020601.xls
corn,全国平均,2011,燃料动力费,元,0.1,xls:2012/020602.xls
corn,全国平均,2011,物质与服务费用,元,308.45,xls:2012/020601.xls
corn,全国平均,2011,生产成本,元,603.94,xls:2012/020601.xls
corn,全国平均,2011,畜力费,元,8.82,xls:2012/020602.xls
corn,全国平均,2011,种子费,元,45.56,xls:2012/020602.xls
corn,全国平均,2011,管理费,元,0.85,xls:2012/020602.xls
corn,全国平均,2011,自营地折租,元,146.67,xls:2012/020601.xls
corn,全国平均,2011,财务费,元,0.07,xls:2012/020602.xls
corn,全国平均,2011,销售费,元,0.74,xls:2012/020602.xls
corn,全国平均,2011,雇工天数,日,0.27,xls:2012/020602.xls
corn,全国平均,2011,雇工工价,元/日,70.36,xls:2012/020602.xls
corn,全国平均,2011,雇工费用,元,19.21,xls:2012/020601.xls
corn,全国平均,2012,主产品产值,元,1094.76,xls:2013/020601.xls
corn,全国平均,2012,主产品产量,公斤,492.55,xls:2013/020601.xls
corn,全国平均,2012,产值合计,元,1121.9,xls:2013/020601.xls
corn,全国平均,2012,人工成本,元,398.4,xls:2013/020601.xls
corn,全国平均,2012,保险费,元,3.75,xls:2013/020602.xls
corn,全国平均,2012,修理维护费,元,1.18,xls:2013/020602.xls
corn,全国平均,2012,农家肥费,元,12.24,xls:2013/020602.xls
corn,全国平均,2012,农膜费,元,3.97,xls:2013/020602.xls
corn,全国平均,2012,农药费,元,13.79,xls:2013/020602.xls
corn,全国平均,2012,劳动日工价,元/日,56.0,xls:2013/020602.xls
corn,全国平均,2012,化肥费,元,142.79,xls:2013/020602.xls
corn,全国平均,2012,固定资产折旧,元,2.8,xls:2013/020602.xls
corn,全国平均,2012,土地成本,元,181.24,xls:2013/020601.xls
corn,全国平均,2012,家庭用工天数,日,6.61,xls:2013/020602.xls
corn,全国平均,2012,家庭用工折价,元,370.22,xls:2013/020601.xls
corn,全国平均,2012,工具材料费,元,3.22,xls:2013/020602.xls
corn,全国平均,2012,平均出售价格,元/50公斤,111.13,xls:2013/020601.xls
corn,全国平均,2012,总成本,元,924.22,xls:2013/020601.xls
corn,全国平均,2012,排灌费,元,14.5,xls:2013/020602.xls
corn,全国平均,2012,机械作业费,元,84.23,xls:2013/020602.xls
corn,全国平均,2012,每亩农膜用量,公斤,0.31,xls:2013/020602.xls
corn,全国平均,2012,每亩化肥折纯用量,公斤,22.94,xls:2013/020603.xls
corn,全国平均,2012,每亩化肥用量,公斤,22.94,xls:2013/020602.xls
corn,全国平均,2012,每亩用工数量,日,6.95,xls:2013/020601.xls
corn,全国平均,2012,每亩种子用量,公斤,2.24,xls:2013/020602.xls
corn,全国平均,2012,流转地租金,元,18.35,xls:2013/020601.xls
corn,全国平均,2012,燃料动力费,元,0.27,xls:2013/020602.xls
corn,全国平均,2012,物质与服务费用,元,344.58,xls:2013/020601.xls
corn,全国平均,2012,生产成本,元,742.98,xls:2013/020601.xls
corn,全国平均,2012,畜力费,元,8.01,xls:2013/020602.xls
corn,全国平均,2012,种子费,元,52.01,xls:2013/020602.xls
corn,全国平均,2012,管理费,元,1.03,xls:2013/020602.xls
corn,全国平均,2012,自营地折租,元,162.89,xls:2013/020601.xls
corn,全国平均,2012,财务费,元,0.04,xls:2013/020602.xls
corn,全国平均,2012,销售费,元,0.75,xls:2013/020602.xls
corn,全国平均,2012,雇工天数,日,0.34,xls:2013/020602.xls
corn,全国平均,2012,雇工工价,元/日,82.89,xls:2013/020602.xls
corn,全国平均,2012,雇工费用,元,28.18,xls:2013/020601.xls
corn,全国平均,2013,主产品产值,元,1062.04,xls:2014/020601a.xls
corn,全国平均,2013,主产品产量,公斤,488.01,xls:2014/020601a.xls
corn,全国平均,2013,产值合计,元,1089.56,xls:2014/020601a.xls
corn,全国平均,2013,人工成本,元,455.37,xls:2014/020601a.xls
corn,全国平均,2013,保险费,元,4.79,xls:2014/020602a.xls
corn,全国平均,2013,修理维护费,元,1.07,xls:2014/020602a.xls
corn,全国平均,2013,农家肥费,元,12.42,xls:2014/020602a.xls
corn,全国平均,2013,农膜费,元,4.54,xls:2014/020602a.xls
corn,全国平均,2013,农药费,元,14.38,xls:2014/020602a.xls
corn,全国平均,2013,劳动日工价,元/日,68.0,xls:2014/020602a.xls
corn,全国平均,2013,化肥费,元,142.15,xls:2014/020602a.xls
corn,全国平均,2013,固定资产折旧,元,2.89,xls:2014/020602a.xls
corn,全国平均,2013,土地成本,元,196.96,xls:2014/020601a.xls
corn,全国平均,2013,家庭用工天数,日,6.28,xls:2014/020602a.xls
corn,全国平均,2013,家庭用工折价,元,426.97,xls:2014/020601a.xls
corn,全国平均,2013,工具材料费,元,3.16,xls:2014/020602a.xls
corn,全国平均,2013,平均出售价格,元/50公斤,108.81,xls:2014/020601a.xls
corn,全国平均,2013,总成本,元,1012.04,xls:2014/020601a.xls
corn,全国平均,2013,技术服务费,元,0.01,xls:2014/020602a.xls
corn,全国平均,2013,排灌费,元,14.2,xls:2014/020602a.xls
corn,全国平均,2013,机械作业费,元,95.31,xls:2014/020602a.xls
corn,全国平均,2013,每亩农膜用量,公斤,0.36,xls:2014/020602a.xls
corn,全国平均,2013,每亩化肥折纯用量,公斤,23.35,xls:2014/020603a.xls
corn,全国平均,2013,每亩化肥用量,公斤,23.35,xls:2014/020602a.xls
corn,全国平均,2013,每亩用工数量,日,6.6,xls:2014/020601a.xls
corn,全国平均,2013,每亩种子用量,公斤,2.18,xls:2014/020602a.xls
corn,全国平均,2013,流转地租金,元,20.76,xls:2014/020601a.xls
corn,全国平均,2013,燃料动力费,元,0.38,xls:2014/020602a.xls
corn,全国平均,2013,物质与服务费用,元,359.71,xls:2014/020601a.xls
corn,全国平均,2013,生产成本,元,815.08,xls:2014/020601a.xls
corn,全国平均,2013,畜力费,元,7.39,xls:2014/020602a.xls
corn,全国平均,2013,种子费,元,55.04,xls:2014/020602a.xls
corn,全国平均,2013,管理费,元,0.81,xls:2014/020602a.xls
corn,全国平均,2013,自营地折租,元,176.2,xls:2014/020601a.xls
corn,全国平均,2013,财务费,元,0.04,xls:2014/020602a.xls
corn,全国平均,2013,销售费,元,1.13,xls:2014/020602a.xls
corn,全国平均,2013,雇工天数,日,0.32,xls:2014/020602a.xls
corn,全国平均,2013,雇工工价,元/日,89.29,xls:2014/020602a.xls
corn,全国平均,2013,雇工费用,元,28.4,xls:2014/020601a.xls
corn,全国平均,2014,主产品产值,元,1118.01,xls:2015/0206-01.xls
corn,全国平均,2014,主产品产量,公斤,499.79,xls:2015/0206-01.xls
corn,全国平均,2014,产值合计,元,1145.71,xls:2015/0206-01.xls
corn,全国平均,2014,人工成本,元,474.68,xls:2015/0206-01.xls
corn,全国平均,2014,保险费,元,5.2,xls:2015/0206-02.xls
corn,全国平均,2014,修理维护费,元,1.12,xls:2015/0206-02.xls
corn,全国平均,2014,农家肥费,元,11.21,xls:2015/0206-02.xls
corn,全国平均,2014,农膜费,元,4.69,xls:2015/0206-02.xls
corn,全国平均,2014,农药费,元,15.02,xls:2015/0206-02.xls
corn,全国平均,2014,劳动日工价,元/日,74.4,xls:2015/0206-02.xls
corn,全国平均,2014,化肥费,元,130.49,xls:2015/0206-02.xls
corn,全国平均,2014,固定资产折旧,元,2.8,xls:2015/0206-02.xls
corn,全国平均,2014,土地成本,元,224.41,xls:2015/0206-01.xls
corn,全国平均,2014,家庭用工天数,日,6.0,xls:2015/0206-02.xls
corn,全国平均,2014,家庭用工折价,元,446.4,xls:2015/0206-01.xls
corn,全国平均,2014,工具材料费,元,3.08,xls:2015/0206-02.xls
corn,全国平均,2014,平均出售价格,元/50公斤,111.85,xls:2015/0206-01.xls
corn,全国平均,2014,总成本,元,1063.89,xls:2015/0206-01.xls
corn,全国平均,2014,技术服务费,元,0.01,xls:2015/0206-02.xls
corn,全国平均,2014,排灌费,元,21.69,xls:2015/0206-02.xls
corn,全国平均,2014,机械作业费,元,105.11,xls:2015/0206-02.xls
corn,全国平均,2014,每亩农膜用量,公斤,0.36,xls:2015/0206-02.xls
corn,全国平均,2014,每亩化肥折纯用量,公斤,24.31,xls:2015/0206-03.xls
corn,全国平均,2014,每亩化肥用量,公斤,24.31,xls:2015/0206-02.xls
corn,全国平均,2014,每亩用工数量,日,6.3,xls:2015/0206-01.xls
corn,全国平均,2014,每亩种子用量,公斤,2.13,xls:2015/0206-02.xls
corn,全国平均,2014,流转地租金,元,24.04,xls:2015/0206-01.xls
corn,全国平均,2014,燃料动力费,元,0.64,xls:2015/0206-02.xls
corn,全国平均,2014,物质与服务费用,元,364.8,xls:2015/0206-01.xls
corn,全国平均,2014,生产成本,元,839.48,xls:2015/0206-01.xls
corn,全国平均,2014,畜力费,元,6.94,xls:2015/0206-02.xls
corn,全国平均,2014,种子费,元,55.24,xls:2015/0206-02.xls
corn,全国平均,2014,管理费,元,0.88,xls:2015/0206-02.xls
corn,全国平均,2014,自营地折租,元,200.37,xls:2015/0206-01.xls
corn,全国平均,2014,财务费,元,0.03,xls:2015/0206-02.xls
corn,全国平均,2014,销售费,元,0.65,xls:2015/0206-02.xls
corn,全国平均,2014,雇工天数,日,0.3,xls:2015/0206-02.xls
corn,全国平均,2014,雇工工价,元/日,95.53,xls:2015/0206-02.xls
corn,全国平均,2014,雇工费用,元,28.28,xls:2015/0206-01.xls
corn,全国平均,2015,主产品产值,元,921.25,xls:2016/2-06-1a.xls
corn,全国平均,2015,主产品产量,公斤,488.81,xls:2016/2-06-1a.xls
corn,全国平均,2015,产值合计,元,949.54,xls:2016/2-06-1a.xls
corn,全国平均,2015,人工成本,元,468.72,xls:2016/2-06-1a.xls
corn,全国平均,2015,保险费,元,6.0,xls:2016/2-06-2a.xls
corn,全国平均,2015,修理维护费,元,1.22,xls:2016/2-06-2a.xls
corn,全国平均,2015,其他直接费用,元,0.01,xls:2016/2-06-2a.xls
corn,全国平均,2015,农家肥费,元,11.21,xls:2016/2-06-2a.xls
corn,全国平均,2015,农膜费,元,4.64,xls:2016/2-06-2a.xls
corn,全国平均,2015,农药费,元,16.61,xls:2016/2-06-2a.xls
corn,全国平均,2015,劳动日工价,元/日,78.0,xls:2016/2-06-2a.xls
corn,全国平均,2015,化肥费,元,131.17,xls:2016/2-06-2a.xls
corn,全国平均,2015,固定资产折旧,元,3.72,xls:2016/2-06-2a.xls
corn,全国平均,2015,土地成本,元,238.78,xls:2016/2-06-1a.xls
corn,全国平均,2015,家庭用工天数,日,5.73,xls:2016/2-06-2a.xls
corn,全国平均,2015,家庭用工折价,元,447.17,xls:2016/2-06-1a.xls
corn,全国平均,2015,工具材料费,元,3.28,xls:2016/2-06-2a.xls
corn,全国平均,2015,平均出售价格,元/50公斤,94.23,xls:2016/2-06-1a.xls
corn,全国平均,2015,总成本,元,1083.72,xls:2016/2-06-1a.xls
corn,全国平均,2015,排灌费,元,21.53,xls:2016/2-06-2a.xls
corn,全国平均,2015,机械作业费,元,111.98,xls:2016/2-06-2a.xls
corn,全国平均,2015,每亩农膜用量,公斤,0.37,xls:2016/2-06-2a.xls
corn,全国平均,2015,每亩化肥折纯用量,公斤,24.3,xls:2016/2-06-3a.xls
