crop,province,year,variable,unit,value,source
rice_mid_indica,四川,2019,工具材料费,元,3.34,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,平均出售价格,元/50公斤,125.62,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,排灌费,元,9.12,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,机械作业费,元,118.17,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,每亩农膜用量,公斤,0.84,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,每亩化肥折纯用量,公斤,18.11,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,每亩化肥用量,公斤,18.11,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,每亩用工数量,日,8.78,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,每亩种子用量,公斤,0.98,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,流转地租金,元,4.4,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,燃料动力费,元,1.57,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,物质与服务费用,元,396.44,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,畜力费,元,6.6,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,种子费,元,75.82,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,自营地折租,元,113.92,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,销售费,元,0.34,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,雇工天数,日,0.25,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,雇工工价,元/日,114.02,pdf_patch:2020.pdf
rice_mid_indica,四川,2019,雇工费用,元,28.5,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,主产品产量,公斤,480.95,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,人工成本,元,612.78,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,修理维护费,元,4.77,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,农家肥费,元,14.4,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,农膜费,元,1.38,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,农药费,元,47.92,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,劳动日工价,元/日,86.38,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,化肥费,元,199.24,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,固定资产折旧,元,9.9,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,土地成本,元,210.71,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,家庭用工天数,日,6.16,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,家庭用工折价,元,531.84,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,工具材料费,元,8.58,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,平均出售价格,元/50公斤,142.9,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,排灌费,元,5.33,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,机械作业费,元,168.72,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,每亩农膜用量,公斤,0.09,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,每亩化肥折纯用量,公斤,29.83,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,每亩化肥用量,公斤,29.83,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,每亩用工数量,日,6.89,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,每亩种子用量,公斤,1.33,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,流转地租金,元,12.63,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,燃料动力费,元,4.49,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,物质与服务费用,元,580.55,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,畜力费,元,9.34,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,种子费,元,104.03,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,自营地折租,元,198.08,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,销售费,元,2.45,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,雇工天数,日,0.73,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,雇工工价,元/日,110.87,pdf_patch:2020.pdf
rice_mid_indica,广西,2019,雇工费用,元,80.94,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,主产品产值,元,1251.78,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,主产品产量,公斤,527.21,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,产值合计,元,1255.82,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,人工成本,元,395.4,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,保险费,元,26.55,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,修理维护费,元,1.76,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,农家肥费,元,1.24,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,农膜费,元,0.37,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,农药费,元,71.48,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,劳动日工价,元/日,86.38,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,化肥费,元,118.41,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,固定资产折旧,元,10.26,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,土地成本,元,227.72,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,家庭用工天数,日,3.78,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,家庭用工折价,元,326.78,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,工具材料费,元,3.22,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,平均出售价格,元/50公斤,118.72,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,总成本,元,1170.7,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,排灌费,元,8.87,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,机械作业费,元,229.84,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,每亩农膜用量,公斤,0.03,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,每亩化肥折纯用量,公斤,20.21,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,每亩化肥用量,公斤,20.21,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,每亩用工数量,日,4.23,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,每亩种子用量,公斤,1.17,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,流转地租金,元,36.58,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,燃料动力费,元,4.12,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,物质与服务费用,元,547.58,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,生产成本,元,942.98,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,畜力费,元,7.77,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,种子费,元,63.38,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,自营地折租,元,191.14,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,销售费,元,0.31,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,雇工天数,日,0.45,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,雇工工价,元/日,152.5,pdf_patch:2020.pdf
rice_mid_indica,湖南,2019,雇工费用,元,68.63,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,主产品产量,公斤,523.48,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,修理维护费,元,2.72,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,其他直接费用,元,0.33,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,农家肥费,元,11.61,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,农膜费,元,6.7,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,农药费,元,21.56,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,劳动日工价,元/日,86.38,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,化肥费,元,128.65,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,固定资产折旧,元,21.16,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,土地成本,元,203.53,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,家庭用工天数,日,12.11,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,工具材料费,元,5.5,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,平均出售价格,元/50公斤,144.73,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,排灌费,元,3.84,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,机械作业费,元,114.63,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,每亩农膜用量,公斤,0.43,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,每亩化肥折纯用量,公斤,19.41,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,每亩化肥用量,公斤,19.41,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,每亩用工数量,日,12.52,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,每亩种子用量,公斤,0.81,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,流转地租金,元,11.7,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,燃料动力费,元,13.03,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,物质与服务费用,元,409.65,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,畜力费,元,16.55,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,种子费,元,63.37,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,自营地折租,元,191.83,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,雇工天数,日,0.41,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,雇工工价,元/日,108.59,pdf_patch:2020.pdf
rice_mid_indica,贵州,2019,雇工费用,元,44.52,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,主产品产量,公斤,500.56,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,人工成本,元,655.44,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,保险费,元,3.16,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,修理维护费,元,1.72,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,农家肥费,元,5.76,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,农膜费,元,7.35,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,农药费,元,21.87,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,劳动日工价,元/日,86.38,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,化肥费,元,85.74,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,固定资产折旧,元,18.11,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,土地成本,元,160.47,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,家庭用工天数,日,7.45,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,家庭用工折价,元,643.62,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,工具材料费,元,7.91,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,平均出售价格,元/50公斤,128.31,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,排灌费,元,0.75,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,机械作业费,元,184.1,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,每亩农膜用量,公斤,0.52,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,每亩化肥折纯用量,公斤,13.68,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,每亩化肥用量,公斤,13.68,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,每亩用工数量,日,7.55,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,每亩种子用量,公斤,0.64,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,流转地租金,元,1.36,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,燃料动力费,元,10.43,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,物质与服务费用,元,415.52,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,畜力费,元,8.75,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,种子费,元,59.47,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,自营地折租,元,159.11,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,销售费,元,0.4,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,雇工天数,日,0.1,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,雇工工价,元/日,118.26,pdf_patch:2020.pdf
rice_mid_indica,重庆,2019,雇工费用,元,11.83,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,主产品产值,元,1334.18,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,主产品产量,公斤,567.79,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,产值合计,元,1356.77,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,人工成本,元,1086.82,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,修理维护费,元,2.47,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,农家肥费,元,4.49,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,农膜费,元,2.75,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,农药费,元,15.54,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,劳动日工价,元/日,86.38,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,化肥费,元,115.92,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,固定资产折旧,元,5.08,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,土地成本,元,87.49,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,家庭用工天数,日,12.19,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,家庭用工折价,元,1052.54,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,工具材料费,元,2.59,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,平均出售价格,元/50公斤,117.49,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,总成本,元,1572.98,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,排灌费,元,39.05,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,机械作业费,元,140.29,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,每亩农膜用量,公斤,0.21,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,每亩化肥折纯用量,公斤,20.39,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,每亩化肥用量,公斤,20.39,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,每亩用工数量,日,12.5,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,每亩种子用量,公斤,0.86,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,物质与服务费用,元,398.67,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,生产成本,元,1485.49,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,种子费,元,64.54,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,自营地折租,元,87.49,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,销售费,元,5.95,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,雇工天数,日,0.31,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,雇工工价,元/日,110.59,pdf_patch:2020.pdf
rice_mid_indica,陕西,2019,雇工费用,元,34.28,pdf_patch:2020.pdf
rice_mid_indica,云南,2022,主产品产值,元,1531.94,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,主产品产量,公斤,486.8,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,产值合计,元,1607.15,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,人工成本,元,1107.65,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,保险费,元,7.35,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,劳动日工价,元/日,95.3,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,土地成本,元,332.3,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,家庭用工天数,日,10.47,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,家庭用工折价,元,997.7,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,工具材料费,元,8.83,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,平均出售价格,元/50公斤,157.35,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,总成本,元,2011.79,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,每亩农膜用量,公斤,0.4,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,每亩化肥折纯用量,公斤,17.58,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,每亩化肥用量,公斤,17.58,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,每亩用工数量,日,11.41,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,每亩种子用量,公斤,1.66,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,流转地租金,元,7.18,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,燃料动力费,元,88.0,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,物质与服务费用,元,571.84,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,生产成本,元,1679.49,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,自营地折租,元,325.12,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,销售费,元,0.41,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,雇工天数,日,0.94,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,雇工工价,元/日,116.98,pdf_patch:2023.pdf
rice_mid_indica,云南,2022,雇工费用,元,109.96,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,主产品产值,元,1437.69,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,主产品产量,公斤,498.43,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,产值合计,元,1444.43,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,人工成本,元,793.26,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,保险费,元,12.48,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,修理维护费,元,2.32,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,其他直接费用,元,3.21,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,劳动日工价,元/日,95.3,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,固定资产折旧,元,8.44,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,土地成本,元,138.23,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,家庭用工天数,日,7.91,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,家庭用工折价,元,754.2,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,工具材料费,元,4.54,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,平均出售价格,元/50公斤,144.22,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,总成本,元,1408.84,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,每亩农膜用量,公斤,0.8,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,每亩化肥折纯用量,公斤,17.67,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,每亩化肥用量,公斤,17.67,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,每亩用工数量,日,8.25,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,每亩种子用量,公斤,0.99,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,流转地租金,元,6.0,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,燃料动力费,元,1.35,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,物质与服务费用,元,477.35,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,生产成本,元,1270.61,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,种子费,元,9.0,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,管理费,元,0.12,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,自营地折租,元,132.23,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,财务费,元,0.02,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,销售费,元,0.77,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,雇工天数,日,0.34,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,雇工工价,元/日,114.87,pdf_patch:2023.pdf
rice_mid_indica,四川,2022,雇工费用,元,39.06,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,主产品产值,元,1442.28,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,主产品产量,公斤,468.16,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,产值合计,元,1462.16,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,人工成本,元,602.16,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,修理维护费,元,5.49,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,农家肥费,元,18.07,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,农膜费,元,0.69,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,农药费,元,54.3,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,劳动日工价,元/日,95.3,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,化肥费,元,213.35,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,固定资产折旧,元,11.46,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,土地成本,元,220.46,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,家庭用工天数,日,5.61,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,家庭用工折价,元,534.63,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,工具材料费,元,8.72,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,平均出售价格,元/50公斤,154.04,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,总成本,元,1476.1,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,排灌费,元,0.97,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,机械作业费,元,206.58,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,每亩农膜用量,公斤,0.04,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,每亩化肥折纯用量,公斤,26.08,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,每亩化肥用量,公斤,26.08,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,每亩用工数量,日,6.13,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,每亩种子用量,公斤,1.28,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,流转地租金,元,22.0,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,燃料动力费,元,18.34,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,物质与服务费用,元,653.48,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,生产成本,元,1255.64,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,种子费,元,115.51,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,自营地折租,元,198.46,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,雇工天数,日,0.52,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,雇工工价,元/日,129.87,pdf_patch:2023.pdf
rice_mid_indica,广西,2022,雇工费用,元,67.53,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,主产品产值,元,1357.45,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,主产品产量,公斤,515.71,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,产值合计,元,1361.22,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,人工成本,元,375.28,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,保险费,元,32.79,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,修理维护费,元,1.72,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,农家肥费,元,1.68,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,农膜费,元,0.07,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,农药费,元,75.74,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,劳动日工价,元/日,95.3,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,化肥费,元,162.72,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,固定资产折旧,元,9.56,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,土地成本,元,235.86,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,家庭用工天数,日,3.24,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,家庭用工折价,元,308.39,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,工具材料费,元,3.06,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,平均出售价格,元/50公斤,131.61,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,总成本,元,1259.98,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,排灌费,元,9.05,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,机械作业费,元,276.64,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,每亩化肥折纯用量,公斤,20.49,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,每亩化肥用量,公斤,20.49,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,每亩用工数量,日,3.63,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,每亩种子用量,公斤,1.34,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,流转地租金,元,37.8,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,燃料动力费,元,4.77,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,物质与服务费用,元,648.84,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,生产成本,元,1024.12,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,种子费,元,70.66,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,自营地折租,元,198.06,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,销售费,元,0.38,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,雇工天数,日,0.39,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,雇工工价,元/日,171.5,pdf_patch:2023.pdf
rice_mid_indica,湖南,2022,雇工费用,元,66.89,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,主产品产值,元,1584.62,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,主产品产量,公斤,487.17,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,产值合计,元,1605.99,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,人工成本,元,1079.54,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,保险费,元,1.54,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,修理维护费,元,2.38,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,劳动日工价,元/日,95.3,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,土地成本,元,218.66,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,家庭用工天数,日,10.63,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,家庭用工折价,元,1013.42,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,工具材料费,元,6.03,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,平均出售价格,元/50公斤,162.64,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,总成本,元,1787.23,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,每亩农膜用量,公斤,0.46,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,每亩化肥折纯用量,公斤,17.56,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,每亩化肥用量,公斤,17.56,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,每亩用工数量,日,11.17,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,每亩种子用量,公斤,0.74,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,流转地租金,元,12.67,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,燃料动力费,元,14.75,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,物质与服务费用,元,489.03,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,生产成本,元,1568.57,pdf_patch:2023.pdf
rice_mid_indica,贵州,2022,自营地折租,元,205.99,pdf_patch:2023.pdf
