variant,model,split,train_years,test_years,group,rmse_x,mae_x,mean_x,relative_rmse,n_test
baseline_real_national_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,oil,0.0320483022320604,0.0254989434637951,0.1288846674059655,0.24865876505786,93
baseline_real_national_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,pork,0.0585438576803278,0.0483728061084536,0.1250981558741096,0.4679833789016237,93
baseline_real_national_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,vegfruit,0.0100430134952159,0.0081774420923961,0.0550383622979653,0.18247297114048,93
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0128818643102257,0.0103815336478441,0.0348762336824498,0.3693593874704456,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0665826204187124,0.0543102295608863,0.4046680667811247,0.1645363839759697,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatother,0.0198648515076589,0.0154365422847158,0.0474614233320154,0.4185473193396408,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,3.8431432236321617,3.311426710766034,205.93108133751332,0.0186622786549321,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0319270200304153,0.0258832493391838,0.1263853705744587,0.2526164213887863,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,pork,0.0588060325085796,0.0443596528431438,0.1361884486026575,0.4317989749641079,31
baseline_real_national_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0121013258122925,0.0098451682518616,0.0563143275331705,0.2148889339957849,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0136376299599672,0.0109510110163962,0.0348762336824498,0.3910293205435721,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0689696738806395,0.0572643897924595,0.4046680667811247,0.1704351777229399,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatother,0.0195344397978861,0.0151476332116613,0.0474614233320154,0.4115856294749817,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,4.059034310952046,3.469295773363031,205.93108133751332,0.0197106443796089,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0319269721187757,0.0254400035682289,0.1263853705744587,0.2526160422971291,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,pork,0.0571468838305768,0.0441837506072259,0.1361884486026575,0.4196162333657843,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0124432127043356,0.0103211206086585,0.0563143275331705,0.2209599803354882,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,dairyegg,0.0111048201773745,0.0093917356463818,0.0335411961908899,0.3310800280996154,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,grain,0.0796578624677457,0.0644306336286447,0.3769680601805148,0.2113119674637707,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,meatother,0.0200065473447107,0.0154884978126783,0.0489182540612311,0.4089791781952917,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,nonfood,3.5526441970352005,3.0009347210810997,216.82019248397043,0.0163852091280559,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,oil,0.0298578366019088,0.0248681569760042,0.121406726495581,0.2459323092200792,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,pork,0.0555528289398632,0.0436488600615052,0.1257248328087945,0.441860432014647,31
baseline_real_national_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,vegfruit,0.0110060548625419,0.0084253784836646,0.0550242834917282,0.2000217751894303,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,dairyegg,0.0092484326900499,0.0075102552225267,0.0335411961908899,0.2757335378683326,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,grain,0.0603691239332142,0.0511049422967295,0.3769680601805148,0.1601438697599629,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,meatother,0.0189308492875547,0.0149590173982435,0.0489182540612311,0.3869894715346743,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,nonfood,3.392793882608921,2.86387520269374,216.82019248397043,0.0156479608459887,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,oil,0.0285706792517165,0.024307999204367,0.121406726495581,0.2353302825668102,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,pork,0.0500298782449358,0.0408074651643213,0.1257248328087945,0.3979315551846673,31
baseline_real_national_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,vegfruit,0.0087008585744563,0.0069194860259624,0.0550242834917282,0.1581276124343233,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,dairyegg,0.0128867480440123,0.0104431619075123,0.0336587895284949,0.3828642748160232,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,grain,0.0698530596846616,0.057285386863673,0.4202893830904221,0.16620229416938,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,meatother,0.0192898579958167,0.0150803518922787,0.0454472075362963,0.4244453959115294,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,nonfood,4.077840856379277,3.346447553308534,198.04218970966636,0.0205907683729283,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,oil,0.0321271588876624,0.0247547486409494,0.1288846674059655,0.2492706039770205,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,pork,0.0536665896646917,0.0435711470679759,0.1250981558741096,0.4289958496166656,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,vegfruit,0.0122034324025855,0.0101214991359756,0.0550383622979653,0.2217259361119599,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,dairyegg,0.0128560426352191,0.0104235271960734,0.0336587895284949,0.3819520195262941,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,grain,0.0694231175146894,0.0569280531359211,0.4202893830904221,0.1651793271679041,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,meatother,0.0192439644885428,0.0150393675603419,0.0454472075362963,0.4234355757319887,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,nonfood,4.061705513526992,3.3335282242727216,198.04218970966636,0.0205092941028451,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,oil,0.0321914443687455,0.0247219471792083,0.1288846674059655,0.2497693869771785,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,pork,0.0535520424026798,0.0433624459371783,0.1250981558741096,0.4280801905391079,93
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020 -> 2021-2023,2015-2020,2021-2023,vegfruit,0.01207088191862,0.009981148597019,0.0550383622979653,0.2193176071132167,93
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0138367587344552,0.011211644368607,0.0348762336824498,0.3967389042188382,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.067733616290645,0.0549822073233646,0.4046680667811247,0.1673806802434958,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatother,0.0187369285093815,0.0144533549496579,0.0474614233320154,0.3947822714524957,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,3.8267202827045703,3.291860606934688,205.93108133751332,0.0185825289599325,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0319698818480013,0.0261835157089004,0.1263853705744587,0.252955557298197,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,pork,0.0570031558840203,0.0453041091263213,0.1361884486026575,0.4185608725915685,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0124278473814484,0.0102426501376514,0.0563143275331705,0.2206871310702966,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,dairyegg,0.0137922221794968,0.0112108238022525,0.0348762336824498,0.3954619155576207,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,grain,0.0622365803528199,0.0534367278677787,0.4046680667811247,0.1537966186654461,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,meatother,0.0188883344284688,0.0145707398529645,0.0474614233320154,0.3979723552818006,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,nonfood,4.140906204320884,3.602588823768108,205.93108133751332,0.0201082137646531,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,oil,0.0322174154566852,0.027061336501421,0.1263853705744587,0.2549141194922135,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,pork,0.0668243823234717,0.056594187151724,0.1361884486026575,0.4906758466603735,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022 -> 2023,2015-2022,2023,vegfruit,0.0122954575163994,0.0100970941990899,0.0563143275331705,0.2183362219704588,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,dairyegg,0.0114371827897556,0.0096634331106078,0.0335411961908899,0.3409891145403469,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,grain,0.0803041323605849,0.0649372735212508,0.3769680601805148,0.213026356456116,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,meatother,0.0201373376625202,0.0155638975198205,0.0489182540612311,0.4116528287643767,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,nonfood,3.582509320219881,3.0368859890715982,216.26007874028448,0.0165657450098418,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,oil,0.0299248925891104,0.024944773812931,0.121406726495581,0.2464846343600219,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,pork,0.0540240985511293,0.0433299428694236,0.1257248328087945,0.4297010967856333,31
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023 -> 2024,2015-2023,2024,vegfruit,0.0110860312117724,0.0085401015485848,0.0550242834917282,0.2014752488951361,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,dairyegg,0.0111662405929839,0.0094558709507421,0.0335411961908899,0.3329112214553854,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,grain,0.0834575969808845,0.0682791702267997,0.3769680601805148,0.2213916928158848,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,meatother,0.0196963583029468,0.0153153665717329,0.0489182540612311,0.4026382110508859,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,nonfood,3.561113754730899,3.010302151145236,216.26007874028448,0.0164668105897047,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,oil,0.0300752412438636,0.025109132141393,0.121406726495581,0.2477230225374565,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,pork,0.0548289730423175,0.0434811248657956,0.1257248328087945,0.4361029704108081,31
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023 -> 2024,2015-2023,2024,vegfruit,0.0109636578007434,0.0083761963877225,0.0550242834917282,0.1992512597168415,31
