variant,model,train_years,test_years,group,rmse_x,mae_x,mean_x,n_test,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,dairyegg,0.012943573275316731,0.010515446719906863,0.033658789528494916,93,0.3845525479862827
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,grain,0.06688543310588754,0.05483359410284121,0.4202893830904221,93,0.15914138162157107
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,meatother,0.01908780072249726,0.014876307909988704,0.045447207536296365,93,0.4199994181656333
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,nonfood,4.1801443021302145,3.438008836138925,198.05133191217894,93,0.02110636803989684
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,oil,0.03092184560665345,0.02517803919443934,0.12888466740596552,93,0.23991872911658854
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,pork,0.05981085352339235,0.04960792360149136,0.1250981558741096,93,0.4781113926537972
baseline_real_national_nonfood,AIDADS_sat,2015-2020,2021-2023,vegfruit,0.012119628025375924,0.010029956088968011,0.05503836229796539,93,0.22020328220819813
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,dairyegg,0.012117871320436685,0.009898122601573337,0.033658789528494916,93,0.36002100759380895
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,grain,0.06481196615210465,0.05346616102532428,0.4202893830904221,93,0.15420795470857954
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,meatother,0.018416480130280737,0.014173706761913454,0.045447207536296365,93,0.40522798052162906
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,nonfood,4.017027113881467,3.3030651816594703,198.05133191217894,93,0.020282757379600558
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,oil,0.03204830223206041,0.02549894346379515,0.12888466740596552,93,0.24865876505786005
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,pork,0.05854385768032782,0.0483728061084536,0.1250981558741096,93,0.4679833789016237
baseline_real_national_nonfood,MAIDADS_sat,2015-2020,2021-2023,vegfruit,0.01004301349521592,0.008177442092396117,0.05503836229796539,93,0.18247297114048
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,dairyegg,0.012881864310225796,0.010381533647844148,0.03487623368244984,31,0.3693593874704456
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,grain,0.06658262041871249,0.054310229560886374,0.4046680667811247,31,0.1645363839759697
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,meatother,0.01986485150765896,0.015436542284715863,0.047461423332015466,31,0.41854731933964084
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,nonfood,3.8431432236321617,3.311426710766034,205.93108133751335,31,0.018662278654932103
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,oil,0.03192702003041537,0.025883249339183845,0.1263853705744587,31,0.2526164213887863
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,pork,0.058806032508579645,0.04435965284314385,0.13618844860265758,31,0.43179897496410796
baseline_real_national_nonfood,AIDADS_sat,2015-2022,2023,vegfruit,0.012101325812292502,0.009845168251861694,0.05631432753317057,31,0.2148889339957849
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,dairyegg,0.013637629959967205,0.010951011016396268,0.03487623368244984,31,0.3910293205435721
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,grain,0.0689696738806395,0.05726438979245951,0.4046680667811247,31,0.1704351777229399
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,meatother,0.019534439797886168,0.015147633211661352,0.047461423332015466,31,0.4115856294749817
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,nonfood,4.059034310952046,3.469295773363031,205.93108133751335,31,0.019710644379608927
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,oil,0.03192697211877579,0.025440003568228953,0.1263853705744587,31,0.2526160422971291
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,pork,0.05714688383057689,0.04418375060722593,0.13618844860265758,31,0.41961623336578435
baseline_real_national_nonfood,MAIDADS_sat,2015-2022,2023,vegfruit,0.01244321270433561,0.010321120608658568,0.05631432753317057,31,0.2209599803354882
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,dairyegg,0.011104820177374568,0.009391735646381837,0.03354119619088997,31,0.33108002809961545
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,grain,0.07965786246774573,0.06443063362864475,0.3769680601805148,31,0.21131196746377076
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,meatother,0.02000654734471079,0.015488497812678319,0.04891825406123111,31,0.4089791781952917
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,nonfood,3.5526441970352005,3.0009347210810993,216.82019248397043,31,0.01638520912805595
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,oil,0.029857836601908834,0.024868156976004294,0.12140672649558108,31,0.24593230922007925
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,pork,0.05555282893986323,0.043648860061505215,0.12572483280879454,31,0.44186043201464703
baseline_real_national_nonfood,AIDADS_sat,2015-2023,2024,vegfruit,0.011006054862541949,0.008425378483664623,0.055024283491728235,31,0.20002177518943035
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,dairyegg,0.009248432690049933,0.007510255222526773,0.03354119619088997,31,0.2757335378683326
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,grain,0.06036912393321425,0.05110494229672953,0.3769680601805148,31,0.16014386975996298
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,meatother,0.01893084928755476,0.014959017398243585,0.04891825406123111,31,0.3869894715346743
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,nonfood,3.3927938826089212,2.8638752026937397,216.82019248397043,31,0.015647960845988785
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,oil,0.028570679251716545,0.024307999204367055,0.12140672649558108,31,0.23533028256681024
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,pork,0.05002987824493589,0.040807465164321335,0.12572483280879454,31,0.3979315551846673
baseline_real_national_nonfood,MAIDADS_sat,2015-2023,2024,vegfruit,0.008700858574456337,0.006919486025962478,0.055024283491728235,31,0.15812761243432333
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,dairyegg,0.012886748044012361,0.0104431619075123,0.033658789528494916,93,0.3828642748160232
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,grain,0.0698530596846616,0.05728538686367303,0.4202893830904221,93,0.16620229416938007
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,meatother,0.019289857995816753,0.015080351892278741,0.045447207536296365,93,0.4244453959115294
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,nonfood,4.077840856379277,3.346447553308534,198.04218970966633,93,0.020590768372928364
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,oil,0.03212715888766244,0.02475474864094946,0.12888466740596552,93,0.24927060397702056
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,pork,0.05366658966469172,0.0435711470679759,0.1250981558741096,93,0.4289958496166656
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2020,2021-2023,vegfruit,0.012203432402585581,0.010121499135975645,0.05503836229796539,93,0.22172593611195998
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,dairyegg,0.012856042635219113,0.010423527196073411,0.033658789528494916,93,0.3819520195262941
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,grain,0.06942311751468941,0.05692805313592117,0.4202893830904221,93,0.1651793271679041
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,meatother,0.019243964488542827,0.015039367560341946,0.045447207536296365,93,0.4234355757319887
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,nonfood,4.0617055135269915,3.3335282242727216,198.04218970966633,93,0.020509294102845105
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,oil,0.03219144436874555,0.024721947179208364,0.12888466740596552,93,0.24976938697717851
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,pork,0.05355204240267986,0.0433624459371783,0.1250981558741096,93,0.4280801905391079
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2020,2021-2023,vegfruit,0.012070881918620055,0.00998114859701906,0.05503836229796539,93,0.21931760711321677
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,dairyegg,0.013836758734455286,0.011211644368607079,0.03487623368244984,31,0.39673890421883823
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,grain,0.06773361629064506,0.05498220732336468,0.4046680667811247,31,0.16738068024349584
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,meatother,0.018736928509381544,0.014453354949657948,0.047461423332015466,31,0.3947822714524957
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,nonfood,3.8267202827045708,3.291860606934688,205.93108133751335,31,0.01858252895993257
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,oil,0.03196988184800135,0.026183515708900453,0.1263853705744587,31,0.252955557298197
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,pork,0.057003155884020336,0.04530410912632133,0.13618844860265758,31,0.4185608725915685
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2022,2023,vegfruit,0.012427847381448425,0.010242650137651481,0.05631432753317057,31,0.2206871310702966
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,dairyegg,0.013792222179496827,0.011210823802252513,0.03487623368244984,31,0.3954619155576207
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,grain,0.06223658035281992,0.05343672786777875,0.4046680667811247,31,0.1537966186654461
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,meatother,0.018888334428468802,0.014570739852964563,0.047461423332015466,31,0.39797235528180064
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,nonfood,4.140906204320884,3.602588823768108,205.93108133751335,31,0.020108213764653105
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,oil,0.032217415456685244,0.027061336501421052,0.1263853705744587,31,0.2549141194922135
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,pork,0.06682438232347178,0.056594187151724054,0.13618844860265758,31,0.49067584666037356
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2022,2023,vegfruit,0.012295457516399448,0.010097094199089954,0.05631432753317057,31,0.2183362219704588
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,dairyegg,0.011437182789755628,0.009663433110607815,0.03354119619088997,31,0.3409891145403469
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,grain,0.08030413236058495,0.06493727352125085,0.3769680601805148,31,0.21302635645611603
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,meatother,0.02013733766252025,0.01556389751982054,0.04891825406123111,31,0.41165282876437675
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,nonfood,3.582509320219881,3.0368859890715982,216.26007874028446,31,0.016565745009841887
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,oil,0.029924892589110488,0.024944773812931042,0.12140672649558108,31,0.2464846343600219
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,pork,0.054024098551129385,0.04332994286942362,0.12572483280879454,31,0.4297010967856333
robust_real_derived_cpi_nonfood,AIDADS_sat,2015-2023,2024,vegfruit,0.011086031211772474,0.008540101548584806,0.055024283491728235,31,0.2014752488951361
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,dairyegg,0.011166240592983902,0.009455870950742169,0.03354119619088997,31,0.33291122145538543
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,grain,0.08345759698088452,0.0682791702267997,0.3769680601805148,31,0.22139169281588483
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,meatother,0.019696358302946828,0.015315366571732951,0.04891825406123111,31,0.4026382110508859
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,nonfood,3.561113754730899,3.0103021511452357,216.26007874028446,31,0.01646681058970475
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,oil,0.03007524124386365,0.025109132141393074,0.12140672649558108,31,0.2477230225374565
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,pork,0.05482897304231753,0.043481124865795626,0.12572483280879454,31,0.43610297041080814
robust_real_derived_cpi_nonfood,MAIDADS_sat,2015-2023,2024,vegfruit,0.010963657800743461,0.008376196387722506,0.055024283491728235,31,0.19925125971684157
