数据库：分省年度数据 
时间：2000年-2025年 
数据时间	,北京市	,天津市	,河北省	,山西省	,内蒙古自治区	,辽宁省	,吉林省	,黑龙江省	,上海市	,江苏省	,浙江省	,安徽省	,福建省	,江西省	,山东省	,河南省	,湖北省	,湖南省	,广东省	,广西壮族自治区	,海南省	,重庆市	,四川省	,贵州省	,云南省	,西藏自治区	,陕西省	,甘肃省	,青海省	,宁夏回族自治区	,新疆维吾尔自治区	,
2000年	,55.89	,28.87	,419.42	,63.69	,143.40	,225.69	,216.29	,151.60	,55.05	,328.05	,117.62	,297.85	,137.58	,184.41	,560.15	,502.00	,248.85	,434.72	,322.23	,276.24	,37.98	,153.61	,555.55	,123.82	,204.87	,14.90	,83.22	,58.86	,20.83	,18.52	,83.63	,
2001年	,69.14	,36.40	,445.68	,63.53	,149.58	,234.73	,192.93	,137.54	,56.14	,343.09	,136.12	,306.75	,139.99	,193.83	,595.44	,537.93	,264.28	,456.85	,333.33	,266.14	,39.68	,146.28	,541.34	,131.66	,219.54	,16.01	,85.53	,65.13	,22.19	,16.31	,90.84	,
2002年	,70.68	,44.83	,458.20	,64.91	,145.78	,253.89	,204.28	,143.96	,51.57	,349.40	,147.83	,316.99	,142.46	,195.48	,627.00	,570.01	,278.24	,472.54	,348.53	,248.55	,39.69	,152.99	,568.01	,138.64	,235.83	,17.22	,86.99	,70.13	,22.79	,18.91	,100.16	,
2003年	,70.26	,53.42	,502.41	,66.51	,162.72	,280.15	,218.50	,151.46	,50.84	,354.78	,153.93	,329.64	,146.23	,195.22	,662.11	,603.55	,301.14	,503.79	,359.60	,227.13	,47.00	,160.55	,581.77	,152.53	,253.69	,19.01	,92.07	,75.88	,23.67	,23.38	,110.00	,
2004年	,70.84	,53.73	,533.95	,66.56	,201.35	,318.38	,243.52	,165.34	,12.47	,346.85	,161.77	,333.71	,151.26	,217.69	,696.53	,641.53	,309.32	,517.09	,360.46	,210.49	,52.26	,168.44	,609.13	,147.95	,277.80	,20.83	,101.63	,76.64	,24.82	,24.35	,128.13	,
2005年	,66.69	,57.78	,571.90	,68.24	,229.46	,347.92	,260.15	,173.51	,31.34	,352.34	,165.35	,340.13	,165.86	,237.10	,753.95	,685.95	,327.31	,523.45	,384.31	,242.92	,58.21	,177.96	,653.55	,167.51	,298.60	,21.46	,102.82	,82.10	,25.75	,26.18	,143.27	,
2006年	,45.24	,36.69	,406.18	,55.73	,216.52	,329.69	,237.54	,168.09	,25.99	,321.40	,158.27	,322.18	,161.81	,237.66	,681.01	,584.60	,302.66	,437.01	,382.08	,321.14	,50.70	,151.47	,621.24	,163.82	,293.89	,22.67	,102.07	,80.46	,25.70	,21.61	,123.91	,
2007年	,47.85	,33.76	,396.19	,58.07	,205.02	,348.01	,231.67	,165.03	,25.41	,305.63	,149.64	,323.84	,150.44	,244.67	,618.72	,542.92	,310.03	,422.72	,385.68	,329.04	,54.66	,159.27	,564.17	,150.59	,266.10	,23.72	,96.02	,76.89	,31.44	,22.79	,125.74	,
2008年	,45.11	,37.13	,421.10	,63.30	,217.99	,373.29	,216.79	,169.53	,26.46	,323.63	,170.08	,343.92	,169.42	,260.27	,660.31	,584.83	,340.01	,446.35	,411.97	,350.77	,61.15	,177.43	,591.52	,161.46	,288.29	,23.78	,99.38	,79.10	,25.51	,23.57	,115.32	,
2009年	,47.19	,39.49	,426.58	,69.78	,233.99	,389.23	,226.16	,187.64	,26.21	,344.40	,170.37	,362.55	,175.15	,276.02	,684.13	,615.01	,367.01	,476.35	,426.99	,371.25	,66.05	,187.70	,632.81	,169.63	,304.59	,24.03	,98.68	,82.88	,26.91	,25.55	,115.35	,
2010年	,46.27	,42.61	,416.71	,72.44	,238.66	,406.71	,238.88	,197.91	,26.17	,365.81	,175.11	,376.94	,180.21	,289.92	,704.36	,638.37	,379.35	,494.79	,441.10	,387.80	,68.47	,192.46	,656.64	,179.09	,321.37	,24.98	,102.62	,84.36	,28.29	,25.71	,121.74	,
2011年	,44.42	,42.92	,418.18	,71.30	,237.42	,408.17	,243.91	,201.21	,27.59	,375.92	,175.95	,375.47	,182.96	,295.60	,711.05	,641.65	,381.93	,489.48	,434.68	,391.08	,71.64	,196.28	,651.17	,179.97	,324.36	,26.14	,99.60	,83.75	,28.84	,25.24	,127.28	,
2012年	,43.19	,45.80	,442.91	,77.40	,245.75	,418.70	,259.96	,216.20	,25.80	,396.52	,180.79	,397.74	,200.85	,311.10	,764.16	,677.35	,412.27	,515.27	,443.21	,411.03	,79.53	,201.21	,670.23	,190.27	,348.68	,25.19	,107.09	,87.81	,30.47	,26.53	,134.23	,
2013年	,41.80	,46.48	,448.78	,83.21	,244.90	,420.12	,262.66	,221.28	,23.75	,383.23	,174.27	,403.83	,211.21	,321.93	,774.77	,699.05	,430.08	,519.23	,435.23	,420.02	,82.85	,207.85	,690.39	,199.74	,359.40	,26.82	,112.56	,91.01	,31.81	,27.37	,139.40	,
