数据库：分省年度数据 
时间：2000年-2025年 
数据时间	,北京市	,天津市	,河北省	,山西省	,内蒙古自治区	,辽宁省	,吉林省	,黑龙江省	,上海市	,江苏省	,浙江省	,安徽省	,福建省	,江西省	,山东省	,河南省	,湖北省	,湖南省	,广东省	,广西壮族自治区	,海南省	,重庆市	,四川省	,贵州省	,云南省	,西藏自治区	,陕西省	,甘肃省	,青海省	,宁夏回族自治区	,新疆维吾尔自治区	,
2000年	,1.56	,1.99	,24.59	,7.03	,31.82	,3.37	,3.21	,3.48	,0.74	,15.75	,2.62	,11.21	,1.33	,0.88	,24.80	,32.00	,3.04	,6.10	,0.43	,2.47	,0.99	,1.88	,16.24	,4.21	,5.80	,5.66	,5.40	,7.53	,7.00	,3.31	,37.50	,
2001年	,3.02	,2.44	,25.57	,6.94	,32.57	,3.69	,3.42	,3.92	,0.90	,16.34	,2.90	,10.88	,1.45	,0.92	,27.56	,34.51	,3.55	,6.68	,0.46	,2.60	,1.15	,2.05	,16.30	,4.34	,6.34	,6.23	,5.75	,8.36	,7.63	,3.71	,40.48	,
2002年	,4.24	,2.83	,26.71	,6.94	,33.81	,4.44	,3.47	,4.73	,0.86	,17.16	,3.08	,11.93	,1.47	,1.12	,30.23	,37.85	,4.30	,8.07	,0.49	,2.64	,1.24	,2.36	,16.80	,4.49	,7.20	,6.90	,6.85	,9.34	,8.00	,4.48	,42.62	,
2003年	,4.70	,3.12	,29.02	,7.21	,45.32	,5.10	,3.76	,6.67	,0.88	,17.65	,3.61	,15.09	,1.63	,1.39	,32.93	,42.00	,4.93	,9.39	,0.55	,2.82	,1.26	,2.72	,17.40	,4.50	,8.18	,7.37	,7.94	,10.57	,8.49	,5.52	,45.54	,
2004年	,4.91	,3.15	,31.10	,7.23	,60.36	,6.12	,4.00	,9.01	,0.75	,17.39	,3.82	,16.43	,1.81	,1.57	,34.99	,44.65	,5.83	,10.10	,0.63	,3.20	,1.28	,3.40	,18.80	,5.02	,8.95	,7.59	,8.44	,11.23	,8.84	,6.06	,52.65	,
2005年	,3.96	,3.04	,33.73	,7.43	,72.43	,7.12	,4.18	,10.73	,0.61	,17.88	,3.92	,16.40	,2.06	,1.60	,36.36	,46.66	,6.00	,11.65	,0.71	,3.76	,1.33	,3.59	,20.01	,5.50	,10.10	,7.47	,9.34	,12.46	,9.16	,6.40	,59.89	,
2006年	,1.96	,1.32	,22.62	,4.98	,74.66	,6.39	,4.13	,9.68	,0.23	,6.90	,2.34	,12.24	,1.41	,1.07	,30.50	,23.77	,5.56	,9.63	,0.70	,2.46	,0.91	,1.48	,21.84	,2.74	,9.32	,8.33	,6.43	,14.07	,8.34	,5.48	,62.36	,
2007年	,1.86	,1.36	,24.34	,5.16	,80.82	,6.97	,4.44	,10.40	,0.23	,7.12	,2.12	,13.17	,1.44	,1.08	,33.00	,25.30	,6.09	,10.30	,0.75	,2.67	,0.94	,1.60	,23.80	,2.78	,10.19	,8.18	,7.00	,14.60	,8.68	,5.70	,60.55	,
2008年	,1.45	,1.44	,26.48	,5.05	,84.84	,7.34	,3.51	,10.47	,0.54	,7.00	,1.84	,13.42	,1.65	,1.15	,33.21	,26.50	,7.30	,10.57	,0.82	,2.92	,1.04	,1.78	,24.00	,3.04	,11.47	,8.28	,7.37	,15.35	,8.67	,5.88	,45.97	,
