draw,success,nll_aidads,nll_maidads,lr_stat,message,elapsed_seconds,n_sampled_provinces,n_unique_sampled_provinces
43,True,-3346.5042091601536,-3546.415905077501,399.82339183469503,ok,252.0998752117157,31,19
44,True,-3437.1476862042837,-3662.149629455931,450.0038865032948,ok,332.7118887901306,31,20
45,True,-3686.435748774747,-3840.4025511529703,307.9336047564457,ok,348.2746169567108,31,23
46,True,-3341.160280509015,-3717.8263287936616,753.3320965692928,ok,160.91258192062378,31,19
47,True,-4002.1161595144554,-4064.6438096976703,125.05530036642996,ok,288.1023528575897,31,19
48,True,-3574.6730268202823,-3718.6886577614223,288.03126188228,ok,172.79707598686218,31,18
49,True,-3515.434711899476,-3831.6048472052175,632.340270611483,ok,141.71829390525818,31,18
50,True,-3371.7679648510903,-3558.349374124299,373.16281854641784,ok,188.28838086128235,31,20
51,True,-3664.759436622552,-3699.693831869438,69.86879049377148,ok,60.28519082069397,31,19
52,True,-3491.499181444905,-3652.7823549363343,322.5663469828596,ok,123.35042214393616,31,22
53,True,-3269.184247013441,-3283.274375980581,28.180257934280235,ok,72.86020302772522,31,19
54,True,-3393.6742228858016,-3599.5855852463505,411.822724721098,ok,309.08343982696533,31,21
55,True,-3945.200767072468,-4000.625449340331,110.84936453572573,ok,208.30172419548035,31,19
56,True,-3560.74276986629,-3613.179212629164,104.87288552574864,ok,73.3602077960968,31,20
57,True,-3426.310448572265,-3589.70946776782,326.7980383911099,ok,165.66893434524536,31,20
58,True,-3373.723496748697,-3725.294010028914,703.1410265604327,ok,262.1471607685089,31,22
59,True,-3720.993213562906,-3753.925707040653,65.8649869554938,ok,95.51303386688232,31,21
60,True,-3212.544331206608,-3478.1809521065557,531.273241799895,ok,172.60936403274536,31,21
61,True,-3390.1920051835805,-3583.860218604691,387.33642684222104,ok,187.3183240890503,31,20
62,True,-3501.0361762446505,-3560.3003541234298,118.52835575755851,ok,81.29286909103394,31,21
63,True,-3309.6568173558617,-3532.1621239442948,445.0106131768662,ok,235.13673496246335,31,19
64,True,-3409.107978582427,-3824.787812177117,831.3596671893793,ok,158.00701594352722,31,19
65,True,-3905.894487331006,-3993.142352386689,174.49573011136545,ok,256.6130759716034,31,19
66,True,-3408.357941370492,-3587.607844534668,358.49980632835195,ok,235.13570094108584,31,21
67,True,-3883.258502566018,-3926.628378647066,86.7397521620951,ok,169.51666903495789,31,23
68,True,-3549.4886017469644,-3706.485752669659,313.9943018453905,ok,200.2418191432953,31,20
69,True,-3859.702002209213,-3923.5208343776712,127.63766433691762,ok,95.8431167602539,31,23
70,True,-3800.203997250955,-3897.8400109603663,195.2720274188223,ok,106.91325283050536,31,20
71,True,-3777.535509848025,-3813.440600595195,71.81018149434112,ok,185.19403386116028,31,21
72,True,-3381.897306150105,-3466.2998174717995,168.80502264338884,ok,94.26208591461182,31,20
73,True,-3914.4018626912134,-3953.5288850747847,78.25404476714266,ok,234.80891180038452,31,19
74,True,-3905.331868246565,-3973.051227213669,135.43871793420658,ok,232.88873600959775,31,21
75,True,-3780.3131360381526,-3890.4881910089994,220.35010994169352,ok,101.04208111763,31,21
76,True,-3497.4061562113548,-3699.103693553842,403.39507468497413,ok,260.8784749507904,31,20
77,True,-3642.7505136043087,-3817.19614431282,348.8912614170222,ok,204.71530413627625,31,16
78,True,-3308.3014031460857,-3661.469834551632,706.336862811092,ok,177.3874912261963,31,22
79,True,-3840.127587338609,-3925.279695245858,170.304215814499,ok,89.60770583152771,31,20
80,True,-3283.2080623416346,-3561.449417723177,556.4827107630845,ok,123.75173592567444,31,17
81,True,-3384.439493352408,-3653.0348891579592,537.1907916111022,ok,193.8835380077362,31,21
82,True,-3156.3568529142412,-3549.6119651620893,786.5102244956961,ok,175.04059314727783,31,19
83,True,-3585.7511586799087,-3665.4733068200753,159.44429628033322,ok,176.2031331062317,31,20
84,True,-4010.990027017456,-4045.6047743165527,69.22949459819392,ok,136.77770590782166,31,20
85,True,-3357.242234742599,-3606.411185995015,498.3379025048316,ok,212.7048089504242,31,18
86,True,-3812.581449193037,-3882.925691378179,140.68848437028464,ok,217.60211730003357,31,20
87,True,-3186.829412009635,-3509.9861876317627,646.3135512442559,ok,189.2451798915863,31,21
88,True,-3728.623384901407,-3786.933637515085,116.62050522735626,ok,269.19157695770264,31,18
89,True,-3476.067245100035,-3648.534860091466,344.9352299828606,ok,113.2889757156372,31,19
90,True,-3374.1212991014777,-3583.697218452022,419.1518387010883,ok,283.5625259876251,31,20
91,True,-3528.5098769458245,-3561.977819276376,66.93588466110305,ok,58.731117963790894,31,20
92,True,-3365.033856195258,-3607.8183426358455,485.5689728811749,ok,162.8432068824768,31,18
93,True,-3395.112584042532,-3696.676683686971,603.1281992888789,ok,240.28950595855713,31,19
94,True,-3326.6478936980266,-3548.178959764754,443.0621321334547,ok,253.48075890541077,31,21
95,True,-3242.193059254069,-3551.2642978943145,618.1424772804912,ok,219.8441700935364,31,22
96,True,-3505.949255292203,-3649.669696868007,287.44088315160843,ok,67.83999419212341,31,20
97,True,-3365.0515620365613,-3654.672867493682,579.2426109142416,ok,147.5879521369934,31,16
98,True,-3557.869696995791,-3576.47924568615,37.21909738071827,ok,73.14854717254639,31,19
99,True,-3830.517963011068,-3849.619001932433,38.20207784272952,ok,114.44396209716795,31,22
100,True,-3511.694722972997,-3537.8576992943713,52.325952642748234,ok,39.188836097717285,31,19
101,True,-3914.6035181692514,-3923.4240044821977,17.640972625892573,ok,199.93933582305908,31,19
102,True,-3854.7811959084,-3880.8684549428617,52.174518068922225,ok,128.23066401481628,31,22
103,True,-3379.754271405227,-3718.225588565776,676.9426343210971,ok,249.02128195762631,31,20
104,True,-3488.2601450709976,-3698.114641880242,419.7089936184884,ok,177.77175426483154,31,18
105,True,-3368.5891578954174,-3533.0466405579564,328.9149653250779,ok,231.37892508506775,31,19
106,True,-3404.2004371197004,-3591.0514620253475,373.7020498112943,ok,214.4470658302307,31,22
107,True,-3556.6671071336823,-3581.935899849552,50.53758543173899,ok,96.86324191093443,31,21
108,True,-3417.5649286435573,-3796.090911152842,757.0519650185706,ok,187.9547438621521,31,18
109,True,-3287.2981383213923,-3584.035984652235,593.4756926616856,ok,297.1976101398468,31,20
110,True,-3503.2617141215455,-3598.986539924861,191.44965160663105,ok,194.7000629901886,31,22
111,True,-3517.528367816522,-3568.136733559131,101.21673148521768,ok,79.51267695426941,31,18
112,True,-3255.753705787496,-3485.1486579442862,458.78990431358034,ok,199.2521891593933,31,19
113,True,-3764.138064660573,-3897.985520265228,267.6949112093098,ok,151.75925707817078,31,22
114,True,-3765.7588406729783,-3838.4453823493377,145.373083352717,ok,210.52313995361328,31,18
115,True,-3563.99681598127,-3652.122634777928,176.25163759331554,ok,150.0192928314209,31,22
116,True,-3815.05623270884,-3896.0961736360982,162.0798818545181,ok,158.53620100021362,31,22
117,True,-3859.4296367963625,-3988.3379724473975,257.81667130207006,ok,183.72005701065063,31,19
118,False,-3211.2889154745603,-3211.780325454782,0.9828199604435212,ok,96.8333809375763,31,20
119,True,-3754.988309111679,-3869.2936692224566,228.6107202215544,ok,121.05419898033142,31,18
120,True,-3760.7078167395703,-3881.511684565446,241.60773565175077,ok,164.3584337234497,31,19
121,True,-3881.404645421641,-3921.544105022544,80.27891920180537,ok,153.14915585517883,31,17
122,True,-3298.131116186971,-3550.0113144770353,503.76039658012814,ok,251.80371022224423,31,18
123,True,-3503.4841055121806,-3538.633347088452,70.29848315254276,ok,77.08938002586365,31,18
124,False,-3930.4276412638246,-3987.359401614416,113.8635207011821,ok,223.3613200187683,31,19
125,True,-3587.662577153433,-3771.6881543349705,368.0511543630746,ok,157.4082169532776,31,19
126,True,-3314.3181013345297,-3549.6249662184628,470.61372976786606,ok,188.10810899734497,31,21
127,True,-3769.722692710845,-3822.053871051235,104.66235668078116,ok,134.55621695518494,31,22
128,True,-3773.4190222169814,-3986.0460914092455,425.25413838452823,ok,285.5132727622986,31,20
129,True,-3379.180084799921,-3508.5485450187816,258.736920437721,ok,142.63293385505676,31,19
130,True,-3454.935823477778,-3627.26804723097,344.664447506384,ok,140.82704377174375,31,20
131,True,-3678.841242813542,-3733.64362236993,109.60475911277626,ok,56.09845209121704,31,20
132,True,-3858.6863495645966,-3944.911539844281,172.45038055936766,ok,147.4218349456787,31,18
133,True,-3970.6752492990513,-4016.0963463834455,90.8421941687884,ok,162.91239595413208,31,17
134,True,-3471.529613864389,-3682.708206432098,422.35718513541815,ok,225.9488480091095,31,21
135,True,-3824.8161767902498,-3904.133079369453,158.63380515840618,ok,150.51991200447085,31,19
136,True,-3629.5895440124577,-3684.4369947942014,109.6949015634882,ok,141.03745317459106,31,21
137,True,-3756.3776736156074,-3820.8357284589706,128.9161096867265,ok,176.0517852306366,31,20
138,True,-3463.170474057132,-3528.9229849782105,131.50502184215657,ok,162.4935610294342,31,18
139,True,-3686.6177535690263,-3885.734732080529,398.2339570230042,ok,339.83676385879517,31,13
140,True,-3860.978376621849,-3923.329001891868,124.70125054003891,ok,166.7342312335968,31,19
141,True,-3391.103284139869,-3616.274147108947,450.34172593815674,ok,168.9333939552307,31,15
142,True,-3545.889368709481,-3571.6955644167274,51.61239141449278,ok,71.80374503135681,31,24
143,True,-3692.623273722267,-3787.637756916923,190.0289663893118,ok,138.22713494300842,31,20
144,True,-3631.492448417361,-3739.263240620377,215.5415844060317,ok,186.2147750854492,31,20
145,True,-3977.9745819073337,-4037.140125384946,118.33108695522333,ok,127.30470275878906,31,18
146,True,-3426.524913044499,-3707.7365202640776,562.4232144391572,ok,253.08266401290896,31,19
147,True,-3447.2203837894012,-3526.6459606594226,158.85115374004272,ok,126.03384590148926,31,21
148,True,-3909.884805681587,-3945.615162700148,71.46071403712267,ok,233.12460589408877,31,21
149,True,-3905.9945432073728,-3924.3016411575704,36.61419590039531,ok,235.35529589653015,31,20
150,True,-3359.6712719138527,-3626.3140307278977,533.2855176280891,ok,180.09998512268066,31,21
151,True,-3315.785954839995,-3517.059575680091,402.5472416801913,ok,116.54644012451172,31,24
152,True,-3879.5127061018543,-3917.076177496971,75.12694279023253,ok,209.5592062473297,31,22
153,True,-3876.260893538396,-3988.19235124913,223.86291542146773,ok,173.45615577697754,31,19
154,True,-3311.6291679316564,-3574.903621586514,526.5489073097151,ok,100.22555899620056,31,20
155,True,-3552.056518637348,-3624.668052813019,145.2230683513426,ok,129.41897702217102,31,20
156,True,-3633.9462807504106,-3704.107386635344,140.32221176986695,ok,90.64744114875792,31,21
157,True,-3438.6941414467647,-3461.982544079919,46.57680526630884,ok,77.65442895889282,31,18
158,True,-3870.483590956755,-3898.48894366011,56.01070540670935,ok,163.06512188911438,31,21
159,True,-3356.351251884023,-3504.585624054174,296.4687443403018,ok,169.76102566719055,31,21
160,True,-3889.794615229389,-3912.494400374584,45.39957029038942,ok,246.2865359783173,31,20
161,True,-3499.692616033079,-3666.0743150819712,332.7633980977844,ok,145.41664004325867,31,20
162,True,-4055.7121929333566,-4143.261386760411,175.0983876541095,ok,281.7246639728546,31,18
163,True,-3828.0961083631014,-3931.3654469500702,206.5386771739386,ok,159.40737581253052,31,21
164,True,-3327.356336808797,-3649.076493047371,643.4403124771488,ok,241.6817951202393,31,19
165,True,-3539.1754058845245,-3646.079443458396,213.8080751477428,ok,219.1315040588379,31,19
166,True,-3242.2775465912255,-3461.616764743514,438.6784363045772,ok,228.19062089920044,31,22
167,True,-3413.0611739805777,-3703.118721749752,580.1150955383491,ok,261.0644176006317,31,19
168,True,-3577.9806705923143,-3813.0973105313137,470.233279877998,ok,106.8628249168396,31,20
169,True,-3995.870093523577,-4055.3457037815865,118.95122051601902,ok,150.91669702529907,31,20
170,True,-3372.1414652164585,-3491.6310438149094,238.97915719690172,ok,121.0626449584961,31,20
171,True,-3465.9374110998483,-3477.92851894221,23.982215684723087,ok,62.01457095146179,31,19
172,False,-3156.2392507475715,-3461.030707695352,609.5829138955605,ok,220.14436602592468,31,19
173,True,-3304.204905608599,-3514.80110973457,421.19240825194265,ok,273.8247220516205,31,21
174,True,-3535.1157329338334,-3633.706679321334,197.18189277500096,ok,98.9155330657959,31,19
175,True,-3375.182759929866,-3494.453803794405,238.54208772907896,ok,113.03156208992004,31,20
176,True,-3931.058888927183,-3966.741040865592,71.36430387681867,ok,221.7423510551453,31,20
177,True,-3974.8809425187974,-4028.766353954267,107.7708228709389,ok,281.9321210384369,31,19
178,True,-3834.210071406646,-3881.450216614132,94.48029041497192,ok,67.55645990371704,31,19
179,True,-3993.217308775746,-3993.2173175302223,1.750895353325177e-05,ok,323.8710870742798,31,17
180,True,-3264.138818396412,-3365.6131665766793,202.948696360535,ok,97.5582537651062,31,22
181,True,-3418.490236787032,-3610.1467972020178,383.313120829971,ok,294.77170991897583,31,18
182,True,-3337.963163562216,-3580.1404294992626,484.3545318740935,ok,263.7336959838867,31,20
183,True,-3888.0636604511074,-3952.7857759272497,129.44423095228467,ok,93.62050819396973,31,19
184,True,-3304.303957029388,-3550.6595526482515,492.7111912377268,ok,295.02198004722595,31,23
185,True,-3552.068822762581,-3631.247409424605,158.35717332404784,ok,72.7571120262146,31,21
186,True,-3296.0803685008755,-3609.372075609652,626.5834142175536,ok,110.4764621257782,31,19
187,True,-3820.70148021211,-3946.7747943298577,252.1466282354968,ok,158.15399980545044,31,19
188,True,-3972.637140485079,-4027.7272466972727,110.18021242438772,ok,251.0694501399994,31,18
189,True,-3929.8282315902698,-3940.947561222664,22.23865926478902,ok,235.55624675750732,31,16
190,True,-3407.04513497409,-3635.6831921066146,457.2761142650488,ok,214.49336194992063,31,20
191,True,-3731.9290909894926,-3853.552630179898,243.2470783808112,ok,147.3845031261444,31,21
192,True,-3487.461467606957,-3709.852597509132,444.7822598043504,ok,227.45196104049683,31,20
193,True,-3402.4734569004027,-3558.5849360405896,312.22295828037386,ok,137.06251692771912,31,22
194,True,-3323.9144079921416,-3557.029753249151,466.23069051401853,ok,183.9863679409027,31,18
195,True,-3403.8514958480023,-3760.306311530008,712.9096313640121,ok,183.4602711200714,31,17
196,True,-3428.4070182098812,-3682.524865866787,508.23569531381145,ok,162.1020610332489,31,22
197,True,-3193.7345681605448,-3555.6797057206136,723.8902751201376,ok,152.36676907539368,31,17
198,True,-3384.16118525487,-3700.55353684393,632.7847031781203,ok,226.37202787399292,31,20
199,True,-3761.707078102582,-3852.84378116502,182.2734061248766,ok,100.6429407596588,31,20
200,True,-3714.119593149446,-3840.734699366342,253.230212433793,ok,360.4546489715576,31,17
201,True,-3522.836347407947,-3768.0722327524113,490.4717706889287,ok,366.52438020706177,31,15
202,True,-4065.6620798646263,-4076.306084037569,21.28800834588492,ok,62.4972620010376,31,18
203,True,-3444.3830955899975,-3584.5225158149515,280.2788404499079,ok,288.9066388607025,31,20
204,True,-3446.9512188085996,-3458.136365177894,22.370292738588432,ok,55.047300815582275,31,16
205,True,-3433.492676747416,-3623.699875089712,380.41439668459225,ok,400.158164024353,31,20
206,True,-3695.858941725529,-3779.583225467582,167.4485674841062,ok,410.7264897823334,31,21
207,True,-3691.464726766452,-3739.397514116118,95.86557469933176,ok,234.71648716926575,31,17
208,True,-3371.823093030501,-3726.2346566920214,708.8231273230413,ok,383.65823793411255,31,19
209,True,-3557.9495268102137,-3611.141218927076,106.38338423372444,ok,298.3787021636963,31,21
210,True,-3843.185171290715,-3890.31695577958,94.26356897772894,ok,1140.7651998996737,31,20
211,True,-3885.9870423545144,-3951.8898496927222,131.80561467641655,ok,138.57186889648438,31,18
212,True,-3833.635905304274,-3896.920090455558,126.56837030256702,ok,140.71588611602783,31,20
213,True,-3371.359163814582,-3683.2310349303066,623.7437422314488,ok,2051.1657412052155,31,19
214,True,-3458.182831836668,-3709.408684559032,502.45170544472785,ok,2042.6984066963196,31,19
215,True,-3812.579972349561,-3933.7974896647856,242.43503463044908,ok,2464.3950967788696,31,16
216,True,-3825.720448793534,-3870.141145273886,88.84139296070407,ok,2013.216110944748,31,20
217,True,-3792.548300189116,-3841.734699971355,98.37279956447856,ok,2056.2260508537292,31,22
218,True,-3982.538537442991,-4043.288716729334,121.5003585726854,ok,2059.5223710536957,31,21
219,True,-3702.614799857607,-3820.638217827488,236.0468359397601,ok,1878.289032936096,31,17
220,True,-3658.978852334485,-3701.8212336710726,85.6847626731751,ok,1043.4807710647583,31,21
221,True,-3490.513256367503,-3666.693501904976,352.36049107494546,ok,149.16770792007446,31,18
222,True,-3787.196529104786,-3787.196552009737,4.580990116664907e-05,ok,1908.8716406822205,31,21
223,True,-3877.931906481518,-3940.805321881086,125.74683079913576,ok,483.529678106308,31,21
224,True,-3853.606876559536,-3923.556559296901,139.89936547472917,ok,376.5693187713623,31,19
225,True,-3586.259707316048,-3675.9867311689177,179.45404770573987,ok,429.9109160900116,31,20
226,True,-3533.6371408120435,-3777.358443371637,487.44260511918674,ok,448.8295900821686,31,18
227,True,-3803.729420316548,-3869.670155866861,131.88147110062528,ok,806.2617681026459,31,19
228,True,-3557.4444294740183,-3616.87137603135,118.85389311466317,ok,361.0920639038086,31,20
229,True,-4022.435374620408,-4048.011741465627,51.15273369043916,ok,1492.69229388237,31,17
230,True,-3483.5813090171196,-3691.1253533560857,415.0880886779323,ok,1401.875727891922,31,21
231,True,-3216.732543816032,-3588.620020946414,743.7749542607644,ok,1472.8924720287323,31,20
232,True,-3326.806555592565,-3590.7634255003236,527.913739815518,ok,2458.859369277954,31,23
233,True,-3375.5236927905103,-3569.689816210833,388.3322468406459,ok,2373.1125118732452,31,22
234,True,-3265.91532811766,-3598.2992697675218,664.7678832997235,ok,1382.309698820114,31,23
235,True,-4017.2118204397775,-4118.598513242987,202.7733856064187,ok,1055.5271108150482,31,19
236,True,-3471.48917396491,-3571.7204939161634,200.46263990250645,ok,128.93447923660278,31,21
237,True,-3445.2507502599597,-3744.6547438085454,598.8079870971715,ok,1206.619303941727,31,21
238,True,-3236.9224921929867,-3605.588537555018,737.3320907240623,ok,1135.959869146347,31,21
239,True,-3953.799922864124,-3985.683765431208,63.76768513416755,ok,1028.731901884079,31,21
240,True,-3515.0905903038106,-3725.7982694513175,421.4153582950139,ok,1080.066066980362,31,20
241,True,-3849.4077601312783,-3952.645935279435,206.4763502963142,ok,1159.4933578968048,31,18
242,True,-3673.5793669031304,-3757.4789569733825,167.79918014050418,ok,1037.4973921775818,31,19
243,True,-3893.9367731660423,-3977.1415907614937,166.4096351909011,ok,199.32920789718628,31,19
244,True,-3514.075311762314,-3595.5179394328834,162.88525534113887,ok,998.3397257328032,31,21
245,True,-3626.226755872043,-3778.7499598180048,305.046407891924,ok,781.7724480628967,31,21
246,True,-3541.0838914616943,-3689.708253881959,297.2487248405305,ok,678.4437439441681,31,19
247,True,-3861.0193172926706,-3934.8936947682087,147.74875495107608,ok,1891.2847170829773,31,20
248,True,-3838.4168485638834,-3892.537235225249,108.240773322731,ok,701.3135879039764,31,20
249,False,-3825.22291805603,-3909.264058029582,168.08227994710433,ok,1940.6389071941376,31,22
250,True,-3877.695928137123,-3913.081194725794,70.77053317734226,ok,863.8949799537659,31,19
251,True,-3528.0045664832032,-3604.160515079452,152.31189719249778,ok,611.4044532775879,31,22
252,True,-3869.758246519648,-3978.488783954064,217.46107486883193,ok,1851.012683868408,31,18
253,True,-3408.752940534315,-3630.610930938391,443.7159808081533,ok,1219.519222021103,31,19
254,True,-3458.8175831630815,-3662.637976210186,407.64078609420903,ok,1260.3960692882538,31,19
255,True,-3313.683032122723,-3467.7261122552836,308.0861602651212,ok,1308.95765709877,31,19
256,True,-3600.4054299377535,-3713.2341525467136,225.6574452179202,ok,963.6962382793428,31,19
257,True,-3506.0529889013096,-3679.517443356421,346.9289089102231,ok,1048.5596108436584,31,18
258,True,-3295.1575893078007,-3638.818777140496,687.3223756653915,ok,644.4670650959015,31,20
259,True,-3938.60326863623,-3974.124094873572,71.04165247468427,ok,684.5251588821411,31,20
260,True,-3222.4195635023348,-3536.34592076025,627.8527145158305,ok,781.1610901355743,31,20
261,True,-3395.1017251250732,-3664.7518584163863,539.3002665826261,ok,693.7270059585571,31,19
262,True,-3305.940172244553,-3691.962748166607,772.0451518441087,ok,724.9542722702026,31,18
263,True,-3738.473822960697,-3818.7696820599126,160.5917181984314,ok,668.714607000351,31,19
264,True,-3462.1737736386285,-3630.8634550310894,337.3793627849218,ok,577.5128898620605,31,20
265,True,-3333.803226339063,-3403.941710554583,140.2769684310406,ok,94.60191416740416,31,20
266,True,-3308.364688605831,-3658.7029166596767,700.6764561076916,ok,158.40805411338806,31,21
267,True,-3835.185137743067,-3935.8686198324344,201.36696417873372,ok,170.1364040374756,31,20
268,True,-3371.5523680211704,-3481.7880510957066,220.4713661490723,ok,349.4654951095581,31,16
269,True,-3801.159333386751,-3855.995618798233,109.67257082296328,ok,1277.0145242214203,31,21
270,True,-3555.363271493592,-3686.792615828542,262.8586886698995,ok,1267.4138250350952,31,19
271,True,-3773.2131469924934,-3862.143083113133,177.85987224127803,ok,1332.1934206485748,31,21
272,False,-3902.614940652882,-3963.078902087425,120.9279228690848,ok,1527.2092518806458,31,22
273,True,-3283.2053610167,-3623.157603848882,679.9044856643641,ok,1277.7504189014437,31,22
274,True,-3949.64724273161,-4071.3517652574465,243.40904505167416,ok,1479.9539351463318,31,18
275,True,-3371.8044093345,-3559.508093051192,375.407367433384,ok,1487.408166885376,31,19
276,True,-3602.4631465846824,-3728.6746372001144,252.422981230864,ok,1016.3513820171356,31,20
277,True,-3628.638133306516,-3687.4255229977375,117.574779382443,ok,123.70487093925476,31,20
278,True,-3446.1417592843086,-3772.463727776457,652.6439369842965,ok,560.5292911529541,31,15
279,True,-3836.9514298690897,-3871.6535634845936,69.4042672310079,ok,419.3270881175995,31,22
280,True,-3419.9831578454746,-3604.0023712090983,368.0384267272475,ok,396.48441982269287,31,23
281,True,-3443.170842035886,-3736.5256651396526,586.7096462075333,ok,433.6753170490265,31,21
282,True,-3836.5184058728473,-3939.8321756094024,206.62753947311012,ok,431.1334199905395,31,18
283,True,-3601.3048199170007,-3727.5880097776767,252.56637972135195,ok,164.89631509780884,31,19
284,True,-3508.5024594021975,-3553.634818169926,90.26471753545684,ok,115.19439005851746,31,21
285,True,-3754.979240653662,-3815.88671096004,121.81494061275498,ok,856.4514801502228,31,19
286,True,-3353.694546352338,-3597.6967027511178,488.0043127975596,ok,785.7874550819397,31,22
287,True,-3515.2200990775473,-3667.086318079404,303.73243800371347,ok,745.18781208992,31,21
288,True,-3729.810741739242,-3868.59981385932,277.5781442401567,ok,146.64773201942444,31,19
289,True,-3875.1052948747574,-3946.815621049528,143.42065234954134,ok,770.9181618690491,31,19
290,True,-3515.3648600780684,-3562.745433856431,94.76114755672552,ok,79.49129486083984,31,22
291,True,-3245.145984986259,-3467.90038863306,445.50880729360233,ok,710.0176377296448,31,21
292,True,-3366.914461529807,-3524.8041127498213,315.7793024400289,ok,802.3513388633728,31,21
293,True,-3769.643204143955,-3793.3812738143743,47.47613934083984,ok,1285.9721188545227,31,18
294,True,-3875.4889030388376,-3910.5502164293785,70.12262678108164,ok,669.9581480026245,31,20
295,True,-3289.6762688573153,-3689.238009117767,799.1234805209033,ok,476.26008129119873,31,18
296,True,-3291.3404611478104,-3609.93644142092,637.1919605462199,ok,478.51700091362,31,18
297,True,-3502.6030064957736,-3510.3011441998833,15.39627540821948,ok,49.41482496261597,31,19
298,True,-3354.3935135412844,-3668.7913856731434,628.795744263718,ok,483.9511601924896,31,18
299,True,-3783.3549100214377,-3887.6528418029634,208.59586356305135,ok,418.56644010543823,31,20
300,True,-3542.674546431894,-3552.2791019622778,19.2091110607671,ok,384.0217127799988,31,20
301,True,-3781.165076656436,-3845.606177091944,128.8822008710149,ok,731.1530599594116,31,20
302,True,-3943.719001232333,-4034.069443480295,180.70088449592367,ok,777.4878289699554,31,18
