variant,model,group,group_label_cn,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,0.0775471209105927,0.05384488584651578,0.4122865722827164,0.18809033842949527
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,0.03135833463777284,0.02520516815091277,0.1273417792799735,0.2462533099119688
robust_real_derived_cpi_nonfood,AIDADS_sat,vegetable,蔬菜,0.0051334234694452455,0.003813204019156324,0.029555166094480383,0.17368954899576577
robust_real_derived_cpi_nonfood,AIDADS_sat,fruit,水果,0.005838970555291187,0.004837148124722881,0.022092206799319485,0.2643000134993778
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,0.04267409638962957,0.03508466895470301,0.105900420411937,0.40296437184700157
robust_real_derived_cpi_nonfood,AIDADS_sat,beef,牛肉,0.006752726956336686,0.0029553710420509097,0.005678385424697923,1.189198416677733
robust_real_derived_cpi_nonfood,AIDADS_sat,mutton,羊肉,0.007890157528446183,0.005167130014094962,0.006077647961442819,1.298225494221136
robust_real_derived_cpi_nonfood,AIDADS_sat,poultry,禽肉,0.010706433798431168,0.008275719672891743,0.017268889581279277,0.6199839166287632
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,0.006770038703382393,0.005168342912685151,0.01225390821163058,0.5524799587577073
robust_real_derived_cpi_nonfood,AIDADS_sat,egg,蛋类,0.006727045713565329,0.005327683295398292,0.020026467636486082,0.33590775146533436
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,0.003818663307087691,0.0030902439817062353,0.00998791915284136,0.38232821558245783
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,3.541428627082286,2.7016014732235685,190.29407101537942,0.018610294099998894
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,0.06945391183223948,0.05020599504095375,0.4122865722827164,0.16846028103144964
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,0.03230414821956574,0.025814706534880758,0.1273417792799735,0.25368067261367433
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegetable,蔬菜,0.004962758966413438,0.003755087250172442,0.029555166094480383,0.16791511001997939
robust_real_derived_cpi_nonfood,MAIDADS_sat,fruit,水果,0.005947112613976577,0.004874931941200182,0.022092206799319485,0.2691950454745774
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,0.04246074957007064,0.03446274963728365,0.105900420411937,0.4009497734277598
robust_real_derived_cpi_nonfood,MAIDADS_sat,beef,牛肉,0.0067487504886152745,0.0028463852218678335,0.005678385424697923,1.1884981352730724
robust_real_derived_cpi_nonfood,MAIDADS_sat,mutton,羊肉,0.007903573044823715,0.0050065865346311245,0.006077647961442819,1.3004328475365372
robust_real_derived_cpi_nonfood,MAIDADS_sat,poultry,禽肉,0.010530675859221654,0.008078579435644346,0.017268889581279277,0.6098061956825335
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,0.006817720740112373,0.005240691288568945,0.01225390821163058,0.5563711284895584
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,0.006664851830364397,0.005321429418906493,0.020026467636486082,0.33280216717908606
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,0.0038644251522016726,0.003119697558848825,0.00998791915284136,0.38690993519929745
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,3.548681321466536,2.6743960090731984,190.29407101537942,0.01864840718647369
