variant,income,group,group_label_cn,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,xhat,budget_share,phi,u,support_flag
baseline_real_national_nonfood,10000.0,grain,粮食/主粮,-1.0469899025254439,-1.0469899025254439,-2.0469899025254437,0.6005148808042498,0.05102714398332762,3.172541582030467e-05,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,oil,食用油,-0.14702327459488476,-0.14702327459488476,-1.1470232745948847,0.13099401163059313,0.06801084767582677,3.779937947009751e-05,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,vegetable,蔬菜,0.9907053412528266,0.9907053412528266,-0.00929465874717339,0.021523785929757167,0.00970077348702473,0.0034435970248176168,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,fruit,水果,0.8785241487210755,0.8785241487210755,-0.12147585127892446,0.01538094720427392,0.02117633702114399,0.013623157795773793,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,pork,猪肉,0.6049656818824336,0.6049656818824336,-0.3950343181175664,0.07275251782555821,0.01727963954345977,0.025608460745138457,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,beef,牛肉,12.941711257095644,12.941711257095644,11.941711257095644,0.0004169469556154762,0.0009890280945085044,0.01908050066336214,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,mutton,羊肉,4.445280715625807,4.445280715625807,3.445280715625807,0.0011601750538621073,0.0014145199450765636,0.009486732409307239,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,poultry,禽肉,0.7934686620802011,0.7934686620802011,-0.20653133791979894,0.0147930973871682,0.009428274307788875,0.0002297716414935682,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,aquatic,水产品,13.949209863499744,13.949209863499744,12.949209863499744,0.0011167988431853067,0.0010093318381568612,0.020988596708649932,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,egg,蛋类,0.8354944000827776,0.8354944000827776,-0.16450559991722236,0.010952113465826193,0.003050265914989326,0.005535433292938984,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,milk,奶类,3.594741647868286,3.594741647868286,2.594741647868286,0.004572606729588714,0.0016735968361893815,0.00020494134062362424,-3.960263288696461,in_support
baseline_real_national_nonfood,10000.0,nonfood,其他/未覆盖支出,1.1966328775814719,1.1966328775814719,0.19663287758147185,81.52402413525077,0.8152402413525076,0.9017292835826043,-3.960263288696461,in_support
baseline_real_national_nonfood,13675.100270074257,grain,粮食/主粮,-0.506963708240679,-0.506963708240679,-1.506963708240679,0.4872868471617754,0.03027831182238105,2.7463808787367975e-05,-1.7305489573740624,in_support
baseline_real_national_nonfood,13675.100270074257,oil,食用油,-0.05903086036935688,-0.05903086036935688,-1.0590308603693568,0.1275343736841924,0.04841985446476145,3.272186993317559e-05,-1.7305489573740624,in_support
baseline_real_national_nonfood,13675.100270074257,vegetable,蔬菜,0.4991527481341644,0.4991527481341644,-0.5008472518658356,0.026452738082851066,0.008718219766254642,0.0029810260255063873,-1.7305489573740624,in_support
baseline_real_national_nonfood,13675.100270074257,fruit,水果,0.6010092743584946,0.6010092743584946,-0.3989907256415054,0.01922323640510691,0.019353688475175497,0.011793188240698048,-1.7305489573740624,in_support
