variant,model,nll,k_effective,aic,bic,success,message,mean_food_relative_rmse,lr_stat,chi2_p_value_status
robust_real_derived_cpi_nonfood,AIDADS_sat,-11262.582331927362,25,-22475.164663854724,-22381.750356417746,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.51394739418334,,
robust_real_derived_cpi_nonfood,MAIDADS_sat,-11306.243048300896,38,-22536.48609660179,-22394.49634929758,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.5122746629025022,,
robust_real_derived_cpi_nonfood,LR_MAIDADS_vs_AIDADS,,13,,,True,Naive chi-square p-value not reported; nuisance parameters unidentified under AIDADS.,,87.32143274706686,invalid_not_reported_unidentified_nuisance_under_H0
