variant,model,group,group_label_cn,rmse_x,mae_x,mean_x,relative_rmse
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,0.07750583251710022,0.05384474564220417,0.4122865722827164,0.18799019353934307
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,0.03134477650699764,0.02531725830928736,0.1273417792799735,0.24614683950726846
baseline_real_national_nonfood,AIDADS_sat,vegetable,蔬菜,0.005108646206116888,0.003800383974337327,0.029555166094480383,0.17285120949027455
baseline_real_national_nonfood,AIDADS_sat,fruit,水果,0.005787318808803425,0.004775263600447183,0.022092206799319485,0.2619620059405606
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,0.042059164759217935,0.03433057971734082,0.105900420411937,0.39715767506506583
baseline_real_national_nonfood,AIDADS_sat,beef,牛肉,0.006693813597565194,0.002984318467368179,0.005678385424697923,1.1788233973077462
baseline_real_national_nonfood,AIDADS_sat,mutton,羊肉,0.008031512666514907,0.004722209917139981,0.006077647961442819,1.3214836919590593
baseline_real_national_nonfood,AIDADS_sat,poultry,禽肉,0.010713746461758303,0.008347140237671273,0.017268889581279277,0.6204073754326843
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,0.006996946885692178,0.00539857917632806,0.01225390821163058,0.5709971679934039
baseline_real_national_nonfood,AIDADS_sat,egg,蛋类,0.006630630403201898,0.005284621926438794,0.020026467636486082,0.33109335722899025
baseline_real_national_nonfood,AIDADS_sat,milk,奶类,0.00392679203288985,0.0031211560746958822,0.00998791915284136,0.3931541668289092
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,3.544615091089607,2.673263897245827,191.69657220163432,0.018490758861150813
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,0.06471394177651386,0.04960354828719279,0.4122865722827164,0.15696349609013632
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,0.03111149909802422,0.024906100474018113,0.1273417792799735,0.2443149394797014
baseline_real_national_nonfood,MAIDADS_sat,vegetable,蔬菜,0.004864552568588017,0.003694654767943686,0.029555166094480383,0.16459229337562423
baseline_real_national_nonfood,MAIDADS_sat,fruit,水果,0.005769746560201675,0.004803218743392556,0.022092206799319485,0.26116660108303
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,0.04200361586546738,0.03459921953096944,0.105900420411937,0.39663313612995604
baseline_real_national_nonfood,MAIDADS_sat,beef,牛肉,0.006718849788882408,0.0027603860903665342,0.005678385424697923,1.1832324307643902
baseline_real_national_nonfood,MAIDADS_sat,mutton,羊肉,0.008016857185844585,0.004768928169324591,0.006077647961442819,1.3190723182231507
baseline_real_national_nonfood,MAIDADS_sat,poultry,禽肉,0.01052888704405846,0.008247244466531028,0.017268889581279277,0.6097026096844428
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,0.007031844259996628,0.005497788432703007,0.01225390821163058,0.5738450246691482
baseline_real_national_nonfood,MAIDADS_sat,egg,蛋类,0.006729831325622278,0.005410271746343497,0.020026467636486082,0.33604684799036877
baseline_real_national_nonfood,MAIDADS_sat,milk,奶类,0.00369045632269618,0.0029381144538501106,0.00998791915284136,0.36949200991943554
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,3.3987614849131638,2.630735799097946,191.69657220163432,0.01772990224018303
