model,group,parameter,value,near_lower_boundary,near_upper_boundary,imposed_by_saturation
AIDADS_sat,grain,alpha,3.1603834928183545e-05,True,False,False
AIDADS_sat,grain,beta,0.0,True,False,True
AIDADS_sat,grain,delta,0.41044147478724835,False,False,False
AIDADS_sat,grain,tau,0.41044147478724835,False,False,False
AIDADS_sat,oil,alpha,3.766700580706262e-05,True,False,False
AIDADS_sat,oil,beta,0.0,True,False,True
AIDADS_sat,oil,delta,0.1269262070128404,False,False,False
AIDADS_sat,oil,tau,0.1269262070128404,False,False,False
AIDADS_sat,vegetable,alpha,0.0037768097237477604,False,False,False
AIDADS_sat,vegetable,beta,0.0,True,False,True
AIDADS_sat,vegetable,delta,0.024943506719672687,False,False,False
AIDADS_sat,vegetable,tau,0.024943506719672687,False,False,False
AIDADS_sat,fruit,alpha,0.013783154323475053,False,False,False
AIDADS_sat,fruit,beta,0.0,True,False,True
AIDADS_sat,fruit,delta,0.015777583760549035,False,False,False
AIDADS_sat,fruit,tau,0.015777583760549035,False,False,False
AIDADS_sat,pork,alpha,0.026461503304034885,False,False,False
AIDADS_sat,pork,beta,0.0,True,False,True
AIDADS_sat,pork,delta,0.04865332385742152,False,False,False
AIDADS_sat,pork,tau,0.04865332385742152,False,False,False
AIDADS_sat,beef,alpha,0.01862362416987727,False,False,False
AIDADS_sat,beef,beta,0.0,True,False,True
AIDADS_sat,beef,delta,7.553040189049276e-05,True,False,False
AIDADS_sat,beef,tau,7.553040189049276e-05,True,False,False
AIDADS_sat,mutton,alpha,0.008278044132621605,False,False,False
AIDADS_sat,mutton,beta,0.0,True,False,True
AIDADS_sat,mutton,delta,0.0006804021917614187,False,False,False
AIDADS_sat,mutton,tau,0.0006804021917614187,False,False,False
AIDADS_sat,poultry,alpha,0.00022407915604846966,False,False,False
AIDADS_sat,poultry,beta,0.0,True,False,True
AIDADS_sat,poultry,delta,0.01739994039253333,False,False,False
AIDADS_sat,poultry,tau,0.01739994039253333,False,False,False
AIDADS_sat,aquatic,alpha,0.017437729312939867,False,False,False
AIDADS_sat,aquatic,beta,0.0,True,False,True
AIDADS_sat,aquatic,delta,0.0001290612789405426,False,False,False
AIDADS_sat,aquatic,tau,0.0001290612789405426,False,False,False
AIDADS_sat,egg,alpha,0.005079087013265414,False,False,False
AIDADS_sat,egg,beta,0.0,True,False,True
AIDADS_sat,egg,delta,0.007921568296795526,False,False,False
AIDADS_sat,egg,tau,0.007921568296795526,False,False,False
AIDADS_sat,milk,alpha,0.0001679284436425403,False,False,False
AIDADS_sat,milk,beta,0.0,True,False,True
AIDADS_sat,milk,delta,0.00955060492974857,False,False,False
AIDADS_sat,milk,tau,0.00955060492974857,False,False,False
AIDADS_sat,nonfood,alpha,0.906098769579612,False,False,False
AIDADS_sat,nonfood,beta,1.0,False,True,True
AIDADS_sat,nonfood,delta,77.27021691840339,False,False,False
