variant,model,group,group_label_cn,alpha,beta,delta,tau,omega,kappa,nll,success,message
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,3.2459296169931376e-05,0.0,0.4093720228328169,0.4093720228328169,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,3.2459313346992805e-05,0.0,0.12632254543280597,0.12632254543280597,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,vegetable,蔬菜,0.003033355341624644,0.0,0.025195733128341745,0.025195733128341745,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,fruit,水果,0.011169914603444877,0.0,0.0164837020833128,0.0164837020833128,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,0.01729967663008704,0.0,0.06044860885401031,0.06044860885401031,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,beef,牛肉,0.015574045671533114,0.0,4.2786740363235196e-05,4.2786740363235196e-05,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,mutton,羊肉,0.002037333323637297,0.0,0.0047092380910285095,0.0047092380910285095,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,poultry,禽肉,0.00013950280003779494,0.0,0.017127639704660923,0.017127639704660923,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,0.014704915040960172,0.0,0.0001449587668176401,0.0001449587668176401,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,egg,蛋类,0.004540663476140542,0.0,0.007314235998213109,0.007314235998213109,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,0.0020850076141464306,0.0,0.0059649857965916155,0.0059649857965916155,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,0.9293506668888712,1.0,74.3559275189435,74.3559275189435,0.0,5.161419285403686,-11262.582331927362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,4.817830763364782e-05,0.0,0.5831680259255565,0.197177510608526,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,3.6356085682554004e-05,0.0,0.08988181268722363,0.1738501562570653,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegetable,蔬菜,0.00395787679091619,0.0,0.016588497271173737,0.03447676884286168,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,fruit,水果,0.011338470683276182,0.0,0.01873393952318436,0.01535894743375125,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,0.023814815026768597,0.0,0.04956934346753317,0.05078002531697731,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,beef,牛肉,0.016837741104118977,0.0,4.664192691609375e-05,2.8742089802164596e-05,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,mutton,羊肉,0.001788524435680739,0.0,0.004153528334201925,0.005223195798339001,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,poultry,禽肉,0.00012432752861796535,0.0,0.00995022793503695,0.026063139500506854,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,0.01713791919614334,0.0,0.0002502698508952483,0.00013613151325977775,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,0.0050212136528590585,0.0,0.01084998083436292,0.004175723049274976,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,0.0025335337382810076,0.0,0.00401114743892481,0.007571090082358717,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,0.9173610434500218,1.0,74.47060220061609,88.55380612670012,0.22967365372909332,4.883820164771968,-11306.243048300896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
