variant,model,group,group_label_cn,alpha,beta,delta,tau,omega,kappa,nll,success,message
baseline_real_national_nonfood,AIDADS_sat,grain,粮食/主粮,3.1603834928183545e-05,0.0,0.41044147478724835,0.41044147478724835,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,oil,食用油,3.766700580706262e-05,0.0,0.1269262070128404,0.1269262070128404,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,vegetable,蔬菜,0.0037768097237477604,0.0,0.024943506719672687,0.024943506719672687,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,fruit,水果,0.013783154323475053,0.0,0.015777583760549035,0.015777583760549035,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,pork,猪肉,0.026461503304034885,0.0,0.04865332385742152,0.04865332385742152,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,beef,牛肉,0.01862362416987727,0.0,7.553040189049276e-05,7.553040189049276e-05,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,mutton,羊肉,0.008278044132621605,0.0,0.0006804021917614187,0.0006804021917614187,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,poultry,禽肉,0.00022407915604846966,0.0,0.01739994039253333,0.01739994039253333,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,aquatic,水产品,0.017437729312939867,0.0,0.0001290612789405426,0.0001290612789405426,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,egg,蛋类,0.005079087013265414,0.0,0.007921568296795526,0.007921568296795526,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,milk,奶类,0.0001679284436425403,0.0,0.00955060492974857,0.00955060492974857,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,0.906098769579612,1.0,77.27021691840339,77.27021691840339,0.0,4.7181990672042025,-11213.42632156462,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,grain,粮食/主粮,3.233004183588209e-05,0.0,0.7105941153499584,0.0279544720097331,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,oil,食用油,3.8519763667100756e-05,0.0,0.13437052690034623,0.11341543672068895,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,vegetable,蔬菜,0.003509225426984601,0.0,0.01836407314267222,0.035945235936446884,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,fruit,水果,0.013882789242822298,0.0,0.013757457713870842,0.021220146258514167,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,pork,猪肉,0.02609650924458458,0.0,0.07313057586226678,0.042415395828143805,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,beef,牛肉,0.019444138673866244,0.0,7.539533523384179e-05,7.656264881537914e-05,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,mutton,羊肉,0.00966753146486501,0.0,0.0008406992336833434,0.0007741620696975007,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,poultry,禽肉,0.00023415065146071342,0.0,0.012765566740971082,0.025242316253325795,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,aquatic,水产品,0.021388599396475715,0.0,0.00013076920881977425,0.00013373359169058962,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,egg,蛋类,0.0056409281112058665,0.0,0.010840256181469967,0.006303958143128042,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,milk,奶类,0.00020884713233681123,0.0,0.001737444311749173,0.019169402651604273,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
baseline_real_national_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,0.8998564308498952,1.0,71.43491057274251,110.26436056872143,0.416322376540654,4.48047119713429,-11362.731461039668,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
